idx,run_id,config,runnumber,repetition,seedset,uav_id,success,wall_latency_ms,bytes_sent,bytes_received,gs_m1_attempts,gs_m4_successes
228,Inet80211SHA3-29-20260810-15:02:32-742143,Inet80211SHA3,29,29,29,8,1,7.394612,147,630,10,10
229,Inet80211SHA3-29-20260810-15:02:32-742143,Inet80211SHA3,29,29,29,9,1,13.768188,147,630,10,10
230,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,0,1,11.638516,147,630,10,10
231,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,1,1,15.218187,147,630,10,10
232,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,2,1,13.262281,147,630,10,10
233,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,3,1,8.906639,147,630,10,10
234,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,4,1,12.637057,147,630,10,10
235,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,5,1,10.53928,147,630,10,10
236,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,6,1,14.067531,147,630,10,10
237,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,7,1,4.72646,147,630,10,10
238,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,8,1,14.67295,147,630,10,10
239,Inet80211SHA3-3-20260810-15:02:29-742143,Inet80211SHA3,3,3,3,9,1,9.61354,147,630,10,10
240,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,0,1,13.956062,147,630,10,10
241,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,1,1,3.245981,147,630,10,10
242,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,2,1,13.190341,147,630,10,10
243,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,3,1,11.304338,147,630,10,10
244,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,4,1,10.938092,147,630,10,10
245,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,5,1,9.868811,147,630,10,10
246,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,6,1,14.402988,147,630,10,10
247,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,7,1,12.444457,147,630,10,10
248,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,8,1,9.24744,147,630,10,10
249,Inet80211SHA3-4-20260810-15:02:29-742143,Inet80211SHA3,4,4,4,9,1,14.989867,147,630,10,10
250,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,0,1,15.514991,147,630,10,10
251,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,1,1,14.263651,147,630,10,10
252,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,2,1,10.545959,147,630,10,10
253,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,3,1,12.611874,147,630,10,10
254,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,4,1,11.352451,147,630,10,10
255,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,5,1,16.081544,147,630,10,10
256,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,6,1,15.088754,147,630,10,10
257,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,7,1,10.199186,147,630,10,10
258,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,8,1,13.378408,147,630,10,10
259,Inet80211SHA3-5-20260810-15:02:29-742143,Inet80211SHA3,5,5,5,9,1,5.660063,147,630,10,10
260,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,0,1,13.411257,147,630,10,10
261,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,1,1,8.967143,147,630,10,10
262,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,2,1,9.936568,147,630,10,10
263,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,3,1,7.464582,147,630,10,10
264,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,4,1,10.718084,147,630,10,10
265,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,5,1,15.468158,147,630,10,10
266,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,6,1,2.741385,147,630,10,10
267,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,7,1,12.011132,147,630,10,10
268,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,8,1,14.057139,147,630,10,10
269,Inet80211SHA3-6-20260810-15:02:29-742143,Inet80211SHA3,6,6,6,9,1,14.742519,147,630,10,10
270,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,0,1,14.15555,147,630,10,10
271,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,1,1,10.203584,147,630,10,10
272,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,2,1,12.016863,147,630,10,10
273,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,3,1,12.663737,147,630,10,10
274,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,4,1,5.063491,147,630,10,10
275,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,5,1,14.581641,147,630,10,10
276,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,6,1,7.192411,147,630,10,10
277,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,7,1,13.269824,147,630,10,10
278,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,8,1,15.06729,147,630,10,10
279,Inet80211SHA3-7-20260810-15:02:29-742143,Inet80211SHA3,7,7,7,9,1,11.230311,147,630,10,10
280,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,0,1,11.266237,147,630,10,10
281,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,1,1,9.895103,147,630,10,10
282,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,2,1,4.215735,147,630,10,10
283,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,3,1,6.608444,147,630,10,10
284,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,4,1,12.18624,147,630,10,10
285,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,5,1,14.900753,147,630,10,10
286,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,6,1,13.693927,147,630,10,10
287,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,7,1,10.760725,147,630,10,10
288,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,8,1,12.953261,147,630,10,10
289,Inet80211SHA3-8-20260810-15:02:29-742143,Inet80211SHA3,8,8,8,9,1,9.150071,147,630,10,10
290,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,0,1,8.684061,147,630,10,10
291,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,1,1,12.623467,147,630,10,10
292,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,2,1,15.298288,147,630,10,10
293,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,3,1,10.546999,147,630,10,10
294,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,4,1,11.312185,147,630,10,10
295,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,5,1,11.797689,147,630,10,10
296,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,6,1,13.448959,147,630,10,10
297,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,7,1,9.702383,147,630,10,10
298,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,8,1,15.843154,147,630,10,10
299,Inet80211SHA3-9-20260810-15:02:29-742143,Inet80211SHA3,9,9,9,9,1,14.373762,147,630,10,10
300,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,0,1,6.772587,147,634,10,10
301,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,1,1,12.380672,147,634,10,10
302,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,2,1,9.952981,147,634,10,10
303,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,3,1,12.889229,147,634,10,10
304,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,4,1,14.067459,147,634,10,10
305,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,5,1,14.836161,147,634,10,10
306,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,6,1,4.003277,147,634,10,10
307,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,7,1,13.73831,147,634,10,10
308,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,8,1,11.712015,147,634,10,10
309,Inet80211SPONGENT-0-20260810-15:02:46-742268,Inet80211SPONGENT,0,0,0,9,1,11.163169,147,634,10,10
310,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,0,1,15.593645,147,634,10,10
311,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,1,1,10.683456,147,634,10,10
312,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,2,1,13.706468,147,634,10,10
313,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,3,1,11.453744,147,634,10,10
314,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,4,1,16.851289,147,634,10,10
315,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,5,1,12.83743,147,634,10,10
316,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,6,1,14.555083,147,634,10,10
317,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,7,1,16.382288,147,634,10,10
318,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,8,1,6.919335,147,634,10,10
319,Inet80211SPONGENT-1-20260810-15:02:46-742268,Inet80211SPONGENT,1,1,1,9,1,15.124285,147,634,10,10
320,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,0,1,12.939327,147,634,10,10
321,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,1,1,7.56285,147,634,10,10
322,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,2,1,15.883389,147,634,10,10
323,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,3,1,14.974164,147,634,10,10
324,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,4,1,12.228878,147,634,10,10
325,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,5,1,17.20338,147,634,10,10
326,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,6,1,4.786738,147,634,10,10
327,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,7,1,16.413118,147,634,10,10
328,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,8,1,13.769987,147,634,10,10
329,Inet80211SPONGENT-10-20260810-15:02:48-742268,Inet80211SPONGENT,10,10,10,9,1,10.805139,147,634,10,10
330,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,0,1,12.0423,147,634,9,9
331,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,1,1,10.209841,147,634,9,9
332,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,2,1,7.367594,147,634,9,9
333,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,3,1,13.881527,147,634,9,9
334,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,4,0,0.0,0,0,9,9
335,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,5,1,12.972071,147,634,9,9
336,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,6,1,14.431019,147,634,9,9
337,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,7,1,11.081027,147,634,9,9
338,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,8,1,11.571984,147,634,9,9
339,Inet80211SPONGENT-11-20260810-15:02:48-742268,Inet80211SPONGENT,11,11,11,9,1,8.965852,147,634,9,9
340,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,0,1,9.182423,147,634,9,9
341,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,1,1,9.786836,147,634,9,9
342,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,2,1,11.818322,147,634,9,9
343,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,3,1,10.31558,147,634,9,9
344,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,4,1,11.388071,147,634,9,9
345,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,5,1,13.237188,147,634,9,9
346,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,6,0,0.0,0,0,9,9
347,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,7,1,5.186128,147,634,9,9
348,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,8,1,6.268287,147,634,9,9
349,Inet80211SPONGENT-12-20260810-15:02:48-742268,Inet80211SPONGENT,12,12,12,9,1,12.347449,147,634,9,9
350,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,0,1,13.778936,147,634,10,10
351,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,1,1,12.500939,147,634,10,10
352,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,2,1,11.791988,147,634,10,10
353,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,3,1,14.688369,147,634,10,10
354,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,4,1,15.037386,147,634,10,10
355,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,5,1,13.049593,147,634,10,10
356,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,6,1,15.546222,147,634,10,10
357,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,7,1,9.914367,147,634,10,10
358,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,8,1,10.863052,147,634,10,10
359,Inet80211SPONGENT-13-20260810-15:02:49-742268,Inet80211SPONGENT,13,13,13,9,1,6.845739,147,634,10,10
360,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,0,1,12.360795,147,634,10,10
361,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,1,1,11.671308,147,634,10,10
362,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,2,1,11.241093,147,634,10,10
363,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,3,1,14.063685,147,634,10,10
364,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,4,1,10.910645,147,634,10,10
365,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,5,1,5.47763,147,634,10,10
366,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,6,1,14.61335,147,634,10,10
367,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,7,1,10.001042,147,634,10,10
368,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,8,1,15.542699,147,634,10,10
369,Inet80211SPONGENT-14-20260810-15:02:49-742268,Inet80211SPONGENT,14,14,14,9,1,15.872007,147,634,10,10
370,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,0,1,13.383787,147,634,10,10
371,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,1,1,12.852858,147,634,10,10
372,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,2,1,11.761118,147,634,10,10
373,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,3,1,7.141879,147,634,10,10
374,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,4,1,17.893188,147,634,10,10
375,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,5,1,17.103101,147,634,10,10
376,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,6,1,10.221018,147,634,10,10
377,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,7,1,14.584408,147,634,10,10
378,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,8,1,11.071123,147,634,10,10
379,Inet80211SPONGENT-15-20260810-15:02:49-742268,Inet80211SPONGENT,15,15,15,9,1,13.773963,147,634,10,10
380,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,0,1,15.185533,147,634,10,10
381,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,1,1,14.276069,147,634,10,10
382,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,2,1,8.811833,147,634,10,10
383,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,3,1,7.586546,147,634,10,10
384,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,4,1,16.08424,147,634,10,10
385,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,5,1,15.615103,147,634,10,10
386,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,6,1,5.780241,147,634,10,10
387,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,7,1,13.886801,147,634,10,10
388,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,8,1,10.075908,147,634,10,10
389,Inet80211SPONGENT-16-20260810-15:02:49-742268,Inet80211SPONGENT,16,16,16,9,1,11.851613,147,634,10,10
390,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,0,1,3.916367,147,634,10,10
391,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,1,1,12.361236,147,634,10,10
392,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,2,1,14.530232,147,634,10,10
393,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,3,1,11.080723,147,634,10,10
394,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,4,1,9.175367,147,634,10,10
395,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,5,1,10.731151,147,634,10,10
396,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,6,1,13.780658,147,634,10,10
397,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,7,1,12.971003,147,634,10,10
398,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,8,1,14.999273,147,634,10,10
399,Inet80211SPONGENT-17-20260810-15:02:49-742268,Inet80211SPONGENT,17,17,17,9,1,11.451027,147,634,10,10
400,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,0,1,14.404652,147,634,10,10
401,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,1,1,15.253608,147,634,10,10
402,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,2,1,12.743753,147,634,10,10
403,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,3,1,12.334056,147,634,10,10
404,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,4,1,11.965459,147,634,10,10
405,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,5,1,8.333119,147,634,10,10
406,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,6,1,6.789221,147,634,10,10
407,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,7,1,11.416105,147,634,10,10
408,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,8,1,13.554604,147,634,10,10
409,Inet80211SPONGENT-18-20260810-15:02:50-742268,Inet80211SPONGENT,18,18,18,9,1,10.012058,147,634,10,10
410,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,0,1,14.136511,147,634,10,10
411,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,1,1,7.7688,147,634,10,10
412,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,2,1,12.535586,147,634,10,10
413,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,3,1,10.263003,147,634,10,10
414,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,4,1,9.292271,147,634,10,10
415,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,5,1,6.650506,147,634,10,10
416,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,6,1,15.197135,147,634,10,10
417,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,7,1,13.305547,147,634,10,10
418,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,8,1,14.586736,147,634,10,10
419,Inet80211SPONGENT-19-20260810-15:02:50-742268,Inet80211SPONGENT,19,19,19,9,1,10.772054,147,634,10,10
420,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,0,1,10.140228,147,634,10,10
421,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,1,1,5.840239,147,634,10,10
422,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,2,1,12.257261,147,634,10,10
423,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,3,1,9.410353,147,634,10,10
424,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,4,1,12.925808,147,634,10,10
425,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,5,1,13.83474,147,634,10,10
426,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,6,1,10.93894,147,634,10,10
427,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,7,1,14.203906,147,634,10,10
428,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,8,1,10.589987,147,634,10,10
429,Inet80211SPONGENT-2-20260810-15:02:47-742268,Inet80211SPONGENT,2,2,2,9,1,11.308098,147,634,10,10
430,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,0,1,11.730769,147,634,10,10
431,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,1,1,10.961634,147,634,10,10
432,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,2,1,2.111,147,634,10,10
433,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,3,1,13.073313,147,634,10,10
434,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,4,1,15.873888,147,634,10,10
435,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,5,1,15.105225,147,634,10,10
436,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,6,1,14.695771,147,634,10,10
437,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,7,1,6.90149,147,634,10,10
438,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,8,1,9.441808,147,634,10,10
439,Inet80211SPONGENT-20-20260810-15:02:50-742268,Inet80211SPONGENT,20,20,20,9,1,10.31248,147,634,10,10
440,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,0,1,11.917085,147,634,10,10
441,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,1,1,10.338148,147,634,10,10
442,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,2,1,12.765732,147,634,10,10
443,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,3,1,14.063729,147,634,10,10
444,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,4,1,13.154667,147,634,10,10
445,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,5,1,9.768158,147,634,10,10
446,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,6,1,15.392524,147,634,10,10
447,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,7,1,11.208146,147,634,10,10
448,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,8,1,14.862052,147,634,10,10
449,Inet80211SPONGENT-21-20260810-15:02:50-742268,Inet80211SPONGENT,21,21,21,9,1,14.452435,147,634,10,10
