idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
0,1,1.339635,0.654972,0.684663,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.440616,0.058909,0.264514,0.101728,0.216104,0.038,0.18898,0.101728,0.112168,0.183746,0.0109,0.468559,Baseline5UAV,Baseline5UAV-0-20260922-20:31:47-1127386,0,Baseline5UAV-0-20260922-20:31:47-1127386|phase2|0,0,0,0,sha3,5,,,,1.132923,0.18898,0.008987,0.013655,0.26512,0.003857,0.008576,0.011201,0.10773,0.009247,104,85,43,275,1,0
1,1,1.19238,0.460243,0.732137,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.300336,0.048309,0.266351,0.076061,0.218298,0.034764,0.193138,0.076061,0.102671,0.165556,0.007785,0.513839,Baseline5UAV,Baseline5UAV-0-20260922-20:31:47-1127386,1,Baseline5UAV-0-20260922-20:31:47-1127386|phase2|1,0,0,0,sha3,5,,,,1.164044,0.193138,0.007112,0.01024,0.099174,0.001272,0.007053,0.010139,0.09736,0.002204,104,85,43,275,1,0
2,1,1.185835,0.466834,0.719001,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.307769,0.046667,0.239964,0.07569,0.234867,0.03251,0.208647,0.07569,0.102019,0.179319,0.007685,0.484134,Baseline5UAV,Baseline5UAV-0-20260922-20:31:47-1127386,2,Baseline5UAV-0-20260922-20:31:47-1127386|phase2|2,0,0,0,sha3,5,,,,1.138285,0.208647,0.007063,0.010109,0.099374,0.001282,0.007103,0.010109,0.097501,0.002003,104,85,43,275,1,0
3,1,1.195915,0.455093,0.740822,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.287623,0.046576,0.250421,0.080008,0.235075,0.0324,0.18915,0.080008,0.101438,0.178725,0.007454,0.505748,Baseline5UAV,Baseline5UAV-0-20260922-20:31:47-1127386,3,Baseline5UAV-0-20260922-20:31:47-1127386|phase2|3,0,0,0,sha3,5,,,,1.169968,0.18915,0.007073,0.00998,0.103192,0.001242,0.007032,0.009898,0.09709,0.001813,104,85,43,275,1,0
4,1,1.140746,0.449042,0.691704,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.290388,0.051595,0.262191,0.07553,0.215544,0.03216,0.192206,0.07553,0.101949,0.188935,0.007594,0.476159,Baseline5UAV,Baseline5UAV-0-20260922-20:31:47-1127386,4,Baseline5UAV-0-20260922-20:31:47-1127386|phase2|4,0,0,0,sha3,5,,,,1.14283,0.192206,0.006992,0.01009,0.098912,0.001292,0.007043,0.010229,0.10233,0.002043,104,85,43,275,1,0
5,1,1.171896,0.466304,0.705592,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.303302,0.048189,0.245233,0.077183,0.222333,0.033231,0.195962,0.077183,0.103832,0.158267,0.008636,0.483259,Baseline5UAV,Baseline5UAV-1-20260922-20:31:47-1127386,0,Baseline5UAV-1-20260922-20:31:47-1127386|phase2|0,1,1,1,sha3,5,,,,1.109091,0.195962,0.007634,0.01048,0.102449,0.001874,0.007384,0.010259,0.097982,0.003206,104,85,43,275,1,0
6,1,1.174923,0.451167,0.723756,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.292842,0.051786,0.254744,0.07525,0.238186,0.03234,0.193368,0.07525,0.109993,0.168357,0.007825,0.485569,Baseline5UAV,Baseline5UAV-1-20260922-20:31:47-1127386,1,Baseline5UAV-1-20260922-20:31:47-1127386|phase2|1,1,1,1,sha3,5,,,,1.146856,0.193368,0.007053,0.009878,0.10268,0.001353,0.007033,0.010299,0.109682,0.002124,104,85,43,275,1,0
7,1,1.17841,0.446996,0.731414,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.284487,0.046466,0.243389,0.075459,0.241416,0.03229,0.189931,0.075459,0.101619,0.158476,0.011591,0.489999,Baseline5UAV,Baseline5UAV-1-20260922-20:31:47-1127386,2,Baseline5UAV-1-20260922-20:31:47-1127386|phase2|2,1,1,1,sha3,5,,,,1.13328,0.189931,0.007073,0.009888,0.098663,0.002785,0.007024,0.010009,0.09767,0.001673,104,85,43,275,1,0
8,1,1.1993,0.455102,0.744198,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.282132,0.046546,0.268452,0.082693,0.27632,0.03259,0.187367,0.082693,0.101948,0.170169,0.007584,0.467878,Baseline5UAV,Baseline5UAV-1-20260922-20:31:47-1127386,3,Baseline5UAV-1-20260922-20:31:47-1127386|phase2|3,1,1,1,sha3,5,,,,1.182818,0.187367,0.006942,0.009948,0.105646,0.001293,0.007013,0.009888,0.097531,0.001924,104,85,43,275,1,0
9,1,1.19739,0.452909,0.744481,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.284867,0.046776,0.255651,0.080259,0.243876,0.032591,0.190823,0.080259,0.101878,0.15866,0.007524,0.500605,Baseline5UAV,Baseline5UAV-1-20260922-20:31:47-1127386,4,Baseline5UAV-1-20260922-20:31:47-1127386|phase2|4,1,1,1,sha3,5,,,,1.158792,0.190823,0.007004,0.009879,0.103121,0.001222,0.007124,0.010189,0.097911,0.001593,104,85,43,275,1,0
10,1,1.183365,0.466716,0.716649,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.300547,0.0487,0.282613,0.078686,0.225609,0.033332,0.195191,0.078686,0.119532,0.167017,0.008797,0.49104,Baseline5UAV,Baseline5UAV-10-20260922-20:31:47-1127386,0,Baseline5UAV-10-20260922-20:31:47-1127386|phase2|0,10,10,10,sha3,5,,,,1.166278,0.195191,0.007794,0.010609,0.108741,0.001914,0.007464,0.010741,0.1079,0.007734,104,85,43,275,1,0
11,1,1.163979,0.441597,0.722382,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.282333,0.047228,0.261013,0.07573,0.237735,0.0327,0.185534,0.07573,0.101879,0.161665,0.007804,0.484647,Baseline5UAV,Baseline5UAV-10-20260922-20:31:47-1127386,1,Baseline5UAV-10-20260922-20:31:47-1127386|phase2|1,10,10,10,sha3,5,,,,1.145061,0.185534,0.007134,0.010019,0.098802,0.001292,0.007113,0.009978,0.097621,0.001833,104,85,43,275,1,0
12,1,1.178073,0.462336,0.715737,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.28599,0.046566,0.265903,0.084396,0.244695,0.03236,0.191154,0.084396,0.102139,0.162897,0.007554,0.471042,Baseline5UAV,Baseline5UAV-10-20260922-20:31:47-1127386,2,Baseline5UAV-10-20260922-20:31:47-1127386|phase2|2,10,10,10,sha3,5,,,,1.144537,0.191154,0.006983,0.010149,0.107208,0.001273,0.007163,0.010058,0.09766,0.001934,104,85,43,275,1,0
13,1,1.169754,0.444253,0.725501,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.285779,0.046957,0.250618,0.07549,0.23455,0.032611,0.191554,0.07549,0.101468,0.174904,0.007494,0.490951,Baseline5UAV,Baseline5UAV-10-20260922-20:31:47-1127386,3,Baseline5UAV-10-20260922-20:31:47-1127386|phase2|3,10,10,10,sha3,5,,,,1.151022,0.191554,0.006993,0.009859,0.098291,0.001242,0.007053,0.0101,0.09752,0.001593,104,85,43,275,1,0
14,1,1.138817,0.444633,0.694184,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.285929,0.04857,0.263847,0.07552,0.216976,0.03243,0.191174,0.07552,0.1024,0.159631,0.007664,0.477208,Baseline5UAV,Baseline5UAV-10-20260922-20:31:47-1127386,4,Baseline5UAV-10-20260922-20:31:47-1127386|phase2|4,10,10,10,sha3,5,,,,1.117663,0.191174,0.006984,0.009909,0.098341,0.001303,0.007193,0.01076,0.098652,0.002094,104,85,43,275,1,0
15,1,1.150763,0.456486,0.694277,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.292372,0.048199,0.253083,0.077764,0.220609,0.033162,0.192967,0.077764,0.104504,0.17679,0.008586,0.473668,Baseline5UAV,Baseline5UAV-11-20260922-20:31:47-1127386,0,Baseline5UAV-11-20260922-20:31:47-1127386|phase2|0,11,11,11,sha3,5,,,,1.12415,0.192967,0.007595,0.01073,0.103521,0.001843,0.007403,0.010279,0.098543,0.003236,104,85,43,275,1,0
16,1,1.141846,0.446708,0.695138,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.286911,0.047167,0.239703,0.075851,0.215932,0.03268,0.190843,0.075851,0.11881,0.190779,0.008095,0.479206,Baseline5UAV,Baseline5UAV-11-20260922-20:31:47-1127386,1,Baseline5UAV-11-20260922-20:31:47-1127386|phase2|1,11,11,11,sha3,5,,,,1.125621,0.190843,0.007102,0.009958,0.098603,0.001463,0.007114,0.011561,0.111516,0.002364,104,85,43,275,1,0
17,1,1.147273,0.456965,0.690308,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.286861,0.047067,0.247013,0.08122,0.218593,0.032921,0.188549,0.08122,0.10268,0.168117,0.007664,0.471716,Baseline5UAV,Baseline5UAV-11-20260922-20:31:47-1127386,2,Baseline5UAV-11-20260922-20:31:47-1127386|phase2|2,11,11,11,sha3,5,,,,1.105438,0.188549,0.007173,0.010089,0.105385,0.001263,0.007174,0.010029,0.098322,0.001803,104,85,43,275,1,0
18,1,1.181177,0.443871,0.737306,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.282773,0.054721,0.250763,0.076752,0.242207,0.032661,0.187327,0.076752,0.1027,0.20735,0.007594,0.495099,Baseline5UAV,Baseline5UAV-11-20260922-20:31:47-1127386,3,Baseline5UAV-11-20260922-20:31:47-1127386|phase2|3,11,11,11,sha3,5,,,,1.19542,0.187327,0.007354,0.010008,0.099374,0.001292,0.015007,0.009939,0.098072,0.001964,104,85,43,275,1,0
19,1,1.163788,0.444471,0.719317,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.283955,0.047798,0.244462,0.076421,0.239745,0.032981,0.188759,0.076421,0.102941,0.158247,0.007674,0.479572,Baseline5UAV,Baseline5UAV-11-20260922-20:31:47-1127386,4,Baseline5UAV-11-20260922-20:31:47-1127386|phase2|4,11,11,11,sha3,5,,,,1.122025,0.188759,0.007094,0.010179,0.099103,0.001262,0.007113,0.010579,0.098903,0.001823,104,85,43,275,1,0
20,1,1.212077,0.463007,0.74907,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.296699,0.061154,0.255485,0.078706,0.256994,0.032881,0.19439,0.078706,0.109893,0.158961,0.008896,0.492076,Baseline5UAV,Baseline5UAV-12-20260922-20:31:47-1127386,0,Baseline5UAV-12-20260922-20:31:47-1127386|phase2|0,12,12,12,sha3,5,,,,1.163516,0.19439,0.007733,0.01097,0.105505,0.001963,0.009087,0.017902,0.10197,0.007644,104,85,43,275,1,0
21,1,1.18383,0.458138,0.725692,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.288314,0.047888,0.253055,0.08108,0.24032,0.032871,0.190894,0.08108,0.10266,0.160135,0.007664,0.485372,Baseline5UAV,Baseline5UAV-12-20260922-20:31:47-1127386,1,Baseline5UAV-12-20260922-20:31:47-1127386|phase2|1,12,12,12,sha3,5,,,,1.138882,0.190894,0.007174,0.010049,0.103932,0.001312,0.007223,0.010228,0.098311,0.001793,104,85,43,275,1,0
22,1,1.197186,0.470481,0.726705,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.300637,0.047258,0.255939,0.08115,0.21939,0.032741,0.203507,0.08115,0.10255,0.179488,0.007544,0.507315,Baseline5UAV,Baseline5UAV-12-20260922-20:31:47-1127386,2,Baseline5UAV-12-20260922-20:31:47-1127386|phase2|2,12,12,12,sha3,5,,,,1.162132,0.203507,0.007144,0.01005,0.104673,0.001343,0.007203,0.010119,0.098341,0.002053,104,85,43,275,1,0
23,1,1.135029,0.446616,0.688413,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.288253,0.047057,0.250466,0.07551,0.217159,0.03265,0.192827,0.07551,0.101357,0.159638,0.007343,0.471254,Baseline5UAV,Baseline5UAV-12-20260922-20:31:47-1127386,3,Baseline5UAV-12-20260922-20:31:47-1127386|phase2|3,12,12,12,sha3,5,,,,1.098517,0.192827,0.006954,0.009929,0.098371,0.001172,0.007001,0.010118,0.097551,0.001633,104,85,43,275,1,0
24,1,1.162165,0.449922,0.712243,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.291279,0.051766,0.280259,0.0756,0.220043,0.032189,0.195582,0.0756,0.101969,0.170712,0.007443,0.4922,Baseline5UAV,Baseline5UAV-12-20260922-20:31:47-1127386,4,Baseline5UAV-12-20260922-20:31:47-1127386|phase2|4,12,12,12,sha3,5,,,,1.163215,0.195582,0.007054,0.009879,0.099183,0.001272,0.007044,0.010088,0.102471,0.001843,104,85,43,275,1,0
25,1,1.163828,0.460503,0.703325,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.295758,0.04842,0.247578,0.077984,0.21489,0.033122,0.195532,0.077984,0.105666,0.186481,0.008777,0.488435,Baseline5UAV,Baseline5UAV-13-20260922-20:31:47-1127386,0,Baseline5UAV-13-20260922-20:31:47-1127386|phase2|0,13,13,13,sha3,5,,,,1.137385,0.195532,0.007643,0.0105,0.104092,0.001854,0.007494,0.010398,0.098963,0.003606,104,85,43,275,1,0
26,1,1.187035,0.469007,0.718028,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.299815,0.047698,0.265858,0.080699,0.23863,0.03251,0.202575,0.080699,0.10247,0.159043,0.007794,0.479398,Baseline5UAV,Baseline5UAV-13-20260922-20:31:47-1127386,1,Baseline5UAV-13-20260922-20:31:47-1127386|phase2|1,13,13,13,sha3,5,,,,1.142929,0.202575,0.007174,0.01009,0.104122,0.001383,0.007193,0.010159,0.097731,0.002154,104,85,43,275,1,0
27,1,1.147116,0.443729,0.703387,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.284336,0.046656,0.247886,0.07592,0.225395,0.03253,0.189481,0.07592,0.101659,0.173052,0.007553,0.477993,Baseline5UAV,Baseline5UAV-13-20260922-20:31:47-1127386,2,Baseline5UAV-13-20260922-20:31:47-1127386|phase2|2,13,13,13,sha3,5,,,,1.124325,0.189481,0.007013,0.009958,0.098562,0.001252,0.007093,0.010089,0.09769,0.001733,104,85,43,275,1,0
28,1,1.151454,0.458752,0.692702,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.299315,0.047468,0.240218,0.075881,0.220486,0.03251,0.199379,0.075881,0.102259,0.166371,0.007675,0.472216,Baseline5UAV,Baseline5UAV-13-20260922-20:31:47-1127386,3,Baseline5UAV-13-20260922-20:31:47-1127386|phase2|3,13,13,13,sha3,5,,,,1.09929,0.199379,0.007012,0.009999,0.099434,0.001292,0.007052,0.010279,0.097771,0.002054,104,85,43,275,1,0
29,1,1.147606,0.448791,0.698815,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.289195,0.046747,0.241683,0.076011,0.227531,0.032851,0.193718,0.076011,0.10238,0.167963,0.007574,0.471284,Baseline5UAV,Baseline5UAV-13-20260922-20:31:47-1127386,4,Baseline5UAV-13-20260922-20:31:47-1127386|phase2|4,13,13,13,sha3,5,,,,1.10846,0.193718,0.006943,0.009858,0.099004,0.001213,0.007053,0.010089,0.098383,0.001673,104,85,43,275,1,0
30,1,1.200399,0.466564,0.733835,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.301658,0.049101,0.267056,0.078085,0.216901,0.036527,0.195683,0.078085,0.109603,0.18355,0.008736,0.516935,Baseline5UAV,Baseline5UAV-14-20260922-20:31:47-1127386,0,Baseline5UAV-14-20260922-20:31:47-1127386|phase2|0,14,14,14,sha3,5,,,,1.184441,0.195683,0.007585,0.010559,0.105275,0.001934,0.007463,0.010349,0.098532,0.007324,104,85,43,275,1,0
31,1,1.179877,0.462295,0.717582,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.285899,0.047518,0.246624,0.084316,0.232472,0.0326,0.190132,0.084316,0.10287,0.160212,0.007764,0.48511,Baseline5UAV,Baseline5UAV-14-20260922-20:31:47-1127386,1,Baseline5UAV-14-20260922-20:31:47-1127386|phase2|1,14,14,14,sha3,5,,,,1.124418,0.190132,0.007154,0.010349,0.106587,0.001403,0.007193,0.010239,0.098001,0.002144,104,85,43,275,1,0
32,1,1.146616,0.447319,0.699297,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.288955,0.046507,0.248302,0.07535,0.225949,0.03259,0.192226,0.07535,0.101688,0.162346,0.007664,0.473348,Baseline5UAV,Baseline5UAV-14-20260922-20:31:47-1127386,2,Baseline5UAV-14-20260922-20:31:47-1127386|phase2|2,14,14,14,sha3,5,,,,1.109945,0.192226,0.007133,0.009889,0.098432,0.001273,0.007084,0.010068,0.097661,0.001723,104,85,43,275,1,0
33,1,1.165183,0.452817,0.712366,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.293433,0.055082,0.239733,0.07582,0.234457,0.03249,0.198367,0.07582,0.102059,0.168755,0.007744,0.477909,Baseline5UAV,Baseline5UAV-14-20260922-20:31:47-1127386,3,Baseline5UAV-14-20260922-20:31:47-1127386|phase2|3,14,14,14,sha3,5,,,,1.120853,0.198367,0.007014,0.010048,0.098401,0.001323,0.007164,0.009967,0.105886,0.001864,104,85,43,275,1,0
34,1,1.148822,0.443,0.705822,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.284166,0.046426,0.253427,0.07561,0.23081,0.032751,0.18887,0.07561,0.101949,0.184232,0.007614,0.475013,Baseline5UAV,Baseline5UAV-14-20260922-20:31:47-1127386,4,Baseline5UAV-14-20260922-20:31:47-1127386|phase2|4,14,14,14,sha3,5,,,,1.143482,0.18887,0.007015,0.010019,0.098292,0.001212,0.007022,0.010018,0.098052,0.001613,104,85,43,275,1,0
35,1,1.159683,0.452699,0.706984,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.288154,0.04839,0.246669,0.077814,0.22068,0.032791,0.18889,0.077814,0.119952,0.198136,0.008917,0.486304,Baseline5UAV,Baseline5UAV-15-20260922-20:31:47-1127386,0,Baseline5UAV-15-20260922-20:31:47-1127386|phase2|0,15,15,15,sha3,5,,,,1.151788,0.18889,0.007514,0.01065,0.103201,0.001884,0.007433,0.01056,0.098773,0.003397,104,85,43,275,1,0
36,1,1.229683,0.471543,0.75814,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.30233,0.047679,0.239646,0.080749,0.243126,0.033071,0.19961,0.080749,0.10254,0.16387,0.007715,0.515014,Baseline5UAV,Baseline5UAV-15-20260922-20:31:47-1127386,1,Baseline5UAV-15-20260922-20:31:47-1127386|phase2|1,15,15,15,sha3,5,,,,1.161655,0.19961,0.007095,0.009929,0.109382,0.001282,0.007203,0.010159,0.097891,0.001864,104,85,43,275,1,0
37,1,1.16579,0.466113,0.699677,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.290537,0.046616,0.2637,0.083956,0.230845,0.03253,0.195272,0.083956,0.10267,0.170053,0.007664,0.468832,Baseline5UAV,Baseline5UAV-15-20260922-20:31:47-1127386,2,Baseline5UAV-15-20260922-20:31:47-1127386|phase2|2,15,15,15,sha3,5,,,,1.133429,0.195272,0.007003,0.01036,0.106176,0.001323,0.007213,0.010168,0.098202,0.001963,104,85,43,275,1,0
38,1,1.160172,0.44855,0.711622,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.288554,0.047377,0.26524,0.076201,0.228737,0.032931,0.192446,0.076201,0.10265,0.160138,0.007594,0.482885,Baseline5UAV,Baseline5UAV-15-20260922-20:31:47-1127386,3,Baseline5UAV-15-20260922-20:31:47-1127386|phase2|3,15,15,15,sha3,5,,,,1.137,0.192446,0.007094,0.009989,0.099233,0.001283,0.007072,0.010119,0.098542,0.001673,104,85,43,275,1,0
39,1,1.14076,0.452668,0.688092,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.29178,0.052768,0.244093,0.076682,0.220724,0.0329,0.196613,0.076682,0.10268,0.187359,0.007524,0.467368,Baseline5UAV,Baseline5UAV-15-20260922-20:31:47-1127386,4,Baseline5UAV-15-20260922-20:31:47-1127386|phase2|4,15,15,15,sha3,5,,,,1.119544,0.196613,0.007084,0.009978,0.099034,0.001272,0.007283,0.010109,0.103973,0.001883,104,85,43,275,1,0
40,1,1.201484,0.46532,0.736164,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.300196,0.048671,0.252757,0.078144,0.227911,0.033031,0.198117,0.078144,0.109552,0.204902,0.008836,0.508253,Baseline5UAV,Baseline5UAV-16-20260922-20:31:47-1127386,0,Baseline5UAV-16-20260922-20:31:47-1127386|phase2|0,16,16,16,sha3,5,,,,1.193822,0.198117,0.007603,0.01088,0.103672,0.002074,0.007505,0.01044,0.098532,0.007214,104,85,43,275,1,0
41,1,1.1699,0.441679,0.728221,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.282133,0.047107,0.259776,0.075981,0.251385,0.032741,0.186295,0.075981,0.10238,0.186831,0.007584,0.476835,Baseline5UAV,Baseline5UAV-16-20260922-20:31:47-1127386,1,Baseline5UAV-16-20260922-20:31:47-1127386|phase2|1,16,16,16,sha3,5,,,,1.174828,0.186295,0.007112,0.009889,0.098753,0.001222,0.007163,0.009968,0.097842,0.001903,104,85,43,275,1,0
42,1,1.194575,0.462737,0.731838,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.302961,0.051646,0.251734,0.076081,0.234297,0.03266,0.207224,0.076081,0.102239,0.180299,0.007614,0.497542,Baseline5UAV,Baseline5UAV-16-20260922-20:31:47-1127386,2,Baseline5UAV-16-20260922-20:31:47-1127386|phase2|2,16,16,16,sha3,5,,,,1.163871,0.207224,0.007084,0.01012,0.099353,0.001293,0.007133,0.010168,0.10272,0.002004,104,85,43,275,1,0
43,1,1.142026,0.437891,0.704135,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.279367,0.046637,0.252024,0.07557,0.21975,0.03249,0.184552,0.07557,0.101378,0.168235,0.007384,0.484386,Baseline5UAV,Baseline5UAV-16-20260922-20:31:47-1127386,3,Baseline5UAV-16-20260922-20:31:47-1127386|phase2|3,16,16,16,sha3,5,,,,1.124394,0.184552,0.006982,0.009838,0.098323,0.001233,0.007013,0.010019,0.097361,0.001612,104,85,43,275,1,0
44,1,1.194922,0.463237,0.731685,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.294785,0.046566,0.243836,0.080369,0.226354,0.032641,0.199349,0.080369,0.101898,0.158138,0.007714,0.50533,Baseline5UAV,Baseline5UAV-16-20260922-20:31:47-1127386,4,Baseline5UAV-16-20260922-20:31:47-1127386|phase2|4,16,16,16,sha3,5,,,,1.133659,0.199349,0.007043,0.009859,0.103661,0.001283,0.007033,0.010078,0.097601,0.001894,104,85,43,275,1,0
45,1,1.188328,0.464611,0.723717,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.298702,0.057006,0.27938,0.078546,0.227152,0.033321,0.197797,0.078546,0.105425,0.181054,0.008817,0.496565,Baseline5UAV,Baseline5UAV-17-20260922-20:31:47-1127386,0,Baseline5UAV-17-20260922-20:31:47-1127386|phase2|0,17,17,17,sha3,5,,,,1.184152,0.197797,0.007705,0.011211,0.103832,0.001884,0.007684,0.01046,0.099805,0.003236,104,85,43,275,1,0
46,1,1.173232,0.446166,0.727066,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,0.28622,0.047367,0.260674,0.076201,0.233892,0.032881,0.189962,0.076201,0.10255,0.181798,0.007544,0.493175,Baseline5UAV,Baseline5UAV-17-20260922-20:31:47-1127386,1,Baseline5UAV-17-20260922-20:31:47-1127386|phase2|1,17,17,17,sha3,5,,,,1.169538,0.189962,0.007133,0.009979,0.099234,0.001293,0.007174,0.010098,0.098292,0.001843,104,85,43,275,1,0
47,1,1.183199,0.464109,0.71909,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,0.304253,0.047257,0.275746,0.076081,0.228051,0.032601,0.207654,0.076081,0.10261,0.167563,0.007694,0.491039,Baseline5UAV,Baseline5UAV-17-20260922-20:31:47-1127386,2,Baseline5UAV-17-20260922-20:31:47-1127386|phase2|2,17,17,17,sha3,5,,,,1.162399,0.207654,0.007123,0.009998,0.099864,0.001332,0.007173,0.010138,0.098473,0.001983,104,85,43,275,1,0
48,1,1.171323,0.44848,0.722843,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,0.289066,0.047157,0.251965,0.0759,0.24929,0.032911,0.193308,0.0759,0.102129,0.179908,0.007614,0.473553,Baseline5UAV,Baseline5UAV-17-20260922-20:31:47-1127386,3,Baseline5UAV-17-20260922-20:31:47-1127386|phase2|3,17,17,17,sha3,5,,,,1.154715,0.193308,0.006983,0.009898,0.098853,0.001233,0.007123,0.010088,0.098231,0.001623,104,85,43,275,1,0
49,1,1.17721,0.460451,0.716759,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,0.301057,0.046747,0.249274,0.07585,0.244056,0.032681,0.20015,0.07585,0.10268,0.204614,0.007694,0.472703,Baseline5UAV,Baseline5UAV-17-20260922-20:31:47-1127386,4,Baseline5UAV-17-20260922-20:31:47-1127386|phase2|4,17,17,17,sha3,5,,,,1.170646,0.20015,0.007013,0.009848,0.104234,0.001352,0.007093,0.010068,0.098332,0.001844,104,85,43,275,1,0
50,1,1.191323,0.472714,0.718609,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,0.305786,0.05386,0.246972,0.079066,0.24852,0.039794,0.193759,0.079066,0.110144,0.190259,0.008796,0.470089,Baseline5UAV,Baseline5UAV-18-20260922-20:31:48-1127386,0,Baseline5UAV-18-20260922-20:31:48-1127386|phase2|0,18,18,18,sha3,5,,,,1.15584,0.193759,0.007874,0.01079,0.107279,0.001974,0.007504,0.010359,0.104153,0.007464,104,85,43,275,1,0
