idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
229,1,1.52643,0.45417,1.07226,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.292151,0.047338,0.252927,0.076221,0.228357,0.0323,0.197065,0.076221,0.132234,0.17125,0.009577,0.843904,StadiumSHA3,StadiumSHA3-15-20260922-20:31:41-1127323,9,StadiumSHA3-15-20260922-20:31:41-1127323|phase2|9,15,15,15,sha3,10,,,,1.496438,0.197065,0.007073,0.010299,0.099304,0.001593,0.007122,0.011402,0.101167,0.002324,104,85,43,545,1,0
230,1,1.52443,0.458639,1.065791,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSHA3,0.292311,0.04889,0.259144,0.077794,0.229162,0.032811,0.190422,0.077794,0.135441,0.159704,0.01074,0.83663,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,0,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|0,16,16,16,sha3,10,,,,1.48464,0.190422,0.007694,0.01059,0.105325,0.002094,0.007414,0.010639,0.098923,0.007894,104,85,43,545,1,0
231,1,1.547181,0.495538,1.051643,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSHA3,0.315314,0.049081,0.260563,0.085168,0.216713,0.040324,0.207885,0.085168,0.163432,0.169818,0.009888,0.83493,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,1,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|1,16,16,16,sha3,10,,,,1.482025,0.207885,0.007545,0.01066,0.110034,0.001653,0.007524,0.010929,0.133808,0.002524,104,85,43,545,1,0
232,1,1.532346,0.479468,1.052878,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSHA3,0.301939,0.048129,0.253929,0.084126,0.216914,0.033712,0.203487,0.084126,0.128328,0.165188,0.009277,0.835964,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,2,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|2,16,16,16,sha3,10,,,,1.471995,0.203487,0.007243,0.010449,0.107519,0.001442,0.007324,0.010429,0.099854,0.002154,104,85,43,545,1,0
233,1,1.512954,0.454641,1.058313,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSHA3,0.289927,0.047267,0.251289,0.077824,0.219522,0.033021,0.187887,0.077824,0.140671,0.161043,0.009066,0.838791,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,3,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|3,16,16,16,sha3,10,,,,1.470645,0.187887,0.007133,0.01084,0.105346,0.001403,0.013395,0.010299,0.102971,0.001993,104,85,43,545,1,0
234,1,1.590752,0.541611,1.049141,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSHA3,0.352653,0.061384,0.255723,0.089094,0.215556,0.036808,0.244172,0.089094,0.152443,0.173856,0.01077,0.833585,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,4,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|4,16,16,16,sha3,10,,,,1.47872,0.244172,0.008385,0.011952,0.116967,0.001633,0.008426,0.012042,0.120182,0.002605,104,85,43,545,1,0
235,1,1.624865,0.532525,1.09234,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSHA3,0.345008,0.054581,0.240784,0.088654,0.242259,0.03814,0.233102,0.088654,0.163202,0.201413,0.010209,0.850081,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,5,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|5,16,16,16,sha3,10,,,,1.534537,0.233102,0.008155,0.011401,0.116476,0.001653,0.008104,0.011571,0.118979,0.002414,104,85,43,545,1,0
236,1,1.554876,0.49029,1.064586,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSHA3,0.315154,0.051776,0.260074,0.082844,0.235544,0.035786,0.209979,0.082844,0.135991,0.183715,0.009448,0.829042,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,6,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|6,16,16,16,sha3,10,,,,1.508375,0.209979,0.007744,0.0111,0.108702,0.001503,0.007785,0.011361,0.106176,0.002044,104,85,43,545,1,0
237,1,1.557246,0.483005,1.074241,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSHA3,0.316736,0.048009,0.240421,0.078516,0.228615,0.036798,0.213665,0.078516,0.128789,0.17457,0.009237,0.845626,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,7,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|7,16,16,16,sha3,10,,,,1.489232,0.213665,0.007275,0.01065,0.102559,0.001513,0.007264,0.010429,0.100256,0.002164,104,85,43,545,1,0
238,1,1.510835,0.459881,1.050954,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSHA3,0.294956,0.048569,0.270106,0.077724,0.220687,0.033302,0.191945,0.077724,0.129029,0.162636,0.009477,0.830268,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,8,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|8,16,16,16,sha3,10,,,,1.483697,0.191945,0.007424,0.010379,0.106067,0.001513,0.007293,0.01073,0.100066,0.002074,104,85,43,545,1,0
239,1,1.588989,0.485217,1.103772,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.315664,0.049231,0.259204,0.080088,0.233478,0.034654,0.214858,0.080088,0.131984,0.167653,0.009377,0.870294,StadiumSHA3,StadiumSHA3-16-20260922-20:31:41-1127323,9,StadiumSHA3-16-20260922-20:31:41-1127323|phase2|9,16,16,16,sha3,10,,,,1.530629,0.214858,0.007434,0.01055,0.105095,0.001543,0.007544,0.01065,0.103401,0.002164,104,85,43,545,1,0
240,1,1.899087,0.833013,1.066074,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSHA3,0.560257,0.091299,0.249716,0.127777,0.229565,0.064549,0.365537,0.127777,0.220018,0.193028,0.017202,0.836509,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,0,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|0,17,17,17,sha3,10,,,,1.508817,0.365537,0.013976,0.019787,0.180545,0.003166,0.013536,0.019246,0.16234,0.01083,104,85,43,545,1,0
241,1,1.887847,0.820348,1.067499,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSHA3,0.548495,0.083645,0.251183,0.127987,0.237678,0.060132,0.37833,0.127987,0.215158,0.166187,0.015879,0.829821,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,1,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|1,17,17,17,sha3,10,,,,1.484869,0.37833,0.012735,0.019235,0.165988,0.002384,0.013414,0.018034,0.163032,0.003847,104,85,43,545,1,0
242,1,1.930842,0.875521,1.055321,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSHA3,0.612043,0.080329,0.240106,0.123599,0.214138,0.058939,0.439714,0.123599,0.21635,0.166241,0.01628,0.841183,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,2,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|2,17,17,17,sha3,10,,,,1.461668,0.439714,0.012925,0.018995,0.165186,0.002485,0.013676,0.019085,0.156019,0.003927,104,85,43,545,1,0
243,1,1.918851,0.854471,1.06438,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSHA3,0.568743,0.092852,0.253213,0.134619,0.223576,0.060993,0.396765,0.134619,0.209959,0.19273,0.01649,0.840803,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,3,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|3,17,17,17,sha3,10,,,,1.510323,0.396765,0.013285,0.019496,0.171207,0.002405,0.013394,0.018244,0.170907,0.003967,104,85,43,545,1,0
244,1,1.944317,0.834937,1.10938,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSHA3,0.562592,0.092,0.245554,0.127917,0.237327,0.064399,0.384622,0.127917,0.222462,0.159722,0.016511,0.872054,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,4,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|4,17,17,17,sha3,10,,,,1.514656,0.384622,0.012333,0.018935,0.169614,0.002344,0.012493,0.018945,0.173451,0.004118,104,85,43,545,1,0
245,1,1.922941,0.850554,1.072387,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSHA3,0.579613,0.09156,0.256361,0.127706,0.22045,0.062596,0.406342,0.127706,0.229746,0.189199,0.015529,0.851937,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,5,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|5,17,17,17,sha3,10,,,,1.517947,0.406342,0.013095,0.018133,0.163993,0.002195,0.013134,0.019126,0.173411,0.004088,104,85,43,545,1,0
246,1,1.96203,0.890448,1.071582,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSHA3,0.585363,0.093864,0.259226,0.144287,0.24328,0.058738,0.406272,0.144287,0.245434,0.195627,0.016511,0.828301,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,6,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|6,17,17,17,sha3,10,,,,1.526435,0.406272,0.014907,0.022001,0.185794,0.002294,0.014887,0.022072,0.183991,0.003646,104,85,43,545,1,0
247,1,1.936365,0.856558,1.079807,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSHA3,0.586085,0.084256,0.271112,0.126996,0.231343,0.06495,0.407555,0.126996,0.219847,0.204082,0.016481,0.848464,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,7,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|7,17,17,17,sha3,10,,,,1.555002,0.407555,0.013545,0.019937,0.16261,0.002515,0.013857,0.019726,0.161609,0.003536,104,85,43,545,1,0
248,1,1.892017,0.81562,1.076397,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSHA3,0.564304,0.07601,0.247883,0.118159,0.247839,0.059971,0.395612,0.118159,0.208136,0.172326,0.014998,0.828558,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,8,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|8,17,17,17,sha3,10,,,,1.496606,0.395612,0.012444,0.018725,0.152131,0.002164,0.013055,0.018494,0.151691,0.003196,104,85,43,545,1,0
249,1,1.887531,0.832489,1.055042,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.564695,0.083554,0.282504,0.126173,0.223947,0.070922,0.381907,0.126173,0.216601,0.186909,0.015448,0.831095,StadiumSHA3,StadiumSHA3-17-20260922-20:31:41-1127323,9,StadiumSHA3-17-20260922-20:31:41-1127323|phase2|9,17,17,17,sha3,10,,,,1.524455,0.381907,0.013564,0.018745,0.163754,0.002174,0.013856,0.019015,0.160929,0.003136,104,85,43,545,1,0
250,1,1.980488,0.83823,1.142258,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSHA3,0.573181,0.0864,0.243094,0.126223,0.285515,0.062505,0.376998,0.126223,0.18875,0.158208,0.012603,0.856743,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,0,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|0,18,18,18,sha3,10,,,,1.54356,0.376998,0.016611,0.022481,0.174833,0.002434,0.014436,0.018945,0.159556,0.009839,104,85,43,545,1,0
251,1,1.813839,0.749727,1.064112,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSHA3,0.533878,0.077914,0.258026,0.102089,0.235171,0.05954,0.358864,0.102089,0.161278,0.159611,0.011671,0.82894,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,1,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|1,18,18,18,sha3,10,,,,1.481748,0.358864,0.010018,0.022982,0.139188,0.002094,0.013795,0.023433,0.128057,0.004819,104,85,43,545,1,0
252,1,1.661162,0.592005,1.069157,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSHA3,0.402846,0.057917,0.269876,0.088894,0.23608,0.046356,0.261735,0.088894,0.147313,0.170096,0.011371,0.833077,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,2,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|2,18,18,18,sha3,10,,,,1.509128,0.261735,0.008785,0.015829,0.126354,0.001923,0.008585,0.012964,0.11304,0.003917,104,85,43,545,1,0
253,1,1.718307,0.661416,1.056891,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSHA3,0.398859,0.076712,0.303468,0.122968,0.221097,0.03787,0.270902,0.122968,0.195121,0.179794,0.016621,0.835794,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,3,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|3,18,18,18,sha3,10,,,,1.540153,0.270902,0.014005,0.018394,0.148786,0.002936,0.012474,0.020027,0.12949,0.004418,104,85,43,545,1,0
254,1,1.642212,0.553506,1.088706,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSHA3,0.338136,0.055072,0.256753,0.099665,0.257957,0.03779,0.212894,0.099665,0.166258,0.1741,0.01604,0.830749,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,4,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|4,18,18,18,sha3,10,,,,1.519559,0.212894,0.008395,0.014988,0.134459,0.003066,0.008567,0.012253,0.111005,0.003787,104,85,43,545,1,0
255,1,1.837717,0.732986,1.104731,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSHA3,0.528468,0.058549,0.252267,0.096719,0.229281,0.058409,0.365256,0.096719,0.143946,0.179622,0.01108,0.875451,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,5,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|5,18,18,18,sha3,10,,,,1.536621,0.365256,0.01089,0.015709,0.137324,0.001993,0.008275,0.014176,0.111276,0.003496,104,85,43,545,1,0
256,1,1.609893,0.501039,1.108854,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSHA3,0.320914,0.053499,0.240631,0.084988,0.228057,0.037099,0.210319,0.084988,0.140941,0.172635,0.010149,0.880797,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,6,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|6,18,18,18,sha3,10,,,,1.52212,0.210319,0.007984,0.011311,0.110394,0.001553,0.008005,0.011641,0.108971,0.002244,104,85,43,545,1,0
257,1,1.672152,0.583882,1.08827,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSHA3,0.362741,0.063387,0.239906,0.104995,0.237026,0.036708,0.230226,0.104995,0.149106,0.191438,0.011151,0.851244,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,7,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|7,18,18,18,sha3,10,,,,1.519614,0.230226,0.012273,0.015699,0.142273,0.001903,0.009127,0.017132,0.115063,0.003547,104,85,43,545,1,0
258,1,1.618588,0.526193,1.092395,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSHA3,0.331013,0.081371,0.240524,0.09209,0.2567,0.038071,0.217031,0.09209,0.146361,0.161375,0.011,0.835695,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,8,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|8,18,18,18,sha3,10,,,,1.494294,0.217031,0.008867,0.013415,0.115975,0.001934,0.0111,0.012173,0.133757,0.003427,104,85,43,545,1,0
259,1,1.578909,0.518422,1.060487,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.333538,0.054321,0.247579,0.087122,0.223074,0.0379,0.215539,0.087122,0.144788,0.205862,0.01064,0.837413,StadiumSHA3,StadiumSHA3-18-20260922-20:31:41-1127323,9,StadiumSHA3-18-20260922-20:31:41-1127323|phase2|9,18,18,18,sha3,10,,,,1.513928,0.215539,0.008255,0.011702,0.11885,0.001713,0.008145,0.011722,0.112198,0.002274,104,85,43,545,1,0
260,1,1.701265,0.60042,1.100845,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSHA3,0.416351,0.05421,0.258651,0.086199,0.234717,0.037269,0.267476,0.086199,0.142374,0.175244,0.011671,0.866128,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,0,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|0,19,19,19,sha3,10,,,,1.534741,0.267476,0.009257,0.016711,0.130651,0.002224,0.008014,0.011881,0.105515,0.009047,104,85,43,545,1,0
261,1,1.553411,0.499474,1.053937,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSHA3,0.329079,0.049662,0.244723,0.080238,0.214311,0.034665,0.223042,0.080238,0.132024,0.184909,0.009919,0.839627,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,1,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|1,19,19,19,sha3,10,,,,1.483569,0.223042,0.007744,0.0108,0.104805,0.001603,0.007614,0.010841,0.102329,0.002424,104,85,43,545,1,0
262,1,1.73867,0.684688,1.053982,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSHA3,0.430517,0.072424,0.254654,0.11877,0.217537,0.034053,0.306167,0.11877,0.211672,0.197364,0.016631,0.836445,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,2,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|2,19,19,19,sha3,10,,,,1.506,0.306167,0.012413,0.017913,0.149567,0.002485,0.012363,0.020829,0.139608,0.004048,104,85,43,545,1,0
263,1,1.694725,0.628764,1.065961,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSHA3,0.439423,0.05944,0.24077,0.089035,0.232633,0.062115,0.289185,0.089035,0.15642,0.158283,0.011271,0.833329,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,3,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|3,19,19,19,sha3,10,,,,1.465014,0.289185,0.008136,0.012602,0.114902,0.002003,0.010059,0.012534,0.12474,0.003516,104,85,43,545,1,0
264,1,1.641344,0.596093,1.045251,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSHA3,0.377518,0.066393,0.241934,0.103291,0.216822,0.039483,0.247929,0.103291,0.162571,0.180364,0.011993,0.828429,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,4,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|4,19,19,19,sha3,10,,,,1.46755,0.247929,0.013234,0.017432,0.125552,0.002014,0.01071,0.020609,0.120262,0.003657,104,85,43,545,1,0
265,1,1.64579,0.560708,1.085082,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSHA3,0.373431,0.053409,0.243423,0.088644,0.238142,0.046986,0.249161,0.088644,0.162621,0.160578,0.009989,0.84694,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,5,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|5,19,19,19,sha3,10,,,,1.489083,0.249161,0.010068,0.014556,0.110485,0.001603,0.007744,0.013335,0.109663,0.002745,104,85,43,545,1,0
266,1,1.551487,0.496499,1.054988,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSHA3,0.308131,0.050033,0.239976,0.089255,0.220642,0.035195,0.203768,0.089255,0.13535,0.16875,0.009858,0.834345,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,6,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|6,19,19,19,sha3,10,,,,1.463714,0.203768,0.007574,0.011172,0.113951,0.001513,0.007605,0.01087,0.104273,0.002234,104,85,43,545,1,0
267,1,1.610289,0.489105,1.121184,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSHA3,0.317397,0.050624,0.26162,0.08098,0.238253,0.035445,0.209047,0.08098,0.133817,0.166402,0.009748,0.882931,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,7,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|7,19,19,19,sha3,10,,,,1.549205,0.209047,0.007555,0.01065,0.110715,0.001442,0.007594,0.011081,0.104614,0.001914,104,85,43,545,1,0
268,1,1.57591,0.484477,1.091433,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSHA3,0.316336,0.049532,0.247189,0.079387,0.250826,0.034975,0.213816,0.079387,0.14044,0.160578,0.009367,0.840606,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,8,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|8,19,19,19,sha3,10,,,,1.499199,0.213816,0.007563,0.010679,0.104203,0.001552,0.007514,0.010941,0.101628,0.002194,104,85,43,545,1,0
269,1,1.525056,0.473925,1.051131,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.306547,0.04854,0.243888,0.079186,0.21794,0.034243,0.202385,0.079186,0.130201,0.181321,0.009006,0.83319,StadiumSHA3,StadiumSHA3-19-20260922-20:31:41-1127323,9,StadiumSHA3-19-20260922-20:31:41-1127323|phase2|9,19,19,19,sha3,10,,,,1.47634,0.202385,0.007334,0.0105,0.107989,0.001383,0.007243,0.0106,0.101299,0.001813,104,85,43,545,1,0
270,1,1.584227,0.506068,1.078159,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSHA3,0.332075,0.051255,0.263602,0.081812,0.248624,0.034474,0.204809,0.081812,0.136072,0.171762,0.010369,0.829535,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,0,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|0,2,2,2,sha3,10,,,,1.513523,0.204809,0.008386,0.011181,0.129821,0.002084,0.007664,0.01101,0.099865,0.009238,104,85,43,545,1,0
271,1,1.532723,0.45926,1.073463,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSHA3,0.297681,0.047648,0.246729,0.076291,0.223881,0.032901,0.19976,0.076291,0.126665,0.182786,0.008997,0.849582,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,1,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|1,2,2,2,sha3,10,,,,1.502978,0.19976,0.007244,0.010039,0.099955,0.001473,0.007253,0.010389,0.098493,0.002194,104,85,43,545,1,0
272,1,1.556375,0.473043,1.083332,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSHA3,0.306126,0.049722,0.258927,0.078805,0.2246,0.032641,0.207404,0.078805,0.130291,0.159875,0.009307,0.858733,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,2,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|2,2,2,2,sha3,10,,,,1.502133,0.207404,0.007513,0.010369,0.103391,0.001413,0.007603,0.0106,0.101747,0.002144,104,85,43,545,1,0
273,1,1.507688,0.458488,1.0492,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSHA3,0.292241,0.04873,0.240712,0.078475,0.216164,0.033662,0.191725,0.078475,0.137685,0.204086,0.009297,0.833036,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,3,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|3,2,2,2,sha3,10,,,,1.493998,0.191725,0.007354,0.010459,0.10247,0.001583,0.007354,0.01088,0.10812,0.002144,104,85,43,545,1,0
274,1,1.525593,0.455022,1.070571,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSHA3,0.296018,0.047238,0.255178,0.075109,0.229748,0.033733,0.197445,0.075109,0.12432,0.169948,0.008786,0.840823,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,4,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|4,2,2,2,sha3,10,,,,1.495697,0.197445,0.007093,0.009878,0.098974,0.001393,0.007113,0.010229,0.097,0.001943,104,85,43,545,1,0
275,1,1.513795,0.449532,1.064263,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSHA3,0.275641,0.054251,0.26957,0.082162,0.217266,0.03217,0.181075,0.082162,0.134148,0.199652,0.009567,0.846997,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,5,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|5,2,2,2,sha3,10,,,,1.533486,0.181075,0.007614,0.010599,0.103522,0.001473,0.014798,0.01039,0.101687,0.002274,104,85,43,545,1,0
276,1,1.623552,0.557102,1.06645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSHA3,0.356781,0.057376,0.256803,0.095076,0.237282,0.034784,0.240195,0.095076,0.136152,0.160766,0.010169,0.829168,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,6,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|6,2,2,2,sha3,10,,,,1.484019,0.240195,0.011871,0.014587,0.123348,0.001823,0.009728,0.011842,0.107029,0.003296,104,85,43,545,1,0
277,1,1.623644,0.551,1.072644,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSHA3,0.376236,0.052167,0.251251,0.082433,0.239077,0.063668,0.231108,0.082433,0.136753,0.195254,0.009898,0.833566,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,7,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|7,2,2,2,sha3,10,,,,1.519149,0.231108,0.007804,0.011651,0.108531,0.001743,0.007983,0.011402,0.105065,0.003507,104,85,43,545,1,0
278,1,1.654948,0.564587,1.090361,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSHA3,0.352162,0.067896,0.258522,0.09688,0.230213,0.035275,0.232881,0.09688,0.174433,0.184573,0.018665,0.860147,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,8,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|8,2,2,2,sha3,10,,,,1.533456,0.232881,0.008996,0.019136,0.12462,0.003266,0.009888,0.013645,0.140109,0.004058,104,85,43,545,1,0
279,1,1.768379,0.704104,1.064275,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSHA3,0.434164,0.072645,0.248707,0.125783,0.230871,0.050223,0.288424,0.125783,0.21575,0.169293,0.018374,0.833405,StadiumSHA3,StadiumSHA3-2-20260922-20:31:40-1127323,9,StadiumSHA3-2-20260922-20:31:40-1127323|phase2|9,2,2,2,sha3,10,,,,1.482275,0.288424,0.013304,0.030336,0.142143,0.002845,0.012353,0.018694,0.134619,0.005029,104,85,43,545,1,0
