idx,run_id,config,runnumber,repetition,seedset,uav_id,sig_suite,success,wall_latency_ms,compute_ms,net_ms,sign_ms,verify_ms,mac_ms,kdf_ms,dh_ms,overhead_bytes,bytes_b1,bytes_b2,bytes_b3,bytes_b4
134,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,4,rsa2048,1,1.395863,1.039868,0.699162,0.80198,0.023934,0.004849,0.006562,0.099893,703,330,325,24,24
135,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,5,rsa2048,1,1.471728,1.112337,0.73815,0.830853,0.032529,0.004969,0.007584,0.112365,703,330,325,24,24
136,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,6,rsa2048,1,1.404085,1.037161,0.698264,0.799606,0.023884,0.004799,0.006783,0.099482,703,330,325,24,24
137,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,7,rsa2048,1,1.391447,1.027093,0.704584,0.789036,0.023864,0.004858,0.006672,0.099762,703,330,325,24,24
138,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,8,rsa2048,1,1.38801,1.040568,0.689932,0.793194,0.023773,0.004819,0.006653,0.104501,703,330,325,24,24
139,BaselineRSA-20-20260810-16:20:13-769471,BaselineRSA,20,20,20,9,rsa2048,1,1.436359,1.033123,0.722564,0.794997,0.023613,0.004889,0.006712,0.100003,703,330,325,24,24
140,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,0,rsa2048,1,1.40856,1.111177,0.723515,0.823751,0.025817,0.00525,0.014206,0.114741,703,330,325,24,24
141,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,1,rsa2048,1,1.463181,1.06945,0.747918,0.816808,0.024444,0.004939,0.007164,0.105413,703,330,325,24,24
142,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,2,rsa2048,1,1.43759,1.048492,0.750985,0.806969,0.024555,0.00498,0.006843,0.100513,703,330,325,24,24
143,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,3,rsa2048,1,1.358353,1.057549,0.68015,0.804786,0.029945,0.004889,0.007154,0.100604,703,330,325,24,24
144,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,4,rsa2048,1,1.412963,1.045306,0.718497,0.805025,0.024044,0.004969,0.006813,0.100624,703,330,325,24,24
145,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,5,rsa2048,1,1.365106,1.059655,0.684844,0.808522,0.024755,0.004909,0.007113,0.105063,703,330,325,24,24
146,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,6,rsa2048,1,1.388168,1.04173,0.689625,0.803002,0.023793,0.00492,0.006842,0.100113,703,330,325,24,24
147,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,7,rsa2048,1,1.394147,1.137326,0.690338,0.862992,0.029083,0.005751,0.010569,0.107428,703,330,325,24,24
148,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,8,rsa2048,1,1.39584,1.239564,0.683023,0.925547,0.026889,0.008766,0.012803,0.127134,703,330,325,24,24
149,BaselineRSA-21-20260810-16:20:14-769471,BaselineRSA,21,21,21,9,rsa2048,1,1.370556,1.142033,0.685609,0.871507,0.025297,0.004989,0.007854,0.123917,703,330,325,24,24
150,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,0,rsa2048,1,1.399713,1.14496,0.681179,0.842144,0.030907,0.00536,0.014276,0.118268,703,330,325,24,24
151,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,1,rsa2048,1,1.399809,1.086531,0.709729,0.814213,0.032379,0.00511,0.007794,0.106616,703,330,325,24,24
152,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,2,rsa2048,1,1.405888,1.050754,0.716484,0.802071,0.025647,0.004988,0.007574,0.101957,703,330,325,24,24
153,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,3,rsa2048,1,1.398905,1.050675,0.71496,0.809154,0.024465,0.004828,0.006813,0.100685,703,330,325,24,24
154,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,4,rsa2048,1,1.391866,1.057168,0.679465,0.806809,0.023863,0.005039,0.006823,0.105754,703,330,325,24,24
155,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,5,rsa2048,1,1.383378,1.049122,0.686667,0.809905,0.023614,0.004909,0.006903,0.100594,703,330,325,24,24
156,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,6,rsa2048,1,1.408804,1.043122,0.725513,0.803453,0.024155,0.0049,0.006752,0.100344,703,330,325,24,24
157,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,7,rsa2048,1,1.412767,1.053149,0.692657,0.805377,0.023504,0.005169,0.006592,0.104942,703,330,325,24,24
158,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,8,rsa2048,1,1.394699,1.029096,0.711288,0.791551,0.023624,0.00481,0.006742,0.099903,703,330,325,24,24
159,BaselineRSA-22-20260810-16:20:14-769471,BaselineRSA,22,22,22,9,rsa2048,1,1.377617,1.171207,0.68083,0.859796,0.028602,0.008445,0.012293,0.123086,703,330,325,24,24
160,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,0,rsa2048,1,1.413076,1.09649,0.71254,0.810546,0.024925,0.005259,0.013215,0.115863,703,330,325,24,24
161,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,1,rsa2048,1,1.416271,1.049785,0.707078,0.805777,0.024725,0.004979,0.008245,0.099944,703,330,325,24,24
162,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,2,rsa2048,1,1.396982,1.073257,0.695593,0.825744,0.025306,0.005019,0.007774,0.101226,703,330,325,24,24
163,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,3,rsa2048,1,1.384816,1.042031,0.69877,0.801028,0.024224,0.004889,0.007153,0.100395,703,330,325,24,24
164,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,4,rsa2048,1,1.454346,1.062197,0.709191,0.809744,0.024335,0.004899,0.007103,0.105994,703,330,325,24,24
165,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,5,rsa2048,1,1.434033,1.030119,0.684207,0.790659,0.024414,0.00496,0.006783,0.099663,703,330,325,24,24
166,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,6,rsa2048,1,1.400991,1.043192,0.710974,0.803654,0.024224,0.004849,0.006953,0.099923,703,330,325,24,24
167,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,7,rsa2048,1,1.355929,1.186818,0.675636,0.907403,0.026449,0.00498,0.008366,0.119909,703,330,325,24,24
168,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,8,rsa2048,1,1.408925,1.344234,0.677726,1.078747,0.026088,0.005059,0.008726,0.10868,703,330,325,24,24
169,BaselineRSA-23-20260810-16:20:15-769471,BaselineRSA,23,23,23,9,rsa2048,1,1.395215,1.050186,0.698223,0.807771,0.024535,0.004939,0.007063,0.100644,703,330,325,24,24
170,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,0,rsa2048,1,1.379629,1.204287,0.699791,0.89989,0.031047,0.005471,0.014917,0.116755,703,330,325,24,24
171,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,1,rsa2048,1,1.41409,1.050196,0.713604,0.80717,0.025156,0.004918,0.007133,0.100344,703,330,325,24,24
172,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,2,rsa2048,1,1.401837,1.037992,0.682864,0.795559,0.024665,0.004959,0.007223,0.100365,703,330,325,24,24
173,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,3,rsa2048,1,1.402802,1.056426,0.691043,0.808072,0.024435,0.004939,0.006813,0.104131,703,330,325,24,24
174,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,4,rsa2048,1,1.386249,1.03055,0.698605,0.788796,0.025006,0.005009,0.006722,0.100214,703,330,325,24,24
175,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,5,rsa2048,1,1.406269,1.055075,0.692702,0.806749,0.024234,0.00492,0.006702,0.104582,703,330,325,24,24
176,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,6,rsa2048,1,1.394547,1.171978,0.708877,0.924615,0.025146,0.004909,0.007664,0.102247,703,330,325,24,24
177,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,7,rsa2048,1,1.457309,1.29238,0.708522,0.939582,0.036347,0.007985,0.012523,0.135439,703,330,325,24,24
178,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,8,rsa2048,1,1.391134,1.322113,0.683012,1.014039,0.040224,0.00557,0.0108,0.11964,703,330,325,24,24
179,BaselineRSA-24-20260810-16:20:15-769471,BaselineRSA,24,24,24,9,rsa2048,1,1.388241,1.102421,0.675667,0.824001,0.032309,0.00506,0.008576,0.108559,703,330,325,24,24
180,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,0,rsa2048,1,1.393116,1.162782,0.682583,0.853905,0.026979,0.005681,0.017442,0.121072,703,330,325,24,24
181,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,1,rsa2048,1,1.404599,1.152803,0.722668,0.843065,0.025557,0.007294,0.009407,0.129878,703,330,325,24,24
182,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,2,rsa2048,1,1.483181,1.324839,0.765798,1.029117,0.026999,0.005351,0.009818,0.127775,703,330,325,24,24
183,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,3,rsa2048,1,1.373258,1.104856,0.687487,0.85082,0.025998,0.00516,0.007704,0.104462,703,330,325,24,24
184,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,4,rsa2048,1,1.36985,1.092542,0.680203,0.842364,0.025507,0.005139,0.007163,0.104011,703,330,325,24,24
185,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,5,rsa2048,1,1.409809,1.080801,0.691682,0.822528,0.029924,0.00509,0.006903,0.10404,703,330,325,24,24
186,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,6,rsa2048,1,1.371475,1.083645,0.685391,0.826665,0.024585,0.00514,0.007073,0.108589,703,330,325,24,24
187,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,7,rsa2048,1,1.380829,1.09149,0.675102,0.830201,0.025697,0.00522,0.007173,0.10945,703,330,325,24,24
188,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,8,rsa2048,1,1.418209,1.0915,0.697124,0.837244,0.025446,0.005019,0.007874,0.105143,703,330,325,24,24
189,BaselineRSA-25-20260810-16:20:15-769471,BaselineRSA,25,25,25,9,rsa2048,1,1.389246,1.092382,0.682666,0.836684,0.026058,0.00549,0.007223,0.105834,703,330,325,24,24
190,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,0,rsa2048,1,1.41463,1.10688,0.696571,0.826595,0.024955,0.0053,0.013255,0.113158,703,330,325,24,24
191,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,1,rsa2048,1,1.428081,1.064652,0.721819,0.805677,0.028352,0.005049,0.008275,0.103199,703,330,325,24,24
192,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,2,rsa2048,1,1.389452,1.06893,0.689004,0.819622,0.025036,0.005029,0.007634,0.10298,703,330,325,24,24
193,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,3,rsa2048,1,1.390418,1.084148,0.687425,0.836704,0.024625,0.00504,0.006953,0.103841,703,330,325,24,24
194,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,4,rsa2048,1,1.405456,1.084385,0.710927,0.833218,0.025086,0.005269,0.007203,0.104792,703,330,325,24,24
195,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,5,rsa2048,1,1.405497,1.10814,0.702772,0.849878,0.025517,0.007253,0.007845,0.106645,703,330,325,24,24
196,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,6,rsa2048,1,1.396682,1.107962,0.695228,0.838697,0.025487,0.005129,0.007685,0.115782,703,330,325,24,24
197,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,7,rsa2048,1,1.397959,1.077556,0.715392,0.828198,0.024975,0.005059,0.006983,0.104822,703,330,325,24,24
198,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,8,rsa2048,1,1.361347,1.120095,0.674113,0.864044,0.025937,0.00527,0.007855,0.105644,703,330,325,24,24
199,BaselineRSA-26-20260810-16:20:16-769471,BaselineRSA,26,26,26,9,rsa2048,1,1.395638,1.106176,0.670588,0.842685,0.030756,0.00519,0.007193,0.105644,703,330,325,24,24
200,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,0,rsa2048,1,1.389523,1.136954,0.688301,0.846832,0.025567,0.005851,0.013574,0.117575,703,330,325,24,24
201,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,1,rsa2048,1,1.425501,1.10171,0.702189,0.844318,0.026258,0.00531,0.008074,0.105704,703,330,325,24,24
202,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,2,rsa2048,1,1.370664,1.089055,0.674931,0.832596,0.026608,0.00527,0.007394,0.105654,703,330,325,24,24
203,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,3,rsa2048,1,1.432412,1.150958,0.691628,0.86747,0.02727,0.005369,0.009027,0.116693,703,330,325,24,24
204,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,4,rsa2048,1,1.435345,1.152803,0.704623,0.887427,0.02716,0.00542,0.007975,0.10883,703,330,325,24,24
205,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,5,rsa2048,1,1.356789,1.139948,0.673541,0.87841,0.02688,0.00528,0.007484,0.108759,703,330,325,24,24
206,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,6,rsa2048,1,1.432268,1.119944,0.722962,0.86197,0.026158,0.005279,0.007403,0.107798,703,330,325,24,24
207,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,7,rsa2048,1,1.434815,1.124571,0.691864,0.857672,0.025246,0.005269,0.007283,0.112917,703,330,325,24,24
208,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,8,rsa2048,1,1.422701,1.109716,0.685248,0.855939,0.025637,0.005159,0.007184,0.106215,703,330,325,24,24
209,BaselineRSA-27-20260810-16:20:16-769471,BaselineRSA,27,27,27,9,rsa2048,1,1.380549,1.09643,0.691927,0.836493,0.025377,0.00517,0.007003,0.109571,703,330,325,24,24
210,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,0,rsa2048,1,1.392258,1.20023,0.696536,0.901172,0.026769,0.00554,0.014667,0.119659,703,330,325,24,24
211,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,1,rsa2048,1,1.41908,1.114192,0.719369,0.858394,0.026018,0.00516,0.007504,0.105774,703,330,325,24,24
212,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,2,rsa2048,1,1.42502,1.091291,0.698485,0.840441,0.025727,0.0051,0.007203,0.10427,703,330,325,24,24
213,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,3,rsa2048,1,1.422972,1.18871,0.702892,0.84024,0.039672,0.008456,0.010509,0.132703,703,330,325,24,24
214,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,4,rsa2048,1,1.392025,1.117028,0.699606,0.837675,0.026178,0.005239,0.008015,0.127353,703,330,325,24,24
215,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,5,rsa2048,1,1.417053,1.103994,0.697554,0.846622,0.025637,0.007374,0.007474,0.105984,703,330,325,24,24
216,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,6,rsa2048,1,1.437262,1.123959,0.732963,0.853284,0.025336,0.005259,0.007995,0.11463,703,330,325,24,24
217,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,7,rsa2048,1,1.382642,1.127307,0.685631,0.860177,0.026057,0.00531,0.008276,0.110232,703,330,325,24,24
218,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,8,rsa2048,1,1.418941,1.106098,0.701901,0.840501,0.028612,0.00516,0.008566,0.106154,703,330,325,24,24
219,BaselineRSA-28-20260810-16:20:17-769471,BaselineRSA,28,28,28,9,rsa2048,1,1.409316,1.091289,0.695213,0.837555,0.026077,0.005159,0.007333,0.104903,703,330,325,24,24
220,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,0,rsa2048,1,1.421555,1.129339,0.732283,0.832576,0.026238,0.00545,0.014176,0.122525,703,330,325,24,24
221,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,1,rsa2048,1,1.393246,1.057258,0.686143,0.803503,0.025777,0.005069,0.007304,0.107327,703,330,325,24,24
222,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,2,rsa2048,1,1.420955,1.217682,0.685246,0.963045,0.026648,0.005179,0.008766,0.102397,703,330,325,24,24
223,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,3,rsa2048,1,1.387362,1.061736,0.691862,0.817358,0.024976,0.00506,0.007063,0.101196,703,330,325,24,24
224,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,4,rsa2048,1,1.397302,1.081904,0.676373,0.81824,0.029755,0.004999,0.009156,0.10324,703,330,325,24,24
225,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,5,rsa2048,1,1.398962,1.081775,0.704849,0.826596,0.025376,0.00519,0.009056,0.103099,703,330,325,24,24
226,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,6,rsa2048,1,1.42256,1.077466,0.730404,0.819603,0.025066,0.00508,0.007324,0.102437,703,330,325,24,24
227,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,7,rsa2048,1,1.44072,1.069262,0.714932,0.826294,0.024415,0.00502,0.006853,0.101696,703,330,325,24,24
228,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,8,rsa2048,1,1.37706,1.051168,0.685905,0.803843,0.025617,0.0051,0.007023,0.102267,703,330,325,24,24
229,BaselineRSA-29-20260810-16:20:17-769471,BaselineRSA,29,29,29,9,rsa2048,1,1.385974,1.139049,0.692118,0.866859,0.031318,0.00552,0.009547,0.105684,703,330,325,24,24
230,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,0,rsa2048,1,1.409012,2.559422,0.696315,1.934025,0.06025,0.012052,0.025086,0.252743,703,330,325,24,24
231,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,1,rsa2048,1,1.434486,2.463646,0.695564,1.892569,0.058177,0.011512,0.017633,0.235012,703,330,325,24,24
232,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,2,rsa2048,1,1.39823,2.453466,0.692519,1.872442,0.060681,0.011481,0.018765,0.236273,703,330,325,24,24
233,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,3,rsa2048,1,1.39862,2.492538,0.681789,1.894442,0.065129,0.011913,0.019546,0.239109,703,330,325,24,24
234,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,4,rsa2048,1,1.415461,2.52057,0.684742,1.89268,0.059539,0.012021,0.028171,0.251081,703,330,325,24,24
235,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,5,rsa2048,1,1.401849,2.453347,0.678883,1.880738,0.058948,0.011572,0.016841,0.235653,703,330,325,24,24
236,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,6,rsa2048,1,1.371253,2.523456,0.674299,1.901616,0.055933,0.011672,0.02182,0.258273,703,330,325,24,24
237,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,7,rsa2048,1,1.416408,2.533544,0.71269,1.89853,0.063817,0.011872,0.020117,0.258303,703,330,325,24,24
238,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,8,rsa2048,1,1.391529,2.903111,0.688215,2.081366,0.088452,0.019105,0.039523,0.299559,703,330,325,24,24
239,BaselineRSA-3-20260810-16:20:03-769471,BaselineRSA,3,3,3,9,rsa2048,1,1.404478,3.124499,0.710881,2.458727,0.065149,0.011972,0.026989,0.2786,703,330,325,24,24
240,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,0,rsa2048,1,1.396855,2.550975,0.694003,1.91481,0.058187,0.012163,0.024094,0.26142,703,330,325,24,24
241,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,1,rsa2048,1,1.37048,2.479876,0.68764,1.867984,0.070129,0.011821,0.019936,0.239999,703,330,325,24,24
242,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,2,rsa2048,1,1.412035,2.479326,0.706615,1.8927,0.062285,0.011722,0.018244,0.237766,703,330,325,24,24
243,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,3,rsa2048,1,1.424721,2.572927,0.698978,1.998584,0.057976,0.011572,0.018454,0.236133,703,330,325,24,24
244,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,4,rsa2048,1,1.417166,2.510433,0.699711,1.893862,0.061873,0.011601,0.017532,0.254356,703,330,325,24,24
245,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,5,rsa2048,1,1.405842,2.713995,0.682419,1.889474,0.095726,0.018835,0.030125,0.304909,703,330,325,24,24
246,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,6,rsa2048,1,1.37859,2.983279,0.686033,2.370095,0.058768,0.011881,0.021159,0.26201,703,330,325,24,24
247,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,7,rsa2048,1,1.373328,2.435835,0.681884,1.856052,0.057135,0.011411,0.016811,0.247805,703,330,325,24,24
248,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,8,rsa2048,1,1.388551,2.514438,0.689246,1.940337,0.059038,0.011891,0.017923,0.235201,703,330,325,24,24
249,BaselineRSA-4-20260810-16:20:05-769471,BaselineRSA,4,4,4,9,rsa2048,1,1.413712,2.64004,0.673657,1.949544,0.088001,0.012042,0.022421,0.257343,703,330,325,24,24
250,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,0,rsa2048,1,1.378229,1.80546,0.680893,1.350806,0.042267,0.009317,0.022291,0.179489,703,330,325,24,24
251,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,1,rsa2048,1,1.37632,1.492317,0.693257,1.195912,0.029043,0.009006,0.010409,0.125349,703,330,325,24,24
252,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,2,rsa2048,1,1.438386,1.803385,0.690212,1.351628,0.04325,0.009477,0.021449,0.178067,703,330,325,24,24
253,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,3,rsa2048,1,1.430133,1.593532,0.702098,1.285316,0.028382,0.005361,0.009998,0.142421,703,330,325,24,24
254,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,4,rsa2048,1,1.420825,1.128259,0.713927,0.878791,0.024706,0.00519,0.008195,0.10371,703,330,325,24,24
255,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,5,rsa2048,1,1.389297,1.047391,0.689648,0.799916,0.024174,0.004889,0.007053,0.106816,703,330,325,24,24
256,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,6,rsa2048,1,1.365594,1.113642,0.673726,0.794637,0.036146,0.008436,0.012633,0.117996,703,330,325,24,24
257,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,7,rsa2048,1,1.422639,1.57636,0.713902,1.159886,0.041426,0.008296,0.022361,0.162328,703,330,325,24,24
258,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,8,rsa2048,1,1.398583,1.447504,0.691179,1.151671,0.028102,0.00543,0.009919,0.129747,703,330,325,24,24
259,BaselineRSA-5-20260810-16:20:06-769471,BaselineRSA,5,5,5,9,rsa2048,1,1.400742,1.090462,0.693474,0.842264,0.024946,0.004969,0.007835,0.103841,703,330,325,24,24
260,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,0,rsa2048,1,1.422074,1.17225,0.717805,0.863793,0.026208,0.005471,0.015388,0.126492,703,330,325,24,24
261,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,1,rsa2048,1,1.371425,1.140891,0.670217,0.825473,0.025527,0.009267,0.014758,0.12537,703,330,325,24,24
262,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,2,rsa2048,1,1.388408,1.559688,0.690573,1.192105,0.036998,0.008996,0.014256,0.1467,703,330,325,24,24
263,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,3,rsa2048,1,1.370275,1.483127,0.692748,1.188388,0.026038,0.005299,0.01138,0.127715,703,330,325,24,24
264,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,4,rsa2048,1,1.414366,1.088516,0.709548,0.833098,0.025537,0.008455,0.008175,0.101997,703,330,325,24,24
265,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,5,rsa2048,1,1.389085,1.097541,0.707345,0.837255,0.026539,0.005099,0.008956,0.105284,703,330,325,24,24
266,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,6,rsa2048,1,1.440712,1.1292,0.70923,0.875004,0.026348,0.005,0.008846,0.102478,703,330,325,24,24
267,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,7,rsa2048,1,1.429103,1.152634,0.730416,0.805968,0.04375,0.008456,0.011922,0.124367,703,330,325,24,24
268,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,8,rsa2048,1,1.412167,1.082554,0.681869,0.824952,0.025466,0.005079,0.010008,0.104532,703,330,325,24,24
269,BaselineRSA-6-20260810-16:20:07-769471,BaselineRSA,6,6,6,9,rsa2048,1,1.430453,1.218904,0.702045,0.9655,0.026028,0.0051,0.008486,0.102468,703,330,325,24,24
270,BaselineRSA-7-20260810-16:20:07-769471,BaselineRSA,7,7,7,0,rsa2048,1,1.375099,1.089346,0.681409,0.813582,0.024866,0.00523,0.013083,0.111574,703,330,325,24,24
271,BaselineRSA-7-20260810-16:20:07-769471,BaselineRSA,7,7,7,1,rsa2048,1,1.393724,1.037462,0.694183,0.799044,0.023884,0.004888,0.007013,0.099032,703,330,325,24,24
272,BaselineRSA-7-20260810-16:20:07-769471,BaselineRSA,7,7,7,2,rsa2048,1,1.388808,1.060493,0.694879,0.809313,0.026689,0.005029,0.008245,0.101035,703,330,325,24,24
273,BaselineRSA-7-20260810-16:20:07-769471,BaselineRSA,7,7,7,3,rsa2048,1,1.405004,1.077675,0.717204,0.803643,0.033782,0.005009,0.01076,0.10327,703,330,325,24,24
