idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,num_enrolled,auth_attempts,auth_successes,auth_success_rate,device_auth_success_rate,fe_reproduction_failures,successes,trials,rate,wilson_lo,wilson_hi,rule_of_three_upper_failure
245,NoiseSweep-22-20260810-15:01:24-741652,NoiseSweep,22,1,1,sha3,10,0.02,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
246,NoiseSweep-23-20260810-15:01:25-741652,NoiseSweep,23,2,2,sha3,10,0.02,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
247,NoiseSweep-24-20260810-15:01:26-741652,NoiseSweep,24,0,0,sha3,10,0.02,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
248,NoiseSweep-25-20260810-15:01:26-741652,NoiseSweep,25,1,1,sha3,10,0.02,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
249,NoiseSweep-26-20260810-15:01:27-741652,NoiseSweep,26,2,2,sha3,10,0.02,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
250,NoiseSweep-27-20260810-15:01:27-741652,NoiseSweep,27,0,0,sha3,10,0.03,bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
251,NoiseSweep-28-20260810-15:01:28-741652,NoiseSweep,28,1,1,sha3,10,0.03,bch255-131-18\,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
252,NoiseSweep-29-20260810-15:01:29-741652,NoiseSweep,29,2,2,sha3,10,0.03,bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
253,NoiseSweep-3-20260810-15:01:18-741652,NoiseSweep,3,0,0,sha3,10,0.0,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
254,NoiseSweep-30-20260810-15:01:29-741652,NoiseSweep,30,0,0,sha3,10,0.03,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
255,NoiseSweep-31-20260810-15:01:30-741652,NoiseSweep,31,1,1,sha3,10,0.03,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
256,NoiseSweep-32-20260810-15:01:30-741652,NoiseSweep,32,2,2,sha3,10,0.03,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
257,NoiseSweep-33-20260810-15:01:31-741652,NoiseSweep,33,0,0,sha3,10,0.03,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
258,NoiseSweep-34-20260810-15:01:32-741652,NoiseSweep,34,1,1,sha3,10,0.03,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
259,NoiseSweep-35-20260810-15:01:32-741652,NoiseSweep,35,2,2,sha3,10,0.03,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
260,NoiseSweep-36-20260810-15:01:33-741652,NoiseSweep,36,0,0,sha3,10,0.05,bch255-131-18\,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
261,NoiseSweep-37-20260810-15:01:34-741652,NoiseSweep,37,1,1,sha3,10,0.05,bch255-131-18\,,10,7,7,1.0,0.7,3,7,10,0.7,0.39677322,0.892210713,
262,NoiseSweep-38-20260810-15:01:34-741652,NoiseSweep,38,2,2,sha3,10,0.05,bch255-131-18\,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
263,NoiseSweep-39-20260810-15:01:35-741652,NoiseSweep,39,0,0,sha3,10,0.05,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
264,NoiseSweep-4-20260810-15:01:18-741652,NoiseSweep,4,1,1,sha3,10,0.0,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
265,NoiseSweep-40-20260810-15:01:36-741652,NoiseSweep,40,1,1,sha3,10,0.05,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
266,NoiseSweep-41-20260810-15:01:37-741652,NoiseSweep,41,2,2,sha3,10,0.05,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
267,NoiseSweep-42-20260810-15:01:37-741652,NoiseSweep,42,0,0,sha3,10,0.05,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
268,NoiseSweep-43-20260810-15:01:38-741652,NoiseSweep,43,1,1,sha3,10,0.05,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
269,NoiseSweep-44-20260810-15:01:39-741652,NoiseSweep,44,2,2,sha3,10,0.05,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
270,NoiseSweep-45-20260810-15:01:40-741652,NoiseSweep,45,0,0,sha3,10,0.07,bch255-131-18\,,10,1,1,1.0,0.1,9,1,10,0.1,0.01787575,0.404156385,
271,NoiseSweep-46-20260810-15:01:40-741652,NoiseSweep,46,1,1,sha3,10,0.07,bch255-131-18\,,10,3,3,1.0,0.3,7,3,10,0.3,0.107789287,0.60322678,
272,NoiseSweep-47-20260810-15:01:41-741652,NoiseSweep,47,2,2,sha3,10,0.07,bch255-131-18\,,10,2,2,1.0,0.2,8,2,10,0.2,0.056680948,0.509843153,
273,NoiseSweep-48-20260810-15:01:42-741652,NoiseSweep,48,0,0,sha3,10,0.07,bch255-91-25\,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
274,NoiseSweep-49-20260810-15:01:43-741652,NoiseSweep,49,1,1,sha3,10,0.07,bch255-91-25\,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
275,NoiseSweep-5-20260810-15:01:18-741652,NoiseSweep,5,2,2,sha3,10,0.0,bch255-91-25\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
276,NoiseSweep-50-20260810-15:01:43-741652,NoiseSweep,50,2,2,sha3,10,0.07,bch255-91-25\,,10,8,8,1.0,0.8,2,8,10,0.8,0.490156847,0.943319052,
277,NoiseSweep-51-20260810-15:01:44-741652,NoiseSweep,51,0,0,sha3,10,0.07,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
278,NoiseSweep-52-20260810-15:01:45-741652,NoiseSweep,52,1,1,sha3,10,0.07,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
279,NoiseSweep-53-20260810-15:01:46-741652,NoiseSweep,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
280,NoiseSweep-54-20260810-15:01:47-741652,NoiseSweep,54,0,0,sha3,10,0.10,bch255-131-18\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
281,NoiseSweep-55-20260810-15:01:47-741652,NoiseSweep,55,1,1,sha3,10,0.10,bch255-131-18\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
282,NoiseSweep-56-20260810-15:01:48-741652,NoiseSweep,56,2,2,sha3,10,0.10,bch255-131-18\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
283,NoiseSweep-57-20260810-15:01:49-741652,NoiseSweep,57,0,0,sha3,10,0.10,bch255-91-25\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
284,NoiseSweep-58-20260810-15:01:49-741652,NoiseSweep,58,1,1,sha3,10,0.10,bch255-91-25\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
285,NoiseSweep-59-20260810-15:01:50-741652,NoiseSweep,59,2,2,sha3,10,0.10,bch255-91-25\,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
286,NoiseSweep-6-20260810-15:01:18-741652,NoiseSweep,6,0,0,sha3,10,0.0,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
287,NoiseSweep-60-20260810-15:01:51-741652,NoiseSweep,60,0,0,sha3,10,0.10,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
288,NoiseSweep-61-20260810-15:01:51-741652,NoiseSweep,61,1,1,sha3,10,0.10,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
289,NoiseSweep-62-20260810-15:01:52-741652,NoiseSweep,62,2,2,sha3,10,0.10,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
290,NoiseSweep-7-20260810-15:01:18-741652,NoiseSweep,7,1,1,sha3,10,0.0,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
291,NoiseSweep-8-20260810-15:01:18-741652,NoiseSweep,8,2,2,sha3,10,0.0,rep3-bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
292,NoiseSweep-9-20260810-15:01:18-741652,NoiseSweep,9,0,0,sha3,10,0.01,bch255-131-18\,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
293,StadiumSHA3-0-20260810-16:41:43-784011,StadiumSHA3,0,0,0,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
294,StadiumSHA3-1-20260810-14:59:31-739766,StadiumSHA3,1,1,1,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
295,StadiumSHA3-10-20260810-14:59:31-739766,StadiumSHA3,10,10,10,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
296,StadiumSHA3-11-20260810-14:59:31-739766,StadiumSHA3,11,11,11,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
297,StadiumSHA3-12-20260810-14:59:31-739766,StadiumSHA3,12,12,12,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
298,StadiumSHA3-13-20260810-14:59:31-739766,StadiumSHA3,13,13,13,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
299,StadiumSHA3-14-20260810-14:59:31-739766,StadiumSHA3,14,14,14,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
300,StadiumSHA3-15-20260810-14:59:31-739766,StadiumSHA3,15,15,15,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
301,StadiumSHA3-16-20260810-14:59:31-739766,StadiumSHA3,16,16,16,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
302,StadiumSHA3-17-20260810-14:59:31-739766,StadiumSHA3,17,17,17,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
303,StadiumSHA3-18-20260810-14:59:31-739766,StadiumSHA3,18,18,18,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
304,StadiumSHA3-19-20260810-14:59:31-739766,StadiumSHA3,19,19,19,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
305,StadiumSHA3-2-20260810-14:59:31-739766,StadiumSHA3,2,2,2,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
306,StadiumSHA3-20-20260810-14:59:31-739766,StadiumSHA3,20,20,20,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
307,StadiumSHA3-21-20260810-14:59:31-739766,StadiumSHA3,21,21,21,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
308,StadiumSHA3-22-20260810-14:59:31-739766,StadiumSHA3,22,22,22,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
309,StadiumSHA3-23-20260810-14:59:32-739766,StadiumSHA3,23,23,23,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
310,StadiumSHA3-24-20260810-14:59:32-739766,StadiumSHA3,24,24,24,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
311,StadiumSHA3-25-20260810-14:59:32-739766,StadiumSHA3,25,25,25,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
312,StadiumSHA3-26-20260810-14:59:32-739766,StadiumSHA3,26,26,26,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
313,StadiumSHA3-27-20260810-14:59:32-739766,StadiumSHA3,27,27,27,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
314,StadiumSHA3-28-20260810-14:59:32-739766,StadiumSHA3,28,28,28,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
315,StadiumSHA3-29-20260810-14:59:32-739766,StadiumSHA3,29,29,29,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
316,StadiumSHA3-3-20260810-14:59:31-739766,StadiumSHA3,3,3,3,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
317,StadiumSHA3-4-20260810-14:59:31-739766,StadiumSHA3,4,4,4,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
318,StadiumSHA3-5-20260810-14:59:31-739766,StadiumSHA3,5,5,5,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
319,StadiumSHA3-6-20260810-14:59:31-739766,StadiumSHA3,6,6,6,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
320,StadiumSHA3-7-20260810-14:59:31-739766,StadiumSHA3,7,7,7,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
321,StadiumSHA3-8-20260810-14:59:31-739766,StadiumSHA3,8,8,8,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
322,StadiumSHA3-9-20260810-14:59:31-739766,StadiumSHA3,9,9,9,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
323,StadiumSPONGENT-0-20260810-14:59:32-739851,StadiumSPONGENT,0,0,0,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
324,StadiumSPONGENT-1-20260810-14:59:32-739851,StadiumSPONGENT,1,1,1,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
325,StadiumSPONGENT-10-20260810-14:59:34-739851,StadiumSPONGENT,10,10,10,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
326,StadiumSPONGENT-11-20260810-14:59:34-739851,StadiumSPONGENT,11,11,11,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
327,StadiumSPONGENT-12-20260810-14:59:34-739851,StadiumSPONGENT,12,12,12,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
328,StadiumSPONGENT-13-20260810-14:59:35-739851,StadiumSPONGENT,13,13,13,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
329,StadiumSPONGENT-14-20260810-14:59:35-739851,StadiumSPONGENT,14,14,14,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
330,StadiumSPONGENT-15-20260810-14:59:35-739851,StadiumSPONGENT,15,15,15,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
331,StadiumSPONGENT-16-20260810-14:59:35-739851,StadiumSPONGENT,16,16,16,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
332,StadiumSPONGENT-17-20260810-14:59:35-739851,StadiumSPONGENT,17,17,17,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
333,StadiumSPONGENT-18-20260810-14:59:36-739851,StadiumSPONGENT,18,18,18,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
334,StadiumSPONGENT-19-20260810-14:59:36-739851,StadiumSPONGENT,19,19,19,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
335,StadiumSPONGENT-2-20260810-14:59:32-739851,StadiumSPONGENT,2,2,2,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
336,StadiumSPONGENT-20-20260810-14:59:36-739851,StadiumSPONGENT,20,20,20,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
337,StadiumSPONGENT-21-20260810-14:59:36-739851,StadiumSPONGENT,21,21,21,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
338,StadiumSPONGENT-22-20260810-14:59:37-739851,StadiumSPONGENT,22,22,22,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
339,StadiumSPONGENT-23-20260810-14:59:37-739851,StadiumSPONGENT,23,23,23,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
340,StadiumSPONGENT-24-20260810-14:59:37-739851,StadiumSPONGENT,24,24,24,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
341,StadiumSPONGENT-25-20260810-14:59:37-739851,StadiumSPONGENT,25,25,25,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
342,StadiumSPONGENT-26-20260810-14:59:37-739851,StadiumSPONGENT,26,26,26,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
343,StadiumSPONGENT-27-20260810-14:59:38-739851,StadiumSPONGENT,27,27,27,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
344,StadiumSPONGENT-28-20260810-14:59:38-739851,StadiumSPONGENT,28,28,28,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
345,StadiumSPONGENT-29-20260810-14:59:38-739851,StadiumSPONGENT,29,29,29,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
346,StadiumSPONGENT-3-20260810-14:59:33-739851,StadiumSPONGENT,3,3,3,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
347,StadiumSPONGENT-4-20260810-14:59:33-739851,StadiumSPONGENT,4,4,4,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
348,StadiumSPONGENT-5-20260810-14:59:33-739851,StadiumSPONGENT,5,5,5,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
349,StadiumSPONGENT-6-20260810-14:59:33-739851,StadiumSPONGENT,6,6,6,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
350,StadiumSPONGENT-7-20260810-14:59:33-739851,StadiumSPONGENT,7,7,7,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
351,StadiumSPONGENT-8-20260810-14:59:34-739851,StadiumSPONGENT,8,8,8,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
352,StadiumSPONGENT-9-20260810-14:59:34-739851,StadiumSPONGENT,9,9,9,spongent,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
353,Swarm20-0-20260810-14:59:39-740152,Swarm20,0,0,0,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
354,Swarm20-1-20260810-14:59:39-740152,Swarm20,1,1,1,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
355,Swarm20-10-20260810-14:59:40-740152,Swarm20,10,10,10,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
356,Swarm20-11-20260810-14:59:40-740152,Swarm20,11,11,11,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
357,Swarm20-12-20260810-14:59:40-740152,Swarm20,12,12,12,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
358,Swarm20-13-20260810-14:59:40-740152,Swarm20,13,13,13,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
359,Swarm20-14-20260810-14:59:41-740152,Swarm20,14,14,14,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
360,Swarm20-15-20260810-14:59:41-740152,Swarm20,15,15,15,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
361,Swarm20-16-20260810-14:59:41-740152,Swarm20,16,16,16,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
362,Swarm20-17-20260810-14:59:41-740152,Swarm20,17,17,17,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
363,Swarm20-18-20260810-14:59:41-740152,Swarm20,18,18,18,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
364,Swarm20-19-20260810-14:59:41-740152,Swarm20,19,19,19,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
365,Swarm20-2-20260810-14:59:39-740152,Swarm20,2,2,2,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
366,Swarm20-20-20260810-14:59:41-740152,Swarm20,20,20,20,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
367,Swarm20-21-20260810-14:59:41-740152,Swarm20,21,21,21,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
368,Swarm20-22-20260810-14:59:41-740152,Swarm20,22,22,22,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
369,Swarm20-23-20260810-14:59:42-740152,Swarm20,23,23,23,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
370,Swarm20-24-20260810-14:59:42-740152,Swarm20,24,24,24,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
371,Swarm20-25-20260810-14:59:42-740152,Swarm20,25,25,25,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
372,Swarm20-26-20260810-14:59:42-740152,Swarm20,26,26,26,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
373,Swarm20-27-20260810-14:59:42-740152,Swarm20,27,27,27,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
374,Swarm20-28-20260810-14:59:42-740152,Swarm20,28,28,28,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
375,Swarm20-29-20260810-14:59:42-740152,Swarm20,29,29,29,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
376,Swarm20-3-20260810-14:59:39-740152,Swarm20,3,3,3,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
377,Swarm20-4-20260810-14:59:39-740152,Swarm20,4,4,4,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
378,Swarm20-5-20260810-14:59:39-740152,Swarm20,5,5,5,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
379,Swarm20-6-20260810-14:59:40-740152,Swarm20,6,6,6,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
380,Swarm20-7-20260810-14:59:40-740152,Swarm20,7,7,7,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
381,Swarm20-8-20260810-14:59:40-740152,Swarm20,8,8,8,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
382,Swarm20-9-20260810-14:59:40-740152,Swarm20,9,9,9,sha3,20,,,,20,20,20,1.0,1.0,0,20,20,1.0,0.838869875,1.0,0.15
