idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,details,p1_i_compute_ms,p1_p2_j_compute_ms,p1_net_ms,p2_p3_i_compute_ms,p2_net_ms,p3_j_compute_ms,p3_net_ms
0,1,3.117141,0.117141,3.000000,196,pair=UAV1↔UAV2; OK,0.013457,0.051732,1.000000,0.030270,1.000000,0.021682,1.000000
1,1,3.084414,0.084414,3.000000,196,pair=UAV1↔UAV3; OK,0.012374,0.026742,1.000000,0.028175,1.000000,0.017123,1.000000
2,1,3.077842,0.077842,3.000000,196,pair=UAV1↔UAV4; OK,0.010640,0.024778,1.000000,0.025631,1.000000,0.016793,1.000000
3,1,3.083433,0.083433,3.000000,196,pair=UAV1↔UAV5; OK,0.010290,0.031492,1.000000,0.025730,1.000000,0.015921,1.000000
4,1,3.075889,0.075889,3.000000,196,pair=UAV1↔UAV6; OK,0.009749,0.023927,1.000000,0.025921,1.000000,0.016292,1.000000
5,1,3.075257,0.075257,3.000000,196,pair=UAV1↔UAV7; OK,0.009869,0.023235,1.000000,0.026051,1.000000,0.016102,1.000000
6,1,3.078425,0.078425,3.000000,196,pair=UAV1↔UAV8; OK,0.010110,0.023847,1.000000,0.028226,1.000000,0.016242,1.000000
7,1,3.074897,0.074897,3.000000,196,pair=UAV1↔UAV9; OK,0.009939,0.022885,1.000000,0.026001,1.000000,0.016072,1.000000
8,1,3.075277,0.075277,3.000000,196,pair=UAV1↔UAV10; OK,0.009448,0.023656,1.000000,0.025590,1.000000,0.016583,1.000000
9,1,3.075979,0.075979,3.000000,196,pair=UAV2↔UAV3; OK,0.010120,0.023827,1.000000,0.025660,1.000000,0.016372,1.000000
10,1,3.074836,0.074836,3.000000,196,pair=UAV2↔UAV4; OK,0.010030,0.023636,1.000000,0.024718,1.000000,0.016452,1.000000
11,1,3.075035,0.075035,3.000000,196,pair=UAV2↔UAV5; OK,0.010129,0.023235,1.000000,0.025770,1.000000,0.015901,1.000000
12,1,3.074655,0.074655,3.000000,196,pair=UAV2↔UAV6; OK,0.009739,0.023355,1.000000,0.025209,1.000000,0.016352,1.000000
13,1,3.074637,0.074637,3.000000,196,pair=UAV2↔UAV7; OK,0.009719,0.023226,1.000000,0.025480,1.000000,0.016212,1.000000
14,1,3.076720,0.076720,3.000000,196,pair=UAV2↔UAV8; OK,0.010391,0.024177,1.000000,0.025369,1.000000,0.016783,1.000000
15,1,3.081649,0.081649,3.000000,196,pair=UAV2↔UAV9; OK,0.009869,0.023025,1.000000,0.032243,1.000000,0.016512,1.000000
16,1,3.074035,0.074035,3.000000,196,pair=UAV2↔UAV10; OK,0.009619,0.023226,1.000000,0.024908,1.000000,0.016282,1.000000
17,1,3.075348,0.075348,3.000000,196,pair=UAV3↔UAV4; OK,0.009810,0.023285,1.000000,0.026001,1.000000,0.016252,1.000000
18,1,3.075087,0.075087,3.000000,196,pair=UAV3↔UAV5; OK,0.010140,0.023676,1.000000,0.024989,1.000000,0.016282,1.000000
19,1,3.075989,0.075989,3.000000,196,pair=UAV3↔UAV6; OK,0.010070,0.022975,1.000000,0.026282,1.000000,0.016662,1.000000
20,1,3.078112,0.078112,3.000000,196,pair=UAV3↔UAV7; OK,0.010019,0.023787,1.000000,0.025269,1.000000,0.019037,1.000000
21,1,3.074756,0.074756,3.000000,196,pair=UAV3↔UAV8; OK,0.009719,0.023075,1.000000,0.025880,1.000000,0.016082,1.000000
22,1,3.074697,0.074697,3.000000,196,pair=UAV3↔UAV9; OK,0.010120,0.023346,1.000000,0.024859,1.000000,0.016372,1.000000
23,1,3.074366,0.074366,3.000000,196,pair=UAV3↔UAV10; OK,0.009649,0.022975,1.000000,0.025731,1.000000,0.016011,1.000000
24,1,3.075598,0.075598,3.000000,196,pair=UAV4↔UAV5; OK,0.009659,0.023957,1.000000,0.025460,1.000000,0.016522,1.000000
25,1,3.075337,0.075337,3.000000,196,pair=UAV4↔UAV6; OK,0.009949,0.023296,1.000000,0.025881,1.000000,0.016211,1.000000
26,1,3.075328,0.075328,3.000000,196,pair=UAV4↔UAV7; OK,0.009800,0.023606,1.000000,0.025510,1.000000,0.016412,1.000000
27,1,3.081469,0.081469,3.000000,196,pair=UAV4↔UAV8; OK,0.010060,0.023285,1.000000,0.031772,1.000000,0.016352,1.000000
28,1,3.074596,0.074596,3.000000,196,pair=UAV4↔UAV9; OK,0.009669,0.023647,1.000000,0.025189,1.000000,0.016091,1.000000
29,1,3.074307,0.074307,3.000000,196,pair=UAV4↔UAV10; OK,0.009569,0.022805,1.000000,0.025951,1.000000,0.015982,1.000000
30,1,3.074957,0.074957,3.000000,196,pair=UAV5↔UAV6; OK,0.009839,0.023556,1.000000,0.024979,1.000000,0.016583,1.000000
31,1,3.075107,0.075107,3.000000,196,pair=UAV5↔UAV7; OK,0.009839,0.022975,1.000000,0.026111,1.000000,0.016182,1.000000
32,1,3.076230,0.076230,3.000000,196,pair=UAV5↔UAV8; OK,0.009870,0.024168,1.000000,0.025650,1.000000,0.016542,1.000000
33,1,3.075018,0.075018,3.000000,196,pair=UAV5↔UAV9; OK,0.010100,0.023376,1.000000,0.025530,1.000000,0.016012,1.000000
34,1,3.073966,0.073966,3.000000,196,pair=UAV5↔UAV10; OK,0.009659,0.023156,1.000000,0.024749,1.000000,0.016402,1.000000
35,1,3.073483,0.073483,3.000000,196,pair=UAV6↔UAV7; OK,0.009729,0.022363,1.000000,0.025450,1.000000,0.015941,1.000000
36,1,3.073293,0.073293,3.000000,196,pair=UAV6↔UAV8; OK,0.009528,0.022925,1.000000,0.024548,1.000000,0.016292,1.000000
37,1,3.072211,0.072211,3.000000,196,pair=UAV6↔UAV9; OK,0.009519,0.022334,1.000000,0.024768,1.000000,0.015590,1.000000
38,1,3.073424,0.073424,3.000000,196,pair=UAV6↔UAV10; OK,0.009619,0.022925,1.000000,0.024709,1.000000,0.016171,1.000000
39,1,3.074957,0.074957,3.000000,196,pair=UAV7↔UAV8; OK,0.009329,0.022003,1.000000,0.025280,1.000000,0.018345,1.000000
40,1,3.080207,0.080207,3.000000,196,pair=UAV7↔UAV9; OK,0.015750,0.023376,1.000000,0.024869,1.000000,0.016212,1.000000
41,1,3.073574,0.073574,3.000000,196,pair=UAV7↔UAV10; OK,0.009629,0.022424,1.000000,0.025510,1.000000,0.016011,1.000000
42,1,3.074515,0.074515,3.000000,196,pair=UAV8↔UAV9; OK,0.009779,0.023376,1.000000,0.025089,1.000000,0.016271,1.000000
43,1,3.077372,0.077372,3.000000,196,pair=UAV8↔UAV10; OK,0.009969,0.022324,1.000000,0.028536,1.000000,0.016543,1.000000
44,1,3.076620,0.076620,3.000000,196,pair=UAV9↔UAV10; OK,0.009879,0.023576,1.000000,0.025891,1.000000,0.017274,1.000000
