idx,run_id,config,runnumber,repetition,seedset,uav_id,phase,peer_uav_id,success,wall_latency_ms,compute_ms,net_ms,net_ms_derived,bytes_sent,bytes_received,gs_m1_attempts,gs_m4_successes
0,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase2,,1,6.764587,0.563091,6.201496,1,1218,1332,10,10
1,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,1,1,,0.127856,,0,,,,
2,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,2,1,,0.127144,,0,,,,
3,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,3,1,,0.124019,,0,,,,
4,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,4,1,,0.136613,,0,,,,
5,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,5,1,,0.133917,,0,,,,
6,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,6,1,,0.127927,,0,,,,
7,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,7,1,,0.124661,,0,,,,
8,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,8,1,,0.138285,,0,,,,
9,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,0,phase3,9,1,,0.131173,,0,,,,
10,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase2,,1,12.356672,0.412263,11.944409,1,1177,1373,10,10
11,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,0,1,,0.154756,,0,,,,
12,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,2,1,,0.148014,,0,,,,
13,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,3,1,,0.128769,,0,,,,
14,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,4,1,,0.128869,,0,,,,
15,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,5,1,,0.133848,,0,,,,
16,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,6,1,,0.126374,,0,,,,
17,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,7,1,,0.127065,,0,,,,
18,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,8,1,,0.157501,,0,,,,
19,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,1,phase3,9,1,,0.128137,,0,,,,
20,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase2,,1,9.940981,0.417674,9.523307,1,1136,1414,10,10
21,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,0,1,,0.139769,,0,,,,
22,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,1,1,,0.132415,,0,,,,
23,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,3,1,,0.127326,,0,,,,
24,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,4,1,,0.132244,,0,,,,
25,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,5,1,,0.127235,,0,,,,
26,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,6,1,,0.122446,,0,,,,
27,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,7,1,,0.13512,,0,,,,
28,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,8,1,,0.122988,,0,,,,
29,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,2,phase3,9,1,,0.139708,,0,,,,
30,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase2,,1,12.861229,0.401574,12.459655,1,1095,1455,10,10
31,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,0,1,,0.139498,,0,,,,
32,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,1,1,,0.144197,,0,,,,
33,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,2,1,,0.136312,,0,,,,
34,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,4,1,,0.132325,,0,,,,
35,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,5,1,,0.13001,,0,,,,
36,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,6,1,,0.125071,,0,,,,
37,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,7,1,,0.148465,,0,,,,
38,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,8,1,,0.12449,,0,,,,
39,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,3,phase3,9,1,,0.127516,,0,,,,
40,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase2,,1,14.031459,0.396854,13.634605,1,1054,1496,10,10
41,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,0,1,,0.159014,,0,,,,
42,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,1,1,,0.14573,,0,,,,
43,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,2,1,,0.162381,,0,,,,
44,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,3,1,,0.142775,,0,,,,
45,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,5,1,,0.132315,,0,,,,
46,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,6,1,,0.128638,,0,,,,
47,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,7,1,,0.124922,,0,,,,
48,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,8,1,,0.130191,,0,,,,
49,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,4,phase3,9,1,,0.136342,,0,,,,
50,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase2,,1,14.796161,0.393428,14.402733,1,1013,1537,10,10
51,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,0,1,,0.135742,,0,,,,
52,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,1,1,,0.134619,,0,,,,
53,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,2,1,,0.133146,,0,,,,
54,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,3,1,,0.139649,,0,,,,
55,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,4,1,,0.137134,,0,,,,
56,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,6,1,,0.124009,,0,,,,
57,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,7,1,,0.127526,,0,,,,
58,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,8,1,,0.127686,,0,,,,
59,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,5,phase3,9,1,,0.128639,,0,,,,
60,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase2,,1,3.999277,0.430146,3.569131,1,972,1578,10,10
61,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,0,1,,0.140139,,0,,,,
62,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,1,1,,0.147222,,0,,,,
63,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,2,1,,0.143085,,0,,,,
64,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,3,1,,0.13481,,0,,,,
65,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,4,1,,0.134519,,0,,,,
66,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,5,1,,0.135672,,0,,,,
67,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,7,1,,0.138527,,0,,,,
68,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,8,1,,0.128798,,0,,,,
69,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,6,phase3,9,1,,0.124711,,0,,,,
70,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase2,,1,13.70631,0.385784,13.320526,1,931,1619,10,10
71,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,0,1,,0.142604,,0,,,,
72,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,1,1,,0.139168,,0,,,,
73,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,2,1,,0.143697,,0,,,,
74,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,3,1,,0.145339,,0,,,,
75,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,4,1,,0.140881,,0,,,,
76,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,5,1,,0.14629,,0,,,,
77,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,6,1,,0.137134,,0,,,,
78,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,8,1,,0.132165,,0,,,,
79,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,7,phase3,9,1,,0.125001,,0,,,,
80,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase2,,1,11.692015,0.388379,11.303636,1,890,1660,10,10
81,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,0,1,,0.139057,,0,,,,
82,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,1,1,,0.146411,,0,,,,
83,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,2,1,,0.152854,,0,,,,
84,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,3,1,,0.144297,,0,,,,
85,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,4,1,,0.144548,,0,,,,
86,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,5,1,,0.135821,,0,,,,
87,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,6,1,,0.14073,,0,,,,
88,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,7,1,,0.142954,,0,,,,
89,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,8,phase3,9,1,,0.128437,,0,,,,
90,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase2,,1,11.147169,0.397735,10.749434,1,849,1701,10,10
91,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,0,1,,0.137144,,0,,,,
92,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,1,1,,0.137085,,0,,,,
93,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,2,1,,0.136513,,0,,,,
94,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,3,1,,0.147603,,0,,,,
95,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,4,1,,0.137744,,0,,,,
96,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,5,1,,0.136683,,0,,,,
97,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,6,1,,0.1729,,0,,,,
98,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,7,1,,0.136743,,0,,,,
99,Inet80211SHA3-0-20260922-20:33:33-1128346,Inet80211SHA3,0,0,0,9,phase3,8,1,,0.150267,,0,,,,
100,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase2,,1,15.561645,0.430106,15.131539,1,1218,1332,10,10
101,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,1,1,,0.12984,,0,,,,
102,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,2,1,,0.133446,,0,,,,
103,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,3,1,,0.131202,,0,,,,
104,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,4,1,,0.144157,,0,,,,
105,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,5,1,,0.128398,,0,,,,
106,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,6,1,,0.129871,,0,,,,
107,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,7,1,,0.128799,,0,,,,
108,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,8,1,,0.130161,,0,,,,
109,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,0,phase3,9,1,,0.12969,,0,,,,
110,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase2,,1,10.675456,0.455864,10.219592,1,1177,1373,10,10
111,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,0,1,,0.139088,,0,,,,
112,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,2,1,,0.135942,,0,,,,
113,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,3,1,,0.133728,,0,,,,
114,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,4,1,,0.130432,,0,,,,
115,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,5,1,,0.131073,,0,,,,
116,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,6,1,,0.128358,,0,,,,
117,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,7,1,,0.132345,,0,,,,
118,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,8,1,,0.127586,,0,,,,
119,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,1,phase3,9,1,,0.1349,,0,,,,
120,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase2,,1,13.686468,0.480368,13.2061,1,1136,1414,10,10
121,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,0,1,,0.156348,,0,,,,
122,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,1,1,,0.175967,,0,,,,
123,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,3,1,,0.12977,,0,,,,
124,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,4,1,,0.136783,,0,,,,
125,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,5,1,,0.136603,,0,,,,
126,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,6,1,,0.150368,,0,,,,
127,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,7,1,,0.12942,,0,,,,
128,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,8,1,,0.12916,,0,,,,
129,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,2,phase3,9,1,,0.139889,,0,,,,
130,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase2,,1,11.441744,0.479318,10.962426,1,1095,1455,10,10
131,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,0,1,,0.171568,,0,,,,
132,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,1,1,,0.153445,,0,,,,
133,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,2,1,,0.142985,,0,,,,
134,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,4,1,,0.14083,,0,,,,
135,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,5,1,,0.144908,,0,,,,
136,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,6,1,,0.129309,,0,,,,
137,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,7,1,,0.143405,,0,,,,
138,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,8,1,,0.128829,,0,,,,
139,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,3,phase3,9,1,,0.143346,,0,,,,
140,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase2,,1,16.811289,0.468366,16.342923,1,1054,1496,10,10
141,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,0,1,,0.152303,,0,,,,
142,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,1,1,,0.139248,,0,,,,
143,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,2,1,,0.151401,,0,,,,
144,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,3,1,,0.143206,,0,,,,
145,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,5,1,,0.129871,,0,,,,
146,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,6,1,,0.142003,,0,,,,
147,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,7,1,,0.127927,,0,,,,
148,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,8,1,,0.14085,,0,,,,
149,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,4,phase3,9,1,,0.133256,,0,,,,
150,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase2,,1,12.82143,0.485821,12.335609,1,1013,1537,10,10
151,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,0,1,,0.138507,,0,,,,
152,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,1,1,,0.147943,,0,,,,
153,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,2,1,,0.145009,,0,,,,
154,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,3,1,,0.147914,,0,,,,
155,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,4,1,,0.146741,,0,,,,
156,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,6,1,,0.131514,,0,,,,
157,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,7,1,,0.131753,,0,,,,
158,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,8,1,,0.138707,,0,,,,
159,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,5,phase3,9,1,,0.129881,,0,,,,
160,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase2,,1,14.531083,0.406693,14.12439,1,972,1578,10,10
161,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,0,1,,0.147403,,0,,,,
162,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,1,1,,0.153455,,0,,,,
163,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,2,1,,0.15134,,0,,,,
164,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,3,1,,0.160206,,0,,,,
165,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,4,1,,0.144788,,0,,,,
166,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,5,1,,0.14002,,0,,,,
167,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,7,1,,0.138597,,0,,,,
168,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,8,1,,0.131974,,0,,,,
169,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,6,phase3,9,1,,0.130512,,0,,,,
170,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase2,,1,16.346288,0.406031,15.940257,1,931,1619,10,10
171,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,0,1,,0.152082,,0,,,,
172,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,1,1,,0.169845,,0,,,,
173,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,2,1,,0.148505,,0,,,,
174,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,3,1,,0.149827,,0,,,,
175,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,4,1,,0.152582,,0,,,,
176,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,5,1,,0.161029,,0,,,,
177,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,6,1,,0.141382,,0,,,,
178,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,8,1,,0.12927,,0,,,,
179,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,7,phase3,9,1,,0.143726,,0,,,,
180,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase2,,1,6.915335,0.424455,6.49088,1,890,1660,10,10
181,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,0,1,,0.147222,,0,,,,
182,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,1,1,,0.158584,,0,,,,
183,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,2,1,,0.153885,,0,,,,
184,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,3,1,,0.143916,,0,,,,
185,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,4,1,,0.153855,,0,,,,
186,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,5,1,,0.148866,,0,,,,
187,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,6,1,,0.150538,,0,,,,
188,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,7,1,,0.146151,,0,,,,
189,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,8,phase3,9,1,,0.162731,,0,,,,
190,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase2,,1,15.096285,0.39979,14.696495,1,849,1701,10,10
191,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,0,1,,0.145689,,0,,,,
192,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,1,1,,0.150078,,0,,,,
193,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,2,1,,0.147773,,0,,,,
194,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,3,1,,0.171848,,0,,,,
195,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,4,1,,0.141322,,0,,,,
196,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,5,1,,0.155308,,0,,,,
197,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,6,1,,0.164645,,0,,,,
198,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,7,1,,0.138015,,0,,,,
199,Inet80211SHA3-1-20260922-20:33:33-1128346,Inet80211SHA3,1,1,1,9,phase3,8,1,,0.161539,,0,,,,
200,Inet80211SHA3-10-20260922-20:33:35-1128346,Inet80211SHA3,10,10,10,0,phase2,,1,12.919327,0.411783,12.507544,1,1218,1332,10,10
201,Inet80211SHA3-10-20260922-20:33:35-1128346,Inet80211SHA3,10,10,10,0,phase3,1,1,,0.143556,,0,,,,
202,Inet80211SHA3-10-20260922-20:33:35-1128346,Inet80211SHA3,10,10,10,0,phase3,2,1,,0.138216,,0,,,,
