idx,run_id,config,runnumber,repetition,seedset,uav_id,phase,peer_uav_id,success,wall_latency_ms,compute_ms,net_ms,net_ms_derived,bytes_sent,bytes_received,gs_m1_attempts,gs_m4_successes
632,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,1,1,,0.148595,,0,,,,
633,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,2,1,,0.139208,,0,,,,
634,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,4,1,,0.130231,,0,,,,
635,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,5,1,,0.14563,,0,,,,
636,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,6,1,,0.148776,,0,,,,
637,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,7,1,,0.130833,,0,,,,
638,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,8,1,,0.12954,,0,,,,
639,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,3,phase3,9,1,,0.130832,,0,,,,
640,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase2,,1,10.898645,0.411532,10.487113,1,1054,1496,10,10
641,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,0,1,,0.144898,,0,,,,
642,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,1,1,,0.142213,,0,,,,
643,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,2,1,,0.138006,,0,,,,
644,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,3,1,,0.138307,,0,,,,
645,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,5,1,,0.132575,,0,,,,
646,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,6,1,,0.141572,,0,,,,
647,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,7,1,,0.155508,,0,,,,
648,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,8,1,,0.138837,,0,,,,
649,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,4,phase3,9,1,,0.130311,,0,,,,
650,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase2,,1,5.47363,0.406624,5.067006,1,1013,1537,10,10
651,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,0,1,,0.139257,,0,,,,
652,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,1,1,,0.234223,,0,,,,
653,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,2,1,,0.162982,,0,,,,
654,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,3,1,,0.144577,,0,,,,
655,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,4,1,,0.137705,,0,,,,
656,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,6,1,,0.153805,,0,,,,
657,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,7,1,,0.172669,,0,,,,
658,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,8,1,,0.136993,,0,,,,
659,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,5,phase3,9,1,,0.157761,,0,,,,
660,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase2,,1,14.58135,0.406954,14.174396,1,972,1578,10,10
661,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,0,1,,0.157582,,0,,,,
662,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,1,1,,0.141383,,0,,,,
663,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,2,1,,0.141982,,0,,,,
664,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,3,1,,0.142103,,0,,,,
665,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,4,1,,0.139627,,0,,,,
666,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,5,1,,0.142455,,0,,,,
667,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,7,1,,0.133157,,0,,,,
668,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,8,1,,0.12933,,0,,,,
669,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,6,phase3,9,1,,0.130602,,0,,,,
670,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase2,,1,9.993042,0.40466,9.588382,1,931,1619,10,10
671,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,0,1,,0.145789,,0,,,,
672,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,1,1,,0.138407,,0,,,,
673,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,2,1,,0.14,,0,,,,
674,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,3,1,,0.160247,,0,,,,
675,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,4,1,,0.145871,,0,,,,
676,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,5,1,,0.144497,,0,,,,
677,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,6,1,,0.173722,,0,,,,
678,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,8,1,,0.174742,,0,,,,
679,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,7,phase3,9,1,,0.138997,,0,,,,
680,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase2,,1,15.506699,0.388639,15.11806,1,890,1660,10,10
681,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,0,1,,0.141823,,0,,,,
682,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,1,1,,0.165407,,0,,,,
683,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,2,1,,0.141572,,0,,,,
684,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,3,1,,0.142584,,0,,,,
685,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,4,1,,0.14023,,0,,,,
686,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,5,1,,0.14057,,0,,,,
687,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,6,1,,0.1731,,0,,,,
688,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,7,1,,0.139508,,0,,,,
689,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,8,phase3,9,1,,0.133948,,0,,,,
690,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase2,,1,15.832007,0.440695,15.391312,1,849,1701,10,10
691,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,0,1,,0.143465,,0,,,,
692,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,1,1,,0.141673,,0,,,,
693,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,2,1,,0.145651,,0,,,,
694,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,3,1,,0.153194,,0,,,,
695,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,4,1,,0.1409,,0,,,,
696,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,5,1,,0.141753,,0,,,,
697,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,6,1,,0.141683,,0,,,,
698,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,7,1,,0.138728,,0,,,,
699,Inet80211SHA3-14-20260922-20:33:36-1128346,Inet80211SHA3,14,14,14,9,phase3,8,1,,0.148795,,0,,,,
700,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase2,,1,13.359787,0.420908,12.938879,1,1218,1332,10,10
701,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,1,1,,0.1298,,0,,,,
702,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,2,1,,0.128358,,0,,,,
703,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,3,1,,0.127487,,0,,,,
704,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,4,1,,0.127946,,0,,,,
705,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,5,1,,0.127225,,0,,,,
706,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,6,1,,0.132926,,0,,,,
707,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,7,1,,0.127906,,0,,,,
708,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,8,1,,0.136623,,0,,,,
709,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,0,phase3,9,1,,0.127086,,0,,,,
710,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase2,,1,12.832858,0.407314,12.425544,1,1177,1373,10,10
711,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,0,1,,0.138076,,0,,,,
712,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,2,1,,0.128928,,0,,,,
713,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,3,1,,0.128909,,0,,,,
714,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,4,1,,0.128468,,0,,,,
715,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,5,1,,0.128248,,0,,,,
716,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,6,1,,0.159425,,0,,,,
717,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,7,1,,0.132145,,0,,,,
718,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,8,1,,0.128307,,0,,,,
719,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,1,phase3,9,1,,0.155518,,0,,,,
720,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase2,,1,11.745118,0.389371,11.355747,1,1136,1414,10,10
721,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,0,1,,0.136413,,0,,,,
722,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,1,1,,0.136964,,0,,,,
723,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,3,1,,0.128248,,0,,,,
724,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,4,1,,0.138567,,0,,,,
725,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,5,1,,0.128117,,0,,,,
726,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,6,1,,0.13,,0,,,,
727,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,7,1,,0.129289,,0,,,,
728,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,8,1,,0.13011,,0,,,,
729,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,2,phase3,9,1,,0.136253,,0,,,,
730,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase2,,1,7.137879,0.472975,6.664904,1,1095,1455,10,10
731,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,0,1,,0.14048,,0,,,,
732,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,1,1,,0.143987,,0,,,,
733,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,2,1,,0.136934,,0,,,,
734,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,4,1,,0.138737,,0,,,,
735,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,5,1,,0.130672,,0,,,,
736,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,6,1,,0.127947,,0,,,,
737,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,7,1,,0.128578,,0,,,,
738,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,8,1,,0.129219,,0,,,,
739,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,3,phase3,9,1,,0.128167,,0,,,,
740,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase2,,1,17.853188,0.398999,17.454189,1,1054,1496,10,10
741,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,0,1,,0.149617,,0,,,,
742,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,1,1,,0.137253,,0,,,,
743,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,2,1,,0.136323,,0,,,,
744,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,3,1,,0.146623,,0,,,,
745,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,5,1,,0.128317,,0,,,,
746,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,6,1,,0.127927,,0,,,,
747,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,7,1,,0.135331,,0,,,,
748,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,8,1,,0.136123,,0,,,,
749,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,4,phase3,9,1,,0.127736,,0,,,,
750,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase2,,1,17.067101,0.398497,16.668604,1,1013,1537,10,10
751,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,0,1,,0.138336,,0,,,,
752,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,1,1,,0.136412,,0,,,,
753,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,2,1,,0.137976,,0,,,,
754,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,3,1,,0.144638,,0,,,,
755,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,4,1,,0.137485,,0,,,,
756,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,6,1,,0.128247,,0,,,,
757,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,7,1,,0.136222,,0,,,,
758,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,8,1,,0.127866,,0,,,,
759,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,5,phase3,9,1,,0.14028,,0,,,,
760,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase2,,1,10.213018,0.404299,9.808719,1,972,1578,10,10
761,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,0,1,,0.139199,,0,,,,
762,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,1,1,,0.143236,,0,,,,
763,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,2,1,,0.155408,,0,,,,
764,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,3,1,,0.141242,,0,,,,
765,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,4,1,,0.14075,,0,,,,
766,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,5,1,,0.138366,,0,,,,
767,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,7,1,,0.128268,,0,,,,
768,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,8,1,,0.13535,,0,,,,
769,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,6,phase3,9,1,,0.130872,,0,,,,
770,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase2,,1,14.552408,0.397255,14.155153,1,931,1619,10,10
771,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,0,1,,0.141743,,0,,,,
772,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,1,1,,0.143756,,0,,,,
773,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,2,1,,0.138897,,0,,,,
774,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,3,1,,0.137044,,0,,,,
775,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,4,1,,0.14025,,0,,,,
776,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,5,1,,0.138906,,0,,,,
777,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,6,1,,0.139679,,0,,,,
778,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,8,1,,0.133538,,0,,,,
779,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,7,phase3,9,1,,0.128218,,0,,,,
780,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase2,,1,11.059123,0.389411,10.669712,1,890,1660,10,10
781,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,0,1,,0.138897,,0,,,,
782,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,1,1,,0.136803,,0,,,,
783,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,2,1,,0.137344,,0,,,,
784,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,3,1,,0.139948,,0,,,,
785,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,4,1,,0.14035,,0,,,,
786,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,5,1,,0.137444,,0,,,,
787,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,6,1,,0.138707,,0,,,,
788,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,7,1,,0.136843,,0,,,,
789,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,8,phase3,9,1,,0.134098,,0,,,,
790,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase2,,1,13.745963,0.399078,13.346885,1,849,1701,10,10
791,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,0,1,,0.144046,,0,,,,
792,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,1,1,,0.138185,,0,,,,
793,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,2,1,,0.137935,,0,,,,
794,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,3,1,,0.152411,,0,,,,
795,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,4,1,,0.137845,,0,,,,
796,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,5,1,,0.136484,,0,,,,
797,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,6,1,,0.137665,,0,,,,
798,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,7,1,,0.136824,,0,,,,
799,Inet80211SHA3-15-20260922-20:33:36-1128346,Inet80211SHA3,15,15,15,9,phase3,8,1,,0.138376,,0,,,,
800,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase2,,1,15.153533,0.484035,14.669498,1,1218,1332,10,10
801,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,1,1,,0.138827,,0,,,,
802,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,2,1,,0.146041,,0,,,,
803,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,3,1,,0.15663,,0,,,,
804,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,4,1,,0.13509,,0,,,,
805,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,5,1,,0.131974,,0,,,,
806,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,6,1,,0.148986,,0,,,,
807,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,7,1,,0.128629,,0,,,,
808,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,8,1,,0.140531,,0,,,,
809,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,0,phase3,9,1,,0.139529,,0,,,,
810,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase2,,1,14.248069,0.459671,13.788398,1,1177,1373,10,10
811,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,0,1,,0.171318,,0,,,,
812,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,2,1,,0.12998,,0,,,,
813,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,3,1,,0.12899,,0,,,,
814,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,4,1,,0.136622,,0,,,,
815,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,5,1,,0.144718,,0,,,,
816,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,6,1,,0.145309,,0,,,,
817,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,7,1,,0.148494,,0,,,,
818,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,8,1,,0.144268,,0,,,,
819,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,1,phase3,9,1,,0.137113,,0,,,,
820,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase2,,1,8.799833,0.393078,8.406755,1,1136,1414,10,10
821,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,0,1,,0.148886,,0,,,,
822,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,1,1,,0.141462,,0,,,,
823,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,3,1,,0.148695,,0,,,,
824,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,4,1,,0.141622,,0,,,,
825,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,5,1,,0.129279,,0,,,,
826,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,6,1,,0.128698,,0,,,,
827,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,7,1,,0.128579,,0,,,,
828,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,8,1,,0.130211,,0,,,,
829,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,2,phase3,9,1,,0.130101,,0,,,,
830,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,3,phase2,,1,7.578546,0.404628,7.173918,1,1095,1455,10,10
831,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,3,phase3,0,1,,0.160047,,0,,,,
832,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,3,phase3,1,1,,0.144938,,0,,,,
833,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,3,phase3,2,1,,0.171417,,0,,,,
834,Inet80211SHA3-16-20260922-20:33:36-1128346,Inet80211SHA3,16,16,16,3,phase3,4,1,,0.136131,,0,,,,
