idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,module,role,primitive,calls,total_ms,mean_us,median_us,p95_us
902,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac_verify,5,0.011562,2.3124,2.134,2.8956
903,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,aead_open,1,0.001423,1.423,1.423,1.423
904,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_derive,5,0.317012,63.4024,63.346,64.1018
905,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_keygen,5,0.167123,33.4246,33.046,34.5712
906,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,extract,1,0.003326,3.326,3.326,3.326
907,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,kdf,11,0.052283,4.753,4.9,5.2
908,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac,9,0.019319,2.146556,2.124,2.261
909,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac_verify,6,0.012665,2.110833,2.064,2.32425
910,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,aead_open,1,0.001192,1.192,1.192,1.192
911,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_derive,5,0.320399,64.0798,62.925,67.3922
912,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_keygen,5,0.166843,33.3686,33.116,34.0198
913,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,extract,1,0.003076,3.076,3.076,3.076
914,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,kdf,11,0.052272,4.752,4.919,5.2105
915,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac,8,0.017043,2.130375,2.1495,2.194
916,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac_verify,7,0.01489,2.127143,2.144,2.323
917,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,aead_open,1,0.001273,1.273,1.273,1.273
918,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_derive,5,0.315128,63.0256,62.976,63.4626
919,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_keygen,5,0.166723,33.3446,33.176,33.8596
920,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,extract,1,0.002966,2.966,2.966,2.966
921,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,kdf,11,0.052382,4.762,4.859,5.145
922,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac,7,0.014881,2.125857,2.115,2.2077
923,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac_verify,8,0.016836,2.1045,2.15,2.29665
924,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,aead_open,1,0.001323,1.323,1.323,1.323
925,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_derive,5,0.316261,63.2522,63.146,63.7268
926,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_keygen,5,0.167383,33.4766,33.136,34.6732
927,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,extract,1,0.003587,3.587,3.587,3.587
928,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,kdf,11,0.052596,4.781455,4.93,5.2555
929,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac,6,0.012886,2.147667,2.1345,2.25425
930,Baseline5UAV-3-20260809-23:47:27-406517,Baseline5UAV,3,3,3,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac_verify,9,0.024039,2.671,2.185,5.3286
931,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,aead_seal,5,0.01504,3.008,1.964,6.2368
932,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_derive,5,0.316431,63.2862,63.076,63.753
933,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_keygen,5,0.166952,33.3904,33.317,33.7308
934,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,extract,5,0.012927,2.5854,2.546,2.7478
935,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,kdf,65,0.2912,4.48,4.249,5.0682
936,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac,5,0.012253,2.4506,2.434,2.505
937,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac_verify,10,0.021872,2.1872,2.264,2.35645
938,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,aead_open,1,0.001873,1.873,1.873,1.873
939,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_derive,5,0.318795,63.759,63.126,65.6908
940,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_keygen,5,0.181803,36.3606,33.157,45.9876
941,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,extract,1,0.004238,4.238,4.238,4.238
942,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,kdf,11,0.053615,4.874091,4.98,5.4455
943,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac,10,0.022092,2.2092,2.149,2.49405
944,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac_verify,5,0.010754,2.1508,2.115,2.313
945,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,aead_open,1,0.001272,1.272,1.272,1.272
946,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_derive,5,0.31652,63.304,63.136,63.9716
947,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_keygen,5,0.167163,33.4326,33.066,34.3498
948,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,extract,1,0.003186,3.186,3.186,3.186
949,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,kdf,11,0.052624,4.784,4.929,5.2555
950,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac,9,0.019387,2.154111,2.144,2.2184
951,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac_verify,6,0.019129,3.188167,2.1845,6.75575
952,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,aead_open,1,0.001243,1.243,1.243,1.243
953,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_derive,5,0.326711,65.3422,63.236,68.9576
954,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_keygen,5,0.166432,33.2864,33.096,33.9576
955,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,extract,1,0.002936,2.936,2.936,2.936
956,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,kdf,11,0.052504,4.773091,4.879,5.3255
957,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac,8,0.017015,2.126875,2.1095,2.21715
958,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac_verify,7,0.014749,2.107,2.094,2.294
959,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,aead_open,1,0.001243,1.243,1.243,1.243
960,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_derive,5,0.31601,63.202,62.975,63.647
961,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_keygen,5,0.166523,33.3046,33.096,33.8898
962,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,extract,1,0.002855,2.855,2.855,2.855
963,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,kdf,11,0.052272,4.752,4.889,5.17
964,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac,7,0.014849,2.121286,2.105,2.171
965,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac_verify,8,0.016702,2.08775,2.144,2.2705
966,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,aead_open,1,0.001263,1.263,1.263,1.263
967,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_derive,5,0.315459,63.0918,62.956,63.5308
968,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_keygen,5,0.166973,33.3946,33.296,34.0138
969,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,extract,1,0.003036,3.036,3.036,3.036
970,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,kdf,11,0.052483,4.771182,4.91,5.13
971,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac,6,0.012797,2.132833,2.129,2.195
972,Baseline5UAV-4-20260809-23:47:27-406517,Baseline5UAV,4,4,4,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac_verify,9,0.019049,2.116556,2.195,2.3166
973,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,aead_seal,5,0.011283,2.2566,1.944,3.0238
974,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_derive,5,0.316051,63.2102,63.086,63.517
975,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_keygen,5,0.166742,33.3484,33.236,33.7516
976,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,extract,5,0.012555,2.511,2.435,2.697
977,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,kdf,65,0.286944,4.414523,4.208,5.018
978,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac,5,0.012225,2.445,2.425,2.531
979,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac_verify,10,0.021784,2.1784,2.215,2.34005
980,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,aead_open,1,0.001773,1.773,1.773,1.773
981,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_derive,5,0.322314,64.4628,63.006,68.5846
982,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_keygen,5,0.169759,33.9518,33.046,36.4566
983,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,extract,1,0.003257,3.257,3.257,3.257
984,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,kdf,11,0.053167,4.833364,4.96,5.406
985,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac,10,0.021594,2.1594,2.129,2.3305
986,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac_verify,5,0.010781,2.1562,2.134,2.3128
987,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,aead_open,1,0.001253,1.253,1.253,1.253
988,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_derive,5,0.323004,64.6008,63.607,68.3202
989,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_keygen,5,0.16616,33.232,32.995,33.9762
990,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,extract,1,0.003006,3.006,3.006,3.006
991,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,kdf,11,0.053336,4.848727,4.9,5.556
992,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac,9,0.019288,2.143111,2.134,2.1806
993,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac_verify,6,0.012664,2.110667,2.109,2.28975
994,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,aead_open,1,0.001202,1.202,1.202,1.202
995,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_derive,5,0.314478,62.8956,63.016,63.5468
996,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_keygen,5,0.165268,33.0536,33.066,33.8008
997,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,extract,1,0.006102,6.102,6.102,6.102
998,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,kdf,11,0.052087,4.735182,4.87,5.1155
999,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac,8,0.016944,2.118,2.1345,2.17085
1000,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac_verify,7,0.01475,2.107143,2.185,2.2737
1001,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,aead_open,1,0.001202,1.202,1.202,1.202
1002,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_derive,5,0.31548,63.096,62.535,64.1458
1003,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_keygen,5,0.170519,34.1038,33.156,38.4
1004,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,extract,1,0.002966,2.966,2.966,2.966
1005,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,kdf,11,0.051774,4.706727,4.86,5.1205
1006,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac,7,0.014851,2.121571,2.124,2.216
1007,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac_verify,8,0.016803,2.100375,2.1395,2.307
1008,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,aead_open,1,0.001383,1.383,1.383,1.383
1009,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_derive,5,0.314589,62.9178,62.595,63.7876
1010,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,dh_keygen,5,0.163928,32.7856,31.994,34.6672
1011,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,extract,1,0.003948,3.948,3.948,3.948
1012,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,kdf,11,0.051883,4.716636,4.86,5.16
1013,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac,6,0.012576,2.096,2.0695,2.24675
1014,Baseline5UAV-5-20260809-23:47:27-406517,Baseline5UAV,5,5,5,sha3,5,,,,UavAuthNetwork.uav[4],uav,mac_verify,9,0.018605,2.067222,2.174,2.2864
1015,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,aead_seal,5,0.010359,2.0718,1.884,2.8394
1016,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_derive,5,0.312022,62.4044,62.665,63.2878
1017,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,dh_keygen,5,0.169797,33.9594,33.076,37.0494
1018,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,extract,5,0.012576,2.5152,2.465,2.7198
1019,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,kdf,65,0.318006,4.8924,4.198,4.9952
1020,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac,5,0.012114,2.4228,2.425,2.531
1021,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.groundStation,groundStation,mac_verify,10,0.021462,2.1462,2.1645,2.304
1022,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,aead_open,1,0.001744,1.744,1.744,1.744
1023,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_derive,5,0.336994,67.3988,61.002,84.599
1024,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,dh_keygen,5,0.164659,32.9318,31.924,35.892
1025,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,extract,1,0.003236,3.236,3.236,3.236
1026,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,kdf,11,0.052136,4.739636,4.86,5.376
1027,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac,10,0.021162,2.1162,2.059,2.3845
1028,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[0],uav,mac_verify,5,0.010461,2.0922,2.024,2.3282
1029,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,aead_open,1,0.001252,1.252,1.252,1.252
1030,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_derive,5,0.306452,61.2904,60.781,62.8492
1031,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,dh_keygen,5,0.162525,32.505,31.914,34.116
1032,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,extract,1,0.002895,2.895,2.895,2.895
1033,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,kdf,11,0.05096,4.632727,4.759,5.15
1034,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac,9,0.018798,2.088667,2.054,2.211
1035,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[1],uav,mac_verify,6,0.012455,2.075833,2.024,2.30425
1036,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,aead_open,1,0.001192,1.192,1.192,1.192
1037,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_derive,5,0.306421,61.2842,60.741,62.9818
1038,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,dh_keygen,5,0.161252,32.2504,31.863,33.443
1039,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,extract,1,0.002886,2.886,2.886,2.886
1040,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,kdf,11,0.050784,4.616727,4.7,5.145
1041,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac,8,0.016573,2.071625,2.0445,2.167
1042,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[2],uav,mac_verify,7,0.014259,2.037,1.994,2.2773
1043,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,aead_open,1,0.001193,1.193,1.193,1.193
1044,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_derive,5,0.312455,62.491,61.142,66.7014
1045,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,dh_keygen,5,0.167044,33.4088,32.054,36.7876
1046,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,extract,1,0.002836,2.836,2.836,2.836
1047,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,kdf,11,0.051093,4.644818,4.72,5.09
1048,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac,7,0.014519,2.074143,2.084,2.1587
1049,Baseline5UAV-6-20260809-23:47:27-406517,Baseline5UAV,6,6,6,sha3,5,,,,UavAuthNetwork.uav[3],uav,mac_verify,8,0.016604,2.0755,2.0845,2.40215
