idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
1094,1,4.642976,3.572405,1.070571,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,3.408881,0.04878,0.255178,0.077063,0.229748,3.091042,0.24863,0.077063,0.127045,0.169948,0.009398,0.840823,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,4,NoiseSweep-53-20260922-20:32:56-1127766|phase2|4,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.495697,0.24863,0.007323,0.010629,0.100026,0.001423,0.007274,0.0108,0.098181,0.002274,104,85,43,545,1,0
1095,1,4.689916,3.625653,1.064263,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,3.442403,0.049502,0.26957,0.086701,0.217266,3.124173,0.245896,0.086701,0.12936,0.199652,0.009848,0.846997,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,5,NoiseSweep-53-20260922-20:32:56-1127766|phase2|5,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.533486,0.245896,0.007774,0.011771,0.111135,0.001773,0.007504,0.01081,0.098754,0.003246,104,85,43,545,1,0
1096,1,4.652788,3.586338,1.06645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,3.423187,0.0484,0.256803,0.076832,0.237282,3.109947,0.24324,0.076832,0.127266,0.160766,0.009487,0.829168,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,6,NoiseSweep-53-20260922-20:32:56-1127766|phase2|6,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.484019,0.24324,0.007324,0.0106,0.100486,0.001643,0.007233,0.010279,0.098252,0.002254,104,85,43,545,1,0
1097,1,4.648665,3.576021,1.072644,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=NoiseSweep,3.410413,0.050624,0.251251,0.078015,0.239077,3.087656,0.248861,0.078015,0.12971,0.195254,0.009578,0.833566,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,7,NoiseSweep-53-20260922-20:32:56-1127766|phase2|7,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.519149,0.248861,0.007613,0.01097,0.105225,0.001653,0.007464,0.010599,0.098563,0.003787,104,85,43,545,1,0
1098,1,4.679744,3.589383,1.090361,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=NoiseSweep,3.42501,0.049272,0.258522,0.077433,0.230213,3.1115,0.243791,0.077433,0.127907,0.184573,0.009507,0.860147,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,8,NoiseSweep-53-20260922-20:32:56-1127766|phase2|8,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.533456,0.243791,0.007334,0.01055,0.100677,0.001502,0.007453,0.01093,0.098582,0.002355,104,85,43,545,1,0
1099,1,4.640024,3.575749,1.064275,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=NoiseSweep,3.413188,0.047718,0.248707,0.076692,0.230871,3.109787,0.235455,0.076692,0.131624,0.169293,0.009177,0.833405,NoiseSweep,NoiseSweep-53-20260922-20:32:56-1127766,9,NoiseSweep-53-20260922-20:32:56-1127766|phase2|9,53,2,2,sha3,10,0.07,rep3-bch255-131-18\,,1.482275,0.235455,0.007344,0.010259,0.100235,0.001463,0.007234,0.010239,0.098162,0.002195,104,85,43,545,1,0
1100,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.839905,0.133247,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,0,NoiseSweep-54-20260922-20:32:57-1127766|phase2|0,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.133247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1101,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.829505,0.131384,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,1,NoiseSweep-54-20260922-20:32:57-1127766|phase2|1,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.131384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1102,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.817994,0.127997,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,2,NoiseSweep-54-20260922-20:32:57-1127766|phase2|2,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.127997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1103,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.8263,0.127886,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,3,NoiseSweep-54-20260922-20:32:57-1127766|phase2|3,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.127886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1104,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.820899,0.128578,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,4,NoiseSweep-54-20260922-20:32:57-1127766|phase2|4,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.128578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1105,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.829406,0.148915,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,5,NoiseSweep-54-20260922-20:32:57-1127766|phase2|5,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.148915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1106,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.82621,0.129429,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,6,NoiseSweep-54-20260922-20:32:57-1127766|phase2|6,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.129429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1107,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.830157,0.128187,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,7,NoiseSweep-54-20260922-20:32:57-1127766|phase2|7,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.128187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1108,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.829636,0.127887,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,8,NoiseSweep-54-20260922-20:32:57-1127766|phase2|8,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.127887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1109,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.821491,0.129229,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-54-20260922-20:32:57-1127766,9,NoiseSweep-54-20260922-20:32:57-1127766|phase2|9,54,0,0,sha3,10,0.10,bch255-131-18\,,0.0,0.129229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1110,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.830297,0.144939,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,0,NoiseSweep-55-20260922-20:32:58-1127766|phase2|0,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.144939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1111,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.80514,0.16223,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,1,NoiseSweep-55-20260922-20:32:58-1127766|phase2|1,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.16223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1112,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.822894,0.139768,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,2,NoiseSweep-55-20260922-20:32:58-1127766|phase2|2,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.139768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1113,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.824817,0.139217,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,3,NoiseSweep-55-20260922-20:32:58-1127766|phase2|3,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.139217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1114,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.80527,0.139167,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,4,NoiseSweep-55-20260922-20:32:58-1127766|phase2|4,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.139167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1115,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.808487,0.135992,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,5,NoiseSweep-55-20260922-20:32:58-1127766|phase2|5,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.135992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1116,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.826611,0.134629,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,6,NoiseSweep-55-20260922-20:32:58-1127766|phase2|6,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.134629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1117,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.830648,0.134699,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,7,NoiseSweep-55-20260922-20:32:58-1127766|phase2|7,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.134699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1118,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.831139,0.134308,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,8,NoiseSweep-55-20260922-20:32:58-1127766|phase2|8,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.134308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1119,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.830036,0.13509,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-55-20260922-20:32:58-1127766,9,NoiseSweep-55-20260922-20:32:58-1127766|phase2|9,55,1,1,sha3,10,0.10,bch255-131-18\,,0.0,0.13509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1120,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.847318,0.143476,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,0,NoiseSweep-56-20260922-20:32:58-1127766|phase2|0,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.143476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1121,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.864691,0.168051,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,1,NoiseSweep-56-20260922-20:32:58-1127766|phase2|1,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.168051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1122,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.845916,0.160447,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,2,NoiseSweep-56-20260922-20:32:58-1127766|phase2|2,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.160447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1123,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.857197,0.152322,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,3,NoiseSweep-56-20260922-20:32:58-1127766|phase2|3,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.152322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1124,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.83184,0.15654,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,4,NoiseSweep-56-20260922-20:32:58-1127766|phase2|4,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.15654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1125,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.829115,0.134289,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,5,NoiseSweep-56-20260922-20:32:58-1127766|phase2|5,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.134289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1126,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.80459,0.15147,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,6,NoiseSweep-56-20260922-20:32:58-1127766|phase2|6,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.15147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1127,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.827011,0.129449,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,7,NoiseSweep-56-20260922-20:32:58-1127766|phase2|7,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.129449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1128,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.821591,0.127966,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,8,NoiseSweep-56-20260922-20:32:58-1127766|phase2|8,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.127966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1129,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,0.831088,0.126935,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-56-20260922-20:32:58-1127766,9,NoiseSweep-56-20260922-20:32:58-1127766|phase2|9,56,2,2,sha3,10,0.10,bch255-131-18\,,0.0,0.126935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1130,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.122838,0.35098,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,0,NoiseSweep-57-20260922-20:32:59-1127766|phase2|0,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.35098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1131,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.044243,0.308701,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,1,NoiseSweep-57-20260922-20:32:59-1127766|phase2|1,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.308701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1132,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.034835,0.274699,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,2,NoiseSweep-57-20260922-20:32:59-1127766|phase2|2,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.274699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1133,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.037241,0.276632,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,3,NoiseSweep-57-20260922-20:32:59-1127766|phase2|3,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.276632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1134,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.036218,0.28062,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,4,NoiseSweep-57-20260922-20:32:59-1127766|phase2|4,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.28062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1135,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.029927,0.294926,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,5,NoiseSweep-57-20260922-20:32:59-1127766|phase2|5,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.294926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1136,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.043252,0.246666,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,6,NoiseSweep-57-20260922-20:32:59-1127766|phase2|6,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.246666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1137,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.039284,0.251525,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,7,NoiseSweep-57-20260922-20:32:59-1127766|phase2|7,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.251525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1138,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.030918,0.325363,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,8,NoiseSweep-57-20260922-20:32:59-1127766|phase2|8,57,0,0,sha3,10,0.10,bch255-91-25\,,0.0,0.325363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1139,1,2.747278,1.668988,1.07829,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=NoiseSweep,1.496159,0.059219,0.256726,0.08113,0.249783,1.027893,0.373221,0.08113,0.13483,0.183748,0.010569,0.828507,NoiseSweep,NoiseSweep-57-20260922-20:32:59-1127766,9,NoiseSweep-57-20260922-20:32:59-1127766|phase2|9,57,0,0,sha3,10,0.10,bch255-91-25\,,1.518764,0.373221,0.008175,0.012423,0.115324,0.002044,0.007806,0.011261,0.105846,0.007915,104,85,43,545,1,0
1140,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.050335,0.283805,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,0,NoiseSweep-58-20260922-20:33:00-1127766|phase2|0,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.283805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1141,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.038322,0.244663,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,1,NoiseSweep-58-20260922-20:33:00-1127766|phase2|1,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.244663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1142,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.040136,0.284166,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,2,NoiseSweep-58-20260922-20:33:00-1127766|phase2|2,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.284166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1143,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.023054,0.301528,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,3,NoiseSweep-58-20260922-20:33:00-1127766|phase2|3,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.301528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1144,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.040205,0.298232,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,4,NoiseSweep-58-20260922-20:33:00-1127766|phase2|4,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.298232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1145,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.038753,0.280981,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,5,NoiseSweep-58-20260922-20:33:00-1127766|phase2|5,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.280981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1146,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=NoiseSweep,0.0,0.0,0.0,0.0,0.0,1.042029,0.306217,0.0,0.0,0.0,0.0,0.0,NoiseSweep,NoiseSweep-58-20260922-20:33:00-1127766,6,NoiseSweep-58-20260922-20:33:00-1127766|phase2|6,58,1,1,sha3,10,0.10,bch255-91-25\,,0.0,0.306217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
