idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
0,1,2.512476,1.434297,1.078179,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.233504,0.051035,0.256671,0.094245,0.249728,0.828744,0.186706,0.094245,0.142975,0.183693,0.012303,0.828452,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,0,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|0,0,0,0,sha3,10,,,,1.518543,0.186706,0.010932,0.01128,0.262515,0.003937,0.008095,0.011051,0.098452,0.017753,104,85,43,545,1,0
1,1,2.367092,1.285039,1.082053,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.119423,0.04856,0.251082,0.076441,0.240244,0.818936,0.23238,0.076441,0.126394,0.166001,0.012734,0.841809,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,1,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|1,0,0,0,sha3,10,,,,1.499136,0.23238,0.007223,0.01075,0.100546,0.002905,0.007254,0.010329,0.097591,0.002685,104,85,43,545,1,0
2,1,2.325171,1.271703,1.053468,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.102731,0.047929,0.244435,0.079607,0.225942,0.825008,0.206632,0.079607,0.142925,0.174349,0.009758,0.827526,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,2,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|2,0,0,0,sha3,10,,,,1.472252,0.206632,0.007145,0.010429,0.106447,0.001643,0.007153,0.011991,0.111736,0.002695,104,85,43,545,1,0
3,1,2.379082,1.318982,1.0601,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.153035,0.065832,0.270952,0.078325,0.230351,0.868949,0.208366,0.078325,0.128167,0.16277,0.009297,0.829749,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,3,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|3,0,0,0,sha3,10,,,,1.493821,0.208366,0.008055,0.01089,0.108902,0.001523,0.009108,0.014707,0.109984,0.002665,104,85,43,545,1,0
4,1,2.452718,1.345509,1.107209,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.171027,0.049462,0.241588,0.082282,0.257305,0.892772,0.207755,0.082282,0.135431,0.189083,0.009918,0.849904,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,4,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|4,0,0,0,sha3,10,,,,1.53788,0.207755,0.007404,0.015018,0.10341,0.001813,0.007624,0.011241,0.099054,0.006172,104,85,43,545,1,0
5,1,2.382249,1.306349,1.0759,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.127237,0.049312,0.245457,0.084697,0.227226,0.841398,0.21618,0.084697,0.132114,0.164536,0.009718,0.848674,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,5,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|5,0,0,0,sha3,10,,,,1.485893,0.21618,0.007555,0.011461,0.108942,0.001563,0.007575,0.01109,0.100066,0.002524,104,85,43,545,1,0
6,1,2.425537,1.341313,1.084224,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.176919,0.050213,0.252117,0.077343,0.244646,0.899155,0.203747,0.077343,0.128217,0.172502,0.009708,0.839578,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,6,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|6,0,0,0,sha3,10,,,,1.508843,0.203747,0.007494,0.011381,0.102309,0.001673,0.007614,0.01127,0.098051,0.003145,104,85,43,545,1,0
7,1,2.310453,1.258892,1.051561,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.087173,0.047919,0.242171,0.081251,0.214395,0.829626,0.191043,0.081251,0.132195,0.188,0.009217,0.837166,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,7,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|7,0,0,0,sha3,10,,,,1.481733,0.191043,0.007152,0.01048,0.104413,0.001482,0.007143,0.010479,0.097901,0.002184,104,85,43,545,1,0
8,1,2.320131,1.255756,1.064375,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.093995,0.048089,0.258842,0.076282,0.223481,0.829626,0.193438,0.076282,0.125732,0.217914,0.009197,0.840894,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,8,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|8,0,0,0,sha3,10,,,,1.541131,0.193438,0.007243,0.010168,0.104474,0.001503,0.007183,0.010428,0.097701,0.002124,104,85,43,545,1,0
9,1,2.331285,1.254763,1.076522,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.093764,0.047488,0.263986,0.076061,0.224282,0.832842,0.195091,0.076061,0.125322,0.158638,0.008877,0.852241,ArbiterPuf,ArbiterPuf-0-20260922-20:31:50-1127388,9,ArbiterPuf-0-20260922-20:31:50-1127388|phase2|9,0,0,0,sha3,10,,,,1.499146,0.195091,0.007132,0.010299,0.099655,0.001392,0.007114,0.010229,0.0978,0.002094,104,85,43,545,1,0
10,1,2.409427,1.352953,1.056474,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.179844,0.054351,0.268297,0.08137,0.224628,0.880701,0.207363,0.08137,0.142674,0.158713,0.010369,0.831845,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,0,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|0,1,1,1,sha3,10,,,,1.483483,0.207363,0.008065,0.011601,0.117708,0.002044,0.007604,0.012563,0.098863,0.01647,104,85,43,545,1,0
11,1,2.311059,1.25428,1.056779,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.081823,0.047999,0.264262,0.08147,0.225093,0.819297,0.194259,0.08147,0.127205,0.175273,0.009517,0.831686,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,1,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|1,1,1,1,sha3,10,,,,1.496314,0.194259,0.007325,0.01074,0.105325,0.001513,0.007293,0.010679,0.098252,0.002364,104,85,43,545,1,0
12,1,2.436409,1.347184,1.089225,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.180706,0.049922,0.252213,0.078245,0.236517,0.849212,0.258699,0.078245,0.128858,0.169952,0.009988,0.852708,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,2,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|2,1,1,1,sha3,10,,,,1.51139,0.258699,0.007634,0.011752,0.103612,0.001833,0.007725,0.01084,0.098934,0.003296,104,85,43,545,1,0
13,1,2.325223,1.250255,1.074968,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.081302,0.048019,0.252408,0.079848,0.246567,0.828494,0.18411,0.079848,0.125923,0.165107,0.009257,0.828402,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,3,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|3,1,1,1,sha3,10,,,,1.492483,0.18411,0.008095,0.010489,0.101308,0.001453,0.007203,0.01055,0.097831,0.002214,104,85,43,545,1,0
14,1,2.304225,1.24268,1.061545,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.08066,0.0483,0.271349,0.076211,0.216598,0.827853,0.186014,0.076211,0.133717,0.179885,0.009598,0.844948,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,4,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|4,1,1,1,sha3,10,,,,1.51278,0.186014,0.007244,0.010259,0.099304,0.001543,0.007174,0.010789,0.104794,0.002274,104,85,43,545,1,0
15,1,2.340578,1.258139,1.082439,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.095107,0.053029,0.242388,0.076822,0.216014,0.82125,0.206622,0.076822,0.127847,0.159153,0.009388,0.866426,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,5,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|5,1,1,1,sha3,10,,,,1.483981,0.206622,0.007264,0.01056,0.099905,0.001623,0.007305,0.01048,0.102409,0.002094,104,85,43,545,1,0
16,1,2.318541,1.244013,1.074528,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.081622,0.048049,0.283112,0.076652,0.221452,0.818766,0.196083,0.076652,0.126273,0.202522,0.009087,0.853076,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,6,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|6,1,1,1,sha3,10,,,,1.560162,0.196083,0.007114,0.010459,0.100225,0.001452,0.007203,0.010439,0.097571,0.002094,104,85,43,545,1,0
17,1,2.332891,1.255726,1.077165,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.083055,0.04856,0.244929,0.081812,0.225607,0.830367,0.187107,0.081812,0.126334,0.185028,0.009047,0.851558,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,7,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|7,1,1,1,sha3,10,,,,1.507122,0.187107,0.011932,0.0105,0.099323,0.001392,0.007123,0.010299,0.099004,0.002044,104,85,43,545,1,0
18,1,2.377693,1.255623,1.12207,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.084688,0.047998,0.255804,0.080919,0.244446,0.828995,0.190593,0.080919,0.126153,0.173615,0.009097,0.877624,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,8,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|8,1,1,1,sha3,10,,,,1.55149,0.190593,0.007084,0.01018,0.103921,0.001422,0.007133,0.01069,0.097681,0.001934,104,85,43,545,1,0
19,1,2.314963,1.240598,1.074365,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.076733,0.047187,0.246992,0.077474,0.223261,0.824596,0.185854,0.077474,0.125382,0.161871,0.008917,0.851104,ArbiterPuf,ArbiterPuf-1-20260922-20:31:51-1127388,9,ArbiterPuf-1-20260922-20:31:51-1127388|phase2|9,1,1,1,sha3,10,,,,1.483228,0.185854,0.007223,0.0105,0.100466,0.001383,0.007124,0.010299,0.0977,0.001883,104,85,43,545,1,0
20,1,2.362825,1.290969,1.071856,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.116677,0.049983,0.271861,0.081621,0.220613,0.840346,0.192757,0.081621,0.141622,0.180079,0.01105,0.851243,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,0,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|0,10,10,10,sha3,10,,,,1.523796,0.192757,0.007876,0.01076,0.117107,0.002033,0.007824,0.01058,0.099294,0.014948,104,85,43,545,1,0
21,1,2.332725,1.259543,1.073182,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.086441,0.047848,0.246353,0.081812,0.244752,0.827923,0.190632,0.081812,0.127456,0.16052,0.009478,0.828429,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,1,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|1,10,10,10,sha3,10,,,,1.480055,0.190632,0.007275,0.01048,0.105224,0.001513,0.007384,0.010569,0.098271,0.002124,104,85,43,545,1,0
22,1,2.361226,1.271364,1.089862,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.101289,0.04831,0.257365,0.080469,0.241705,0.829936,0.194701,0.080469,0.125853,0.177806,0.009137,0.848157,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,2,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|2,10,10,10,sha3,10,,,,1.525032,0.194701,0.016833,0.010418,0.103813,0.001503,0.007203,0.01065,0.097801,0.001984,104,85,43,545,1,0
23,1,2.336769,1.273097,1.063672,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.08584,0.047098,0.239393,0.088935,0.214147,0.827151,0.191795,0.088935,0.131774,0.164677,0.009387,0.849525,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,3,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|3,10,10,10,sha3,10,,,,1.467742,0.191795,0.007222,0.018174,0.104353,0.001482,0.007554,0.010279,0.102841,0.002043,104,85,43,545,1,0
24,1,2.295031,1.252969,1.042062,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.0912,0.047698,0.243489,0.076371,0.214543,0.828835,0.196534,0.076371,0.126083,0.170936,0.009027,0.827519,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,4,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|4,10,10,10,sha3,10,,,,1.456487,0.196534,0.007074,0.01036,0.099574,0.001403,0.007153,0.01037,0.097501,0.002014,104,85,43,545,1,0
25,1,2.32043,1.239393,1.081037,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.078406,0.047057,0.263438,0.07585,0.246385,0.828033,0.184812,0.07585,0.126394,0.17407,0.009287,0.834652,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,5,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|5,10,10,10,sha3,10,,,,1.518545,0.184812,0.007104,0.010419,0.098703,0.001483,0.007064,0.010309,0.09758,0.001863,104,85,43,545,1,0
26,1,2.310242,1.248722,1.06152,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.085319,0.055804,0.268554,0.077143,0.222836,0.829566,0.189901,0.077143,0.125964,0.175809,0.009117,0.838684,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,6,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|6,10,10,10,sha3,10,,,,1.505884,0.189901,0.007093,0.010849,0.099595,0.001473,0.007485,0.01054,0.104734,0.002094,104,85,43,545,1,0
27,1,2.346737,1.260384,1.086353,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.088745,0.047188,0.24798,0.081311,0.228001,0.828674,0.193899,0.081311,0.126204,0.164701,0.009017,0.858351,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,7,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|7,10,10,10,sha3,10,,,,1.499033,0.193899,0.007173,0.01043,0.104123,0.001423,0.007123,0.010239,0.09756,0.001933,104,85,43,545,1,0
28,1,2.339371,1.238493,1.100878,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.076272,0.047528,0.257795,0.076532,0.232546,0.820659,0.189751,0.076532,0.126494,0.171144,0.009157,0.868331,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,8,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|8,10,10,10,sha3,10,,,,1.529817,0.189751,0.007172,0.010438,0.099324,0.001413,0.007093,0.010349,0.09757,0.001964,104,85,43,545,1,0
29,1,2.320265,1.254423,1.065842,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.091902,0.047829,0.240258,0.076712,0.231153,0.830708,0.195292,0.076712,0.127046,0.18781,0.009097,0.834689,ArbiterPuf,ArbiterPuf-10-20260922-20:31:56-1127388,9,ArbiterPuf-10-20260922-20:31:56-1127388|phase2|9,10,10,10,sha3,10,,,,1.49391,0.195292,0.007222,0.01043,0.099795,0.001402,0.007164,0.010348,0.098403,0.001984,104,85,43,545,1,0
30,1,2.402639,1.314605,1.088034,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.130743,0.050142,0.257676,0.086521,0.224923,0.840335,0.206642,0.086521,0.136273,0.164035,0.01082,0.863111,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,0,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|0,11,11,11,sha3,10,,,,1.509746,0.206642,0.008155,0.01105,0.122337,0.002174,0.007584,0.01066,0.099474,0.008807,104,85,43,545,1,0
31,1,2.38326,1.29096,1.0923,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.125914,0.04903,0.240961,0.077534,0.249187,0.83202,0.22145,0.077534,0.128278,0.159789,0.009978,0.843113,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,1,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|1,11,11,11,sha3,10,,,,1.493051,0.22145,0.007604,0.011682,0.102369,0.001833,0.007454,0.01086,0.098212,0.003076,104,85,43,545,1,0
32,1,2.371231,1.268888,1.102343,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.094947,0.048651,0.247292,0.082312,0.226219,0.830437,0.196464,0.082312,0.126814,0.164414,0.009317,0.876125,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,2,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|2,11,11,11,sha3,10,,,,1.51405,0.196464,0.007242,0.010489,0.105676,0.001473,0.007354,0.01066,0.098032,0.002174,104,85,43,545,1,0
33,1,2.338162,1.27462,1.063542,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.108993,0.049572,0.251043,0.077774,0.228673,0.829896,0.208245,0.077774,0.128578,0.167662,0.010079,0.83487,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,3,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|3,11,11,11,sha3,10,,,,1.482247,0.208245,0.007585,0.011321,0.102489,0.001693,0.007353,0.0109,0.099003,0.003016,104,85,43,545,1,0
34,1,2.340614,1.260421,1.080193,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.098022,0.0485,0.265353,0.076591,0.221942,0.834555,0.191745,0.076591,0.126364,0.167503,0.009217,0.858251,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,4,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|4,11,11,11,sha3,10,,,,1.513049,0.191745,0.007205,0.01045,0.104223,0.001443,0.007273,0.01052,0.097921,0.002024,104,85,43,545,1,0
35,1,2.337246,1.258077,1.079169,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.095337,0.047628,0.245965,0.076832,0.230898,0.828524,0.195111,0.076832,0.125733,0.158987,0.009076,0.848271,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,5,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|5,11,11,11,sha3,10,,,,1.484121,0.195111,0.007253,0.01073,0.104003,0.001443,0.007164,0.01028,0.097661,0.002033,104,85,43,545,1,0
36,1,2.32487,1.245246,1.079624,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.083977,0.047708,0.244245,0.076111,0.22831,0.827853,0.190342,0.076111,0.125512,0.186199,0.009047,0.851314,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,6,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|6,11,11,11,sha3,10,,,,1.510069,0.190342,0.007172,0.010279,0.098973,0.001423,0.007113,0.01038,0.097651,0.001913,104,85,43,545,1,0
37,1,2.344542,1.26383,1.080712,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.092522,0.047228,0.266334,0.081161,0.237234,0.829596,0.197215,0.081161,0.132686,0.191715,0.008986,0.843478,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,7,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|7,11,11,11,sha3,10,,,,1.538761,0.197215,0.007065,0.010288,0.103902,0.001393,0.007023,0.015609,0.09749,0.002084,104,85,43,545,1,0
38,1,2.39018,1.324741,1.065439,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.162602,0.04828,0.274334,0.076481,0.224642,0.823224,0.272975,0.076481,0.127085,0.162587,0.009177,0.840797,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,8,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|8,11,11,11,sha3,10,,,,1.50236,0.272975,0.007195,0.01054,0.099825,0.001443,0.007143,0.0107,0.097712,0.002184,104,85,43,545,1,0
39,1,2.34555,1.253361,1.092189,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.093094,0.047348,0.272615,0.07562,0.227125,0.833754,0.193829,0.07562,0.127195,0.158696,0.009027,0.865065,ArbiterPuf,ArbiterPuf-11-20260922-20:31:57-1127388,9,ArbiterPuf-11-20260922-20:31:57-1127388|phase2|9,11,11,11,sha3,10,,,,1.5235,0.193829,0.007063,0.010339,0.098814,0.001422,0.007103,0.010299,0.097611,0.002063,104,85,43,545,1,0
40,1,2.429645,1.328049,1.101596,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.152183,0.050403,0.25884,0.082403,0.238151,0.833643,0.234624,0.082403,0.136884,0.170008,0.01106,0.863444,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,0,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|0,12,12,12,sha3,10,,,,1.530444,0.234624,0.008335,0.012733,0.116506,0.002064,0.008104,0.010851,0.100216,0.008606,104,85,43,545,1,0
41,1,2.393773,1.30712,1.086653,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.11253,0.047829,0.239338,0.092361,0.22682,0.8376,0.193879,0.092361,0.129179,0.163702,0.009868,0.859834,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,1,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|1,12,12,12,sha3,10,,,,1.489694,0.193879,0.007294,0.011841,0.126494,0.001643,0.007503,0.0108,0.099203,0.003016,104,85,43,545,1,0
42,1,2.374478,1.278456,1.096022,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.115135,0.049241,0.240244,0.076952,0.23741,0.840666,0.20532,0.076952,0.127285,0.166264,0.009417,0.858612,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,2,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|2,12,12,12,sha3,10,,,,1.50253,0.20532,0.007484,0.010469,0.100838,0.001543,0.007334,0.01073,0.098873,0.002404,104,85,43,545,1,0
43,1,2.338656,1.268759,1.069897,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.105988,0.047979,0.252143,0.076692,0.229802,0.834485,0.203997,0.076692,0.133577,0.192197,0.009387,0.840096,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,3,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|3,12,12,12,sha3,10,,,,1.514237,0.203997,0.007345,0.01061,0.100005,0.001513,0.007183,0.010619,0.104664,0.002064,104,85,43,545,1,0
44,1,2.333129,1.257868,1.075261,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.096249,0.048079,0.266453,0.076241,0.230433,0.82638,0.202475,0.076241,0.125843,0.173944,0.009137,0.844828,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,4,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|4,12,12,12,sha3,10,,,,1.515658,0.202475,0.007514,0.010419,0.099233,0.001432,0.007134,0.010448,0.09766,0.002024,104,85,43,545,1,0
45,1,2.318713,1.244625,1.074088,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.084558,0.047287,0.246278,0.07562,0.245427,0.825959,0.191875,0.07562,0.125582,0.223925,0.008827,0.828661,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,5,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|5,12,12,12,sha3,10,,,,1.544292,0.191875,0.007102,0.010339,0.098813,0.001412,0.007122,0.010228,0.097551,0.001863,104,85,43,545,1,0
46,1,2.35246,1.256726,1.095734,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.094155,0.053499,0.251017,0.076722,0.264323,0.828213,0.19964,0.076722,0.126444,0.168781,0.009127,0.831411,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,6,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|6,12,12,12,sha3,10,,,,1.515532,0.19964,0.007204,0.01042,0.099384,0.001453,0.007293,0.010279,0.103192,0.002003,104,85,43,545,1,0
47,1,2.36428,1.288555,1.075725,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.121086,0.050333,0.272544,0.078725,0.237451,0.847899,0.201974,0.078725,0.12968,0.163186,0.010019,0.838274,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,7,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|7,12,12,12,sha3,10,,,,1.511455,0.201974,0.007886,0.011551,0.103581,0.001794,0.007514,0.01098,0.098984,0.003126,104,85,43,545,1,0
48,1,2.32494,1.271263,1.053677,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.108452,0.04861,0.251088,0.076822,0.223308,0.83736,0.203848,0.076822,0.132866,0.171433,0.009167,0.830369,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,8,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|8,12,12,12,sha3,10,,,,1.476198,0.203848,0.007205,0.010549,0.099794,0.001482,0.007224,0.010659,0.09758,0.002245,104,85,43,545,1,0
49,1,2.295493,1.246078,1.049415,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.084087,0.047478,0.260527,0.076482,0.215956,0.822282,0.195402,0.076482,0.126333,0.163377,0.009027,0.833459,ArbiterPuf,ArbiterPuf-12-20260922-20:31:57-1127388,9,ArbiterPuf-12-20260922-20:31:57-1127388|phase2|9,12,12,12,sha3,10,,,,1.47332,0.195402,0.007094,0.01066,0.099173,0.001423,0.007173,0.010339,0.097601,0.002094,104,85,43,545,1,0
50,1,2.369474,1.29028,1.079194,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.117569,0.049862,0.241463,0.081131,0.225225,0.832441,0.203407,0.081131,0.134679,0.162647,0.010449,0.853969,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,0,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|0,13,13,13,sha3,10,,,,1.483305,0.203407,0.007855,0.011481,0.115573,0.002084,0.007674,0.01063,0.098652,0.008446,104,85,43,545,1,0
