idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
52,1,2.628199,1.56332,1.064879,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.402298,0.051864,0.252816,0.075952,0.222889,1.149974,0.187615,0.075952,0.12498,0.219358,0.009118,0.841989,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,2,ArbiterPuf-5-20260809-23:47:31-406558|phase2|2,5,5,5,sha3,10,,,,1.537052,0.187615,0.007174,0.01048,0.098628,0.001463,0.007325,0.01018,0.101663,0.002044,104,85,43,545,1,0
53,1,2.655316,1.578551,1.076765,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.41821,0.046783,0.264103,0.075561,0.232537,1.159132,0.194218,0.075561,0.124739,0.187932,0.009219,0.844228,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,3,ArbiterPuf-5-20260809-23:47:31-406558|phase2|3,5,5,5,sha3,10,,,,1.5288,0.194218,0.007144,0.010231,0.098616,0.001663,0.007135,0.01008,0.097033,0.002054,104,85,43,545,1,0
54,1,2.659587,1.570993,1.088594,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.410845,0.047685,0.254947,0.07557,0.234407,1.151227,0.195019,0.07557,0.12509,0.175951,0.009008,0.854187,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,4,ArbiterPuf-5-20260809-23:47:31-406558|phase2|4,5,5,5,sha3,10,,,,1.519492,0.195019,0.007155,0.01011,0.098386,0.001483,0.007135,0.010422,0.097173,0.001934,104,85,43,545,1,0
55,1,2.657534,1.593219,1.064315,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.431687,0.047174,0.251345,0.076212,0.229386,1.169824,0.197364,0.076212,0.12521,0.172304,0.009108,0.834928,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,5,ArbiterPuf-5-20260809-23:47:31-406558|phase2|5,5,5,5,sha3,10,,,,1.487964,0.197364,0.007264,0.010952,0.098456,0.001503,0.007244,0.01026,0.096972,0.001944,104,85,43,545,1,0
56,1,2.624087,1.575694,1.048393,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.410634,0.047294,0.249698,0.075531,0.215077,1.152991,0.193395,0.075531,0.12554,0.166169,0.013998,0.833316,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,6,ArbiterPuf-5-20260809-23:47:31-406558|phase2|6,5,5,5,sha3,10,,,,1.46426,0.193395,0.007274,0.010161,0.098346,0.006503,0.007163,0.01031,0.097045,0.001973,104,85,43,545,1,0
57,1,2.65383,1.565262,1.088568,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.404552,0.046903,0.255405,0.075851,0.226767,1.14737,0.193225,0.075851,0.126653,0.177332,0.009008,0.861802,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,7,ArbiterPuf-5-20260809-23:47:31-406558|phase2|7,5,5,5,sha3,10,,,,1.521305,0.193225,0.007105,0.010391,0.098657,0.001442,0.007124,0.01017,0.096923,0.001984,104,85,43,545,1,0
58,1,2.63267,1.566825,1.065845,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.406937,0.047415,0.257236,0.07547,0.224603,1.148431,0.194408,0.07547,0.126763,0.174168,0.008948,0.841243,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,8,ArbiterPuf-5-20260809-23:47:31-406558|phase2|8,5,5,5,sha3,10,,,,1.49725,0.194408,0.007154,0.0102,0.098497,0.001403,0.007095,0.01038,0.097494,0.002044,104,85,43,545,1,0
59,1,2.603744,1.535604,1.06814,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.380264,0.04509,0.256879,0.073116,0.236927,1.133211,0.184999,0.073116,0.139157,0.174389,0.009108,0.831214,ArbiterPuf,ArbiterPuf-5-20260809-23:47:31-406558,9,ArbiterPuf-5-20260809-23:47:31-406558|phase2|9,5,5,5,sha3,10,,,,1.499409,0.184999,0.006904,0.00994,0.09505,0.001413,0.006903,0.00961,0.093747,0.019689,104,85,43,545,1,0
60,1,2.711984,1.619512,1.092472,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.447809,0.049448,0.246599,0.080431,0.251098,1.164904,0.198115,0.080431,0.139268,0.181669,0.010841,0.841374,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,0,ArbiterPuf-6-20260809-23:47:32-406558|phase2|0,6,6,6,sha3,10,,,,1.520741,0.198115,0.007725,0.011784,0.114448,0.002194,0.007585,0.010401,0.098357,0.008427,104,85,43,545,1,0
61,1,2.626461,1.581577,1.044884,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.420474,0.047635,0.254137,0.075942,0.21526,1.155115,0.191221,0.075942,0.125521,0.17107,0.009219,0.829623,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,1,ArbiterPuf-6-20260809-23:47:32-406558|phase2|1,6,6,6,sha3,10,,,,1.470091,0.191221,0.007124,0.010351,0.098978,0.001453,0.007255,0.010332,0.097344,0.002255,104,85,43,545,1,0
62,1,2.634562,1.569322,1.06524,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.409132,0.047835,0.260794,0.075531,0.229266,1.150405,0.193216,0.075531,0.126312,0.161041,0.009128,0.835973,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,2,ArbiterPuf-6-20260809-23:47:32-406558|phase2|2,6,6,6,sha3,10,,,,1.487075,0.193216,0.007195,0.010262,0.098827,0.001543,0.007224,0.010361,0.097294,0.002065,104,85,43,545,1,0
63,1,2.642357,1.574942,1.067415,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.41337,0.047023,0.243022,0.076252,0.220278,1.152299,0.195941,0.076252,0.13034,0.158505,0.009068,0.847137,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,3,ArbiterPuf-6-20260809-23:47:32-406558|phase2|3,6,6,6,sha3,10,,,,1.468942,0.195941,0.007165,0.010712,0.098977,0.001483,0.007184,0.010421,0.102074,0.002114,104,85,43,545,1,0
64,1,2.652864,1.56865,1.084214,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.409622,0.047104,0.259656,0.07498,0.214398,1.150666,0.194448,0.07498,0.123757,0.169163,0.009068,0.869817,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,4,ArbiterPuf-6-20260809-23:47:32-406558|phase2|4,6,6,6,sha3,10,,,,1.513033,0.194448,0.007204,0.01,0.097975,0.001463,0.007104,0.01019,0.096442,0.001914,104,85,43,545,1,0
65,1,2.658646,1.576634,1.082012,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.415764,0.046913,0.241087,0.075851,0.241551,1.146608,0.204759,0.075851,0.12512,0.164653,0.009168,0.84046,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,5,ArbiterPuf-6-20260809-23:47:32-406558|phase2|5,6,6,6,sha3,10,,,,1.487752,0.204759,0.007045,0.010321,0.099077,0.001413,0.007145,0.01023,0.096953,0.002194,104,85,43,545,1,0
66,1,2.67892,1.595024,1.083896,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.400946,0.047345,0.26326,0.092084,0.248712,1.145035,0.192013,0.092084,0.148236,0.192223,0.00991,0.835184,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,6,ArbiterPuf-6-20260809-23:47:32-406558|phase2|6,6,6,6,sha3,10,,,,1.539379,0.192013,0.007073,0.025843,0.098516,0.001844,0.00937,0.012064,0.112023,0.003036,104,85,43,545,1,0
67,1,2.694333,1.58925,1.105083,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.425905,0.048296,0.24913,0.076863,0.244822,1.164714,0.19033,0.076863,0.127485,0.173556,0.009619,0.860261,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,7,ArbiterPuf-6-20260809-23:47:32-406558|phase2|7,6,6,6,sha3,10,,,,1.527769,0.19033,0.007335,0.010842,0.103256,0.001673,0.007164,0.010711,0.097223,0.002635,104,85,43,545,1,0
68,1,2.629696,1.57316,1.056536,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.412548,0.047795,0.262523,0.075832,0.222476,1.161438,0.18545,0.075832,0.125981,0.191774,0.008948,0.83406,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,8,ArbiterPuf-6-20260809-23:47:32-406558|phase2|8,6,6,6,sha3,10,,,,1.510834,0.18545,0.007134,0.010111,0.098937,0.001453,0.007134,0.010481,0.097173,0.002064,104,85,43,545,1,0
69,1,2.646874,1.570163,1.076711,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.408731,0.047655,0.28727,0.076232,0.218636,1.150997,0.187895,0.076232,0.127214,0.165138,0.008968,0.858075,ArbiterPuf,ArbiterPuf-6-20260809-23:47:32-406558,9,ArbiterPuf-6-20260809-23:47:32-406558|phase2|9,6,6,6,sha3,10,,,,1.52912,0.187895,0.011743,0.010411,0.099148,0.001372,0.007145,0.010541,0.097725,0.002085,104,85,43,545,1,0
70,1,2.955275,1.899199,1.056076,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.723499,0.050691,0.247163,0.082434,0.220975,1.419533,0.203466,0.082434,0.136251,0.170527,0.010832,0.835101,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,0,ArbiterPuf-7-20260809-23:47:32-406558|phase2|0,7,7,7,sha3,10,,,,1.473766,0.203466,0.008307,0.012465,0.121623,0.002205,0.007596,0.011042,0.099339,0.008988,104,85,43,545,1,0
71,1,2.751217,1.682367,1.06885,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.517788,0.048186,0.253573,0.077445,0.231183,1.250996,0.194909,0.077445,0.128186,0.169969,0.009689,0.837666,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,1,ArbiterPuf-7-20260809-23:47:32-406558|phase2|1,7,7,7,sha3,10,,,,1.492391,0.194909,0.007375,0.010832,0.102745,0.001603,0.007355,0.010601,0.098496,0.002746,104,85,43,545,1,0
72,1,2.661002,1.591456,1.069546,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.429683,0.047816,0.241033,0.076272,0.228696,1.163953,0.198466,0.076272,0.125982,0.176896,0.009229,0.84085,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,2,ArbiterPuf-7-20260809-23:47:32-406558|phase2|2,7,7,7,sha3,10,,,,1.487475,0.198466,0.007205,0.010262,0.099538,0.001423,0.007295,0.01027,0.097765,0.002164,104,85,43,545,1,0
73,1,2.663918,1.572048,1.09187,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.411026,0.047165,0.251376,0.075952,0.251157,1.158512,0.186743,0.075952,0.131222,0.160425,0.009118,0.840714,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,3,ArbiterPuf-7-20260809-23:47:32-406558|phase2|3,7,7,7,sha3,10,,,,1.503671,0.186743,0.007144,0.01036,0.099388,0.001503,0.007186,0.010621,0.103346,0.002064,104,85,43,545,1,0
74,1,2.629457,1.576755,1.052702,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.416517,0.047034,0.245854,0.07555,0.215478,1.156818,0.19548,0.07555,0.125109,0.172727,0.009138,0.837224,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,4,ArbiterPuf-7-20260809-23:47:32-406558|phase2|4,7,7,7,sha3,10,,,,1.471282,0.19548,0.007134,0.01029,0.098798,0.001513,0.007254,0.01003,0.097044,0.002035,104,85,43,545,1,0
75,1,2.655795,1.56859,1.087205,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.40819,0.046433,0.282257,0.075571,0.233688,1.146278,0.197383,0.075571,0.124589,0.170889,0.009258,0.853517,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,5,ArbiterPuf-7-20260809-23:47:32-406558|phase2|5,7,7,7,sha3,10,,,,1.54035,0.197383,0.007115,0.01006,0.098677,0.001503,0.007115,0.01008,0.097003,0.002014,104,85,43,545,1,0
76,1,2.677894,1.580905,1.096989,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.409763,0.047595,0.271887,0.081012,0.221222,1.154343,0.1906,0.081012,0.1254,0.159728,0.009118,0.875767,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,6,ArbiterPuf-7-20260809-23:47:32-406558|phase2|6,7,7,7,sha3,10,,,,1.528605,0.1906,0.007034,0.010521,0.103628,0.001543,0.007205,0.01042,0.097225,0.002024,104,85,43,545,1,0
77,1,2.652152,1.571025,1.081127,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.410665,0.046583,0.240931,0.075741,0.229761,1.151908,0.194238,0.075741,0.12507,0.179195,0.008878,0.851367,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,7,ArbiterPuf-7-20260809-23:47:32-406558|phase2|7,7,7,7,sha3,10,,,,1.501254,0.194238,0.007175,0.010351,0.098637,0.001362,0.007124,0.01014,0.096883,0.001944,104,85,43,545,1,0
78,1,2.629723,1.57443,1.055293,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.414291,0.047444,0.268665,0.075661,0.220921,1.157539,0.192935,0.075661,0.125651,0.210569,0.008817,0.834373,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,8,ArbiterPuf-7-20260809-23:47:32-406558|phase2|8,7,7,7,sha3,10,,,,1.534527,0.192935,0.007124,0.01016,0.098447,0.001373,0.007124,0.010241,0.097525,0.002004,104,85,43,545,1,0
79,1,2.645407,1.567379,1.078028,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.404944,0.052074,0.241105,0.076633,0.234868,1.149243,0.191702,0.076633,0.126592,0.161498,0.009169,0.843161,ArbiterPuf,ArbiterPuf-7-20260809-23:47:32-406558,9,ArbiterPuf-7-20260809-23:47:32-406558|phase2|9,7,7,7,sha3,10,,,,1.480631,0.191702,0.007335,0.010611,0.098606,0.001393,0.012094,0.010081,0.097114,0.002004,104,85,43,545,1,0
80,1,2.663818,1.576455,1.087363,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.403009,0.051272,0.258743,0.081272,0.221341,1.133852,0.185871,0.081272,0.146052,0.170668,0.010902,0.866022,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,0,ArbiterPuf-8-20260809-23:47:33-406558|phase2|0,8,8,8,sha3,10,,,,1.516773,0.185871,0.007494,0.010841,0.114809,0.002104,0.007234,0.013476,0.094488,0.008958,104,85,43,545,1,0
81,1,2.631671,1.5633,1.068371,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.401657,0.046823,0.260491,0.076152,0.221713,1.150536,0.185089,0.076152,0.12521,0.185751,0.009339,0.846658,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,1,ArbiterPuf-8-20260809-23:47:33-406558|phase2|1,8,8,8,sha3,10,,,,1.514613,0.185089,0.007313,0.010381,0.098978,0.001403,0.007214,0.010251,0.097243,0.002214,104,85,43,545,1,0
82,1,2.554969,1.512358,1.042611,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.356807,0.045912,0.253323,0.073216,0.214739,1.109303,0.184518,0.073216,0.121071,0.170735,0.009119,0.827872,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,2,ArbiterPuf-8-20260809-23:47:33-406558|phase2|2,8,8,8,sha3,10,,,,1.466669,0.184518,0.006864,0.00992,0.09535,0.001644,0.006974,0.009959,0.093957,0.001994,104,85,43,545,1,0
83,1,2.605333,1.505065,1.100268,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.350955,0.044999,0.258087,0.072766,0.2317,1.112761,0.17567,0.072766,0.12054,0.164216,0.008578,0.868568,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,3,ArbiterPuf-8-20260809-23:47:33-406558|phase2|3,8,8,8,sha3,10,,,,1.522571,0.17567,0.006815,0.00987,0.095049,0.001393,0.006833,0.009749,0.093587,0.001904,104,85,43,545,1,0
84,1,2.581946,1.512237,1.069709,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.356868,0.045461,0.251143,0.073316,0.221574,1.111778,0.183155,0.073316,0.120821,0.167897,0.008737,0.848134,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,4,ArbiterPuf-8-20260809-23:47:33-406558|phase2|4,8,8,8,sha3,10,,,,1.488748,0.183155,0.006923,0.01021,0.09511,0.001353,0.006884,0.00977,0.093677,0.001954,104,85,43,545,1,0
85,1,2.67512,1.610354,1.064766,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.450094,0.046623,0.252052,0.075641,0.224103,1.194794,0.188176,0.075641,0.125981,0.158582,0.008978,0.840664,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,5,ArbiterPuf-8-20260809-23:47:33-406558|phase2|5,8,8,8,sha3,10,,,,1.4754,0.188176,0.007225,0.010291,0.102144,0.001503,0.007023,0.01006,0.097104,0.002014,104,85,43,545,1,0
86,1,2.618888,1.565902,1.052986,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.405865,0.047124,0.257716,0.07555,0.223212,1.146989,0.19524,0.07555,0.125781,0.173442,0.008937,0.829774,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,6,ArbiterPuf-8-20260809-23:47:33-406558|phase2|6,8,8,8,sha3,10,,,,1.484144,0.19524,0.007063,0.01021,0.098306,0.001503,0.007104,0.01023,0.096923,0.001933,104,85,43,545,1,0
87,1,2.625039,1.568281,1.056758,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.407469,0.046793,0.280253,0.075792,0.227502,1.153762,0.189939,0.075792,0.139819,0.161967,0.009228,0.829256,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,7,ArbiterPuf-8-20260809-23:47:33-406558|phase2|7,8,8,8,sha3,10,,,,1.498979,0.189939,0.007063,0.01026,0.098687,0.001554,0.007125,0.0101,0.097555,0.002265,104,85,43,545,1,0
88,1,2.71188,1.632526,1.079354,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.470414,0.048617,0.250905,0.076362,0.2287,1.200616,0.201522,0.076362,0.127114,0.171136,0.009388,0.850655,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,8,ArbiterPuf-8-20260809-23:47:33-406558|phase2|8,8,8,8,sha3,10,,,,1.501395,0.201522,0.007334,0.010851,0.100992,0.001734,0.007244,0.010521,0.097414,0.002716,104,85,43,545,1,0
89,1,2.594186,1.526956,1.06723,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.371807,0.04528,0.274864,0.073206,0.232092,1.125015,0.183035,0.073206,0.127474,0.162292,0.008737,0.835138,ArbiterPuf,ArbiterPuf-8-20260809-23:47:33-406558,9,ArbiterPuf-8-20260809-23:47:33-406558|phase2|9,8,8,8,sha3,10,,,,1.504386,0.183035,0.006954,0.01003,0.09516,0.001413,0.006824,0.00979,0.093637,0.002024,104,85,43,545,1,0
90,1,2.739737,1.653167,1.08657,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.472237,0.049759,0.251317,0.084488,0.253051,1.176938,0.199819,0.084488,0.13485,0.18046,0.011954,0.833519,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,0,ArbiterPuf-9-20260809-23:47:34-406558|phase2|0,9,9,9,sha3,10,,,,1.518346,0.199819,0.007906,0.012084,0.121182,0.002405,0.007485,0.010821,0.098477,0.008507,104,85,43,545,1,0
91,1,2.641504,1.590153,1.051351,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.4283,0.047715,0.244709,0.076242,0.217526,1.163642,0.191031,0.076242,0.126393,0.175403,0.009369,0.833824,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,1,ArbiterPuf-9-20260809-23:47:34-406558|phase2|1,9,9,9,sha3,10,,,,1.471462,0.191031,0.007315,0.01033,0.104909,0.001433,0.007334,0.010441,0.098346,0.002265,104,85,43,545,1,0
92,1,2.646021,1.57339,1.072631,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.412047,0.047345,0.281084,0.076122,0.235103,1.159443,0.186713,0.076122,0.12549,0.178227,0.009099,0.837528,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,2,ArbiterPuf-9-20260809-23:47:34-406558|phase2|2,9,9,9,sha3,10,,,,1.531942,0.186713,0.007225,0.010101,0.099498,0.001483,0.007114,0.01031,0.097565,0.002074,104,85,43,545,1,0
93,1,3.00988,1.922425,1.087455,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.672417,0.076894,0.275446,0.117033,0.237928,1.231608,0.338916,0.117033,0.212905,0.167356,0.015942,0.849527,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,3,ArbiterPuf-9-20260809-23:47:34-406558|phase2|3,9,9,9,sha3,10,,,,1.530257,0.338916,0.012986,0.019729,0.151572,0.002485,0.012836,0.019278,0.147314,0.004219,104,85,43,545,1,0
94,1,2.788458,1.72385,1.064608,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.55875,0.04985,0.269603,0.077505,0.232205,1.265535,0.209398,0.077505,0.128897,0.17009,0.01009,0.832403,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,4,ArbiterPuf-9-20260809-23:47:34-406558|phase2|4,9,9,9,sha3,10,,,,1.504301,0.209398,0.007515,0.011323,0.104428,0.001763,0.007355,0.010632,0.098106,0.003377,104,85,43,545,1,0
95,1,2.69803,1.600124,1.097906,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.437649,0.048036,0.247849,0.076523,0.257755,1.173762,0.194738,0.076523,0.127173,0.159912,0.009429,0.840151,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,5,ArbiterPuf-9-20260809-23:47:34-406558|phase2|5,9,9,9,sha3,10,,,,1.505667,0.194738,0.007275,0.010532,0.10054,0.001623,0.007284,0.010401,0.097774,0.002605,104,85,43,545,1,0
96,1,2.670693,1.585674,1.085019,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.424984,0.047745,0.249374,0.075611,0.219852,1.154854,0.203937,0.075611,0.124909,0.173399,0.009468,0.865167,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,6,ArbiterPuf-9-20260809-23:47:34-406558|phase2|6,9,9,9,sha3,10,,,,1.507791,0.203937,0.007194,0.0102,0.098917,0.001513,0.007115,0.010511,0.096953,0.002104,104,85,43,545,1,0
97,1,2.706263,1.602436,1.103827,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.441737,0.046834,0.252318,0.075871,0.256932,1.184333,0.192334,0.075871,0.130811,0.172562,0.008957,0.846895,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,7,ArbiterPuf-9-20260809-23:47:34-406558|phase2|7,9,9,9,sha3,10,,,,1.528708,0.192334,0.007224,0.010281,0.098627,0.001393,0.007114,0.010401,0.102213,0.002074,104,85,43,545,1,0
98,1,2.670436,1.581087,1.089349,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.420665,0.047835,0.240652,0.075732,0.250698,1.158201,0.196923,0.075732,0.125631,0.180107,0.008958,0.838651,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,8,ArbiterPuf-9-20260809-23:47:34-406558|phase2|8,9,9,9,sha3,10,,,,1.510108,0.196923,0.007225,0.01024,0.098667,0.001433,0.007234,0.01027,0.097364,0.002054,104,85,43,545,1,0
99,1,2.630281,1.584151,1.04613,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.422057,0.049038,0.253479,0.076403,0.216097,1.149774,0.195189,0.076403,0.127234,0.162312,0.009288,0.830032,ArbiterPuf,ArbiterPuf-9-20260809-23:47:34-406558,9,ArbiterPuf-9-20260809-23:47:34-406558|phase2|9,9,9,9,sha3,10,,,,1.46192,0.195189,0.00977,0.01043,0.107966,0.001513,0.007064,0.011112,0.098036,0.002465,104,85,43,545,1,0
100,1,2.386079,1.701416,0.684663,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.499151,0.055841,0.264514,0.095962,0.216104,1.08278,0.19054,0.095962,0.112173,0.183746,0.010341,0.468559,Baseline5UAV,Baseline5UAV-0-20260809-23:47:27-406517,0,Baseline5UAV-0-20260809-23:47:27-406517|phase2|0,0,0,0,sha3,5,,,,1.132923,0.19054,0.008828,0.011303,0.273656,0.003267,0.008377,0.013256,0.098327,0.010912,104,85,43,275,1,0
101,1,2.251248,1.519111,0.732137,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.359402,0.05013,0.266351,0.075882,0.218298,1.085446,0.196442,0.075882,0.102224,0.165556,0.007945,0.513839,Baseline5UAV,Baseline5UAV-0-20260809-23:47:27-406517,1,Baseline5UAV-0-20260809-23:47:27-406517|phase2|1,0,0,0,sha3,5,,,,1.164044,0.196442,0.008948,0.01018,0.101441,0.001533,0.007195,0.011333,0.097555,0.002635,104,85,43,275,1,0
102,1,2.230948,1.511947,0.719001,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.354532,0.046122,0.239964,0.07486,0.234867,1.091337,0.194879,0.07486,0.101022,0.179319,0.007695,0.484134,Baseline5UAV,Baseline5UAV-0-20260809-23:47:27-406517,2,Baseline5UAV-0-20260809-23:47:27-406517|phase2|2,0,0,0,sha3,5,,,,1.138285,0.194879,0.007005,0.01001,0.098255,0.001323,0.007054,0.01003,0.096492,0.002054,104,85,43,275,1,0
