idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,uav_id,success,puf_eval_ms,fe_gen_ms,total_ms,helper_bytes,challenge_bytes,details
319,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,9,1,1.009374,0.034379,1.066518,160,16,enrollment; config=StadiumSHA3
320,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,0,1,0.948864,0.039068,1.018072,160,16,enrollment; config=StadiumSHA3
321,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,1,1,0.960867,0.036753,1.023993,160,16,enrollment; config=StadiumSHA3
322,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,2,1,0.989013,0.037385,1.052109,160,16,enrollment; config=StadiumSHA3
323,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,3,1,0.948803,0.036132,1.009565,160,16,enrollment; config=StadiumSHA3
324,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,4,1,0.953182,0.03497,1.01269,160,16,enrollment; config=StadiumSHA3
325,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,5,1,0.954765,0.034799,1.01257,160,16,enrollment; config=StadiumSHA3
326,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,6,1,0.944664,0.035039,1.001799,160,16,enrollment; config=StadiumSHA3
327,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,7,1,0.958983,0.03499,1.016067,160,16,enrollment; config=StadiumSHA3
328,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,8,1,0.969394,0.03501,1.02768,160,16,enrollment; config=StadiumSHA3
329,StadiumSHA3-7-20260809-23:47:24-406373,StadiumSHA3,7,7,7,sha3,10,,,,9,1,0.960988,0.03531,1.018692,160,16,enrollment; config=StadiumSHA3
330,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,0,1,0.991758,0.049288,1.071738,160,16,enrollment; config=StadiumSHA3
331,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,1,1,0.949054,0.036322,1.012289,160,16,enrollment; config=StadiumSHA3
332,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,2,1,0.97214,0.036162,1.034033,160,16,enrollment; config=StadiumSHA3
333,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,3,1,0.956678,0.03494,1.01729,160,16,enrollment; config=StadiumSHA3
334,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,4,1,0.953142,0.034959,1.01275,160,16,enrollment; config=StadiumSHA3
335,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,5,1,0.961959,0.037355,1.026288,160,16,enrollment; config=StadiumSHA3
336,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,6,1,0.951037,0.035321,1.010897,160,16,enrollment; config=StadiumSHA3
337,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,7,1,0.961538,0.036873,1.021858,160,16,enrollment; config=StadiumSHA3
338,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,8,1,1.001699,0.058116,1.083852,160,16,enrollment; config=StadiumSHA3
339,StadiumSHA3-8-20260809-23:47:25-406373,StadiumSHA3,8,8,8,sha3,10,,,,9,1,1.118722,0.047365,1.196808,160,16,enrollment; config=StadiumSHA3
340,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,0,1,1.222259,0.041833,1.294051,160,16,enrollment; config=StadiumSHA3
341,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,1,1,0.953402,0.036593,1.01732,160,16,enrollment; config=StadiumSHA3
342,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,2,1,0.95242,0.03509,1.013352,160,16,enrollment; config=StadiumSHA3
343,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,3,1,0.950777,0.034769,1.010797,160,16,enrollment; config=StadiumSHA3
344,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,4,1,0.963462,0.035421,1.023472,160,16,enrollment; config=StadiumSHA3
345,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,5,1,0.968532,0.035771,1.028262,160,16,enrollment; config=StadiumSHA3
346,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,6,1,0.950316,0.03535,1.009825,160,16,enrollment; config=StadiumSHA3
347,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,7,1,0.957852,0.034528,1.016087,160,16,enrollment; config=StadiumSHA3
348,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,8,1,0.960817,0.034629,1.019153,160,16,enrollment; config=StadiumSHA3
349,StadiumSHA3-9-20260809-23:47:25-406373,StadiumSHA3,9,9,9,sha3,10,,,,9,1,0.970727,0.036042,1.032069,160,16,enrollment; config=StadiumSHA3
350,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,0,1,0.950507,0.82202,1.916794,160,16,enrollment; config=StadiumSPONGENT
351,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,1,1,0.946208,0.727061,1.803448,160,16,enrollment; config=StadiumSPONGENT
352,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,2,1,0.945938,0.736389,1.811504,160,16,enrollment; config=StadiumSPONGENT
353,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,3,1,0.948382,0.727672,1.798017,160,16,enrollment; config=StadiumSPONGENT
354,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,4,1,0.957661,0.729185,1.80914,160,16,enrollment; config=StadiumSPONGENT
355,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,5,1,0.945696,0.758854,1.828217,160,16,enrollment; config=StadiumSPONGENT
356,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,6,1,0.948072,0.781639,1.855462,160,16,enrollment; config=StadiumSPONGENT
357,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,7,1,1.125686,0.730557,1.986724,160,16,enrollment; config=StadiumSPONGENT
358,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,8,1,1.529832,0.96237,2.684216,160,16,enrollment; config=StadiumSPONGENT
359,StadiumSPONGENT-0-20260809-23:47:25-406405,StadiumSPONGENT,0,0,0,spongent,10,,,,9,1,0.962891,0.743243,1.83407,160,16,enrollment; config=StadiumSPONGENT
360,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,0,1,0.951929,0.767892,1.852536,160,16,enrollment; config=StadiumSPONGENT
361,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,1,1,0.946629,0.728945,1.801805,160,16,enrollment; config=StadiumSPONGENT
362,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,2,1,0.953643,0.738533,1.817065,160,16,enrollment; config=StadiumSPONGENT
363,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,3,1,0.955075,0.733153,1.811214,160,16,enrollment; config=StadiumSPONGENT
364,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,4,1,1.059383,0.934585,2.118266,160,16,enrollment; config=StadiumSPONGENT
365,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,5,1,0.979053,0.73659,1.84412,160,16,enrollment; config=StadiumSPONGENT
366,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,6,1,0.955446,0.739646,1.822847,160,16,enrollment; config=StadiumSPONGENT
367,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,7,1,0.956188,0.735688,1.816965,160,16,enrollment; config=StadiumSPONGENT
368,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,8,1,0.951489,0.734886,1.811524,160,16,enrollment; config=StadiumSPONGENT
369,StadiumSPONGENT-1-20260809-23:47:25-406405,StadiumSPONGENT,1,1,1,spongent,10,,,,9,1,1.02246,0.733393,1.883538,160,16,enrollment; config=StadiumSPONGENT
370,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,0,1,1.055316,0.762662,1.953788,160,16,enrollment; config=StadiumSPONGENT
371,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,1,1,0.96238,0.723614,1.816895,160,16,enrollment; config=StadiumSPONGENT
372,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,2,1,0.984895,0.733203,1.844681,160,16,enrollment; config=StadiumSPONGENT
373,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,3,1,0.955496,0.739365,1.820863,160,16,enrollment; config=StadiumSPONGENT
374,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,4,1,0.975236,0.745547,1.846504,160,16,enrollment; config=StadiumSPONGENT
375,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,5,1,0.949955,0.757271,1.831995,160,16,enrollment; config=StadiumSPONGENT
376,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,6,1,0.953492,0.743884,1.823658,160,16,enrollment; config=StadiumSPONGENT
377,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,7,1,0.955025,0.727542,1.812746,160,16,enrollment; config=StadiumSPONGENT
378,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,8,1,0.953622,0.736069,1.813187,160,16,enrollment; config=StadiumSPONGENT
379,StadiumSPONGENT-2-20260809-23:47:25-406405,StadiumSPONGENT,2,2,2,spongent,10,,,,9,1,0.954535,0.738914,1.816584,160,16,enrollment; config=StadiumSPONGENT
380,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,0,1,0.947701,0.744986,1.821263,160,16,enrollment; config=StadiumSPONGENT
381,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,1,1,0.948702,0.727421,1.800994,160,16,enrollment; config=StadiumSPONGENT
382,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,2,1,0.948122,0.730828,1.806604,160,16,enrollment; config=StadiumSPONGENT
383,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,3,1,0.946118,0.72169,1.795272,160,16,enrollment; config=StadiumSPONGENT
384,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,4,1,0.964634,0.735067,1.82408,160,16,enrollment; config=StadiumSPONGENT
385,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,5,1,0.939344,0.708944,1.767657,160,16,enrollment; config=StadiumSPONGENT
386,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,6,1,0.921439,0.709144,1.74925,160,16,enrollment; config=StadiumSPONGENT
387,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,7,1,0.919654,0.708594,1.749982,160,16,enrollment; config=StadiumSPONGENT
388,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,8,1,0.91232,0.714595,1.74423,160,16,enrollment; config=StadiumSPONGENT
389,StadiumSPONGENT-3-20260809-23:47:25-406405,StadiumSPONGENT,3,3,3,spongent,10,,,,9,1,0.920417,0.710277,1.74902,160,16,enrollment; config=StadiumSPONGENT
390,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,0,1,0.961378,0.748584,1.839831,160,16,enrollment; config=StadiumSPONGENT
391,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,1,1,0.941668,0.702772,1.771985,160,16,enrollment; config=StadiumSPONGENT
392,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,2,1,0.951448,0.738443,1.815452,160,16,enrollment; config=StadiumSPONGENT
393,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,3,1,0.955076,0.70692,1.782326,160,16,enrollment; config=StadiumSPONGENT
394,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,4,1,0.949936,0.753072,1.825422,160,16,enrollment; config=StadiumSPONGENT
395,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,5,1,0.96729,0.730707,1.823448,160,16,enrollment; config=StadiumSPONGENT
396,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,6,1,0.912901,0.739095,1.772586,160,16,enrollment; config=StadiumSPONGENT
397,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,7,1,0.935356,0.731229,1.791895,160,16,enrollment; config=StadiumSPONGENT
398,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,8,1,0.924344,0.702171,1.748007,160,16,enrollment; config=StadiumSPONGENT
399,StadiumSPONGENT-4-20260809-23:47:25-406405,StadiumSPONGENT,4,4,4,spongent,10,,,,9,1,0.950276,0.728644,1.802076,160,16,enrollment; config=StadiumSPONGENT
400,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,0,1,0.950617,0.736098,1.816204,160,16,enrollment; config=StadiumSPONGENT
401,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,1,1,0.924404,0.968092,2.0601,160,16,enrollment; config=StadiumSPONGENT
402,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,2,1,1.491696,0.733914,2.361902,160,16,enrollment; config=StadiumSPONGENT
403,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,3,1,0.969034,0.734856,1.831273,160,16,enrollment; config=StadiumSPONGENT
404,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,4,1,0.956087,0.751299,1.833248,160,16,enrollment; config=StadiumSPONGENT
405,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,5,1,0.959013,0.732712,1.814701,160,16,enrollment; config=StadiumSPONGENT
406,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,6,1,0.953282,0.735838,1.812637,160,16,enrollment; config=StadiumSPONGENT
407,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,7,1,0.954064,0.725257,1.807265,160,16,enrollment; config=StadiumSPONGENT
408,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,8,1,0.944515,0.721309,1.78961,160,16,enrollment; config=StadiumSPONGENT
409,StadiumSPONGENT-5-20260809-23:47:26-406405,StadiumSPONGENT,5,5,5,spongent,10,,,,9,1,0.914856,0.70681,1.740592,160,16,enrollment; config=StadiumSPONGENT
410,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,0,1,1.034694,0.753634,1.917957,160,16,enrollment; config=StadiumSPONGENT
411,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,1,1,0.948112,0.728273,1.802326,160,16,enrollment; config=StadiumSPONGENT
412,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,2,1,0.945296,0.728353,1.801895,160,16,enrollment; config=StadiumSPONGENT
413,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,3,1,0.950576,0.732021,1.810883,160,16,enrollment; config=StadiumSPONGENT
414,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,4,1,0.948041,0.731961,1.804661,160,16,enrollment; config=StadiumSPONGENT
415,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,5,1,0.961388,0.716529,1.798598,160,16,enrollment; config=StadiumSPONGENT
416,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,6,1,0.923202,0.716109,1.757647,160,16,enrollment; config=StadiumSPONGENT
417,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,7,1,0.918913,0.715798,1.753248,160,16,enrollment; config=StadiumSPONGENT
418,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,8,1,0.923503,0.72699,1.773227,160,16,enrollment; config=StadiumSPONGENT
419,StadiumSPONGENT-6-20260809-23:47:26-406405,StadiumSPONGENT,6,6,6,spongent,10,,,,9,1,0.951558,0.714175,1.78388,160,16,enrollment; config=StadiumSPONGENT
420,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,0,1,0.958823,0.777051,1.867656,160,16,enrollment; config=StadiumSPONGENT
421,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,1,1,0.955687,0.738564,1.822626,160,16,enrollment; config=StadiumSPONGENT
422,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,2,1,0.950868,0.749575,1.831775,160,16,enrollment; config=StadiumSPONGENT
423,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,3,1,0.961218,0.784826,1.902927,160,16,enrollment; config=StadiumSPONGENT
424,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,4,1,1.117149,0.79204,2.048137,160,16,enrollment; config=StadiumSPONGENT
425,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,5,1,0.971388,0.80197,1.906183,160,16,enrollment; config=StadiumSPONGENT
426,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,6,1,0.962601,0.749245,1.840713,160,16,enrollment; config=StadiumSPONGENT
427,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,7,1,0.96712,0.754014,1.848688,160,16,enrollment; config=StadiumSPONGENT
428,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,8,1,0.949294,0.735859,1.810081,160,16,enrollment; config=StadiumSPONGENT
429,StadiumSPONGENT-7-20260809-23:47:26-406405,StadiumSPONGENT,7,7,7,spongent,10,,,,9,1,0.959354,0.729115,1.818227,160,16,enrollment; config=StadiumSPONGENT
430,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,0,1,0.940917,0.732111,1.807977,160,16,enrollment; config=StadiumSPONGENT
431,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,1,1,0.945376,0.719646,1.790503,160,16,enrollment; config=StadiumSPONGENT
432,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,2,1,0.946128,0.72664,1.796223,160,16,enrollment; config=StadiumSPONGENT
433,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,3,1,1.194473,0.737702,2.057856,160,16,enrollment; config=StadiumSPONGENT
434,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,4,1,0.953833,0.748694,1.826143,160,16,enrollment; config=StadiumSPONGENT
435,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,5,1,0.918021,0.701089,1.742977,160,16,enrollment; config=StadiumSPONGENT
436,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,6,1,0.914545,0.709776,1.74422,160,16,enrollment; config=StadiumSPONGENT
437,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,7,1,0.919925,0.732742,1.77418,160,16,enrollment; config=StadiumSPONGENT
438,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,8,1,0.937621,0.708644,1.764911,160,16,enrollment; config=StadiumSPONGENT
439,StadiumSPONGENT-8-20260809-23:47:26-406405,StadiumSPONGENT,8,8,8,spongent,10,,,,9,1,0.919755,0.70679,1.748258,160,16,enrollment; config=StadiumSPONGENT
440,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,0,1,0.948873,0.733524,1.811313,160,16,enrollment; config=StadiumSPONGENT
441,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,1,1,0.945055,0.732562,1.802076,160,16,enrollment; config=StadiumSPONGENT
442,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,2,1,0.947651,0.739646,1.812456,160,16,enrollment; config=StadiumSPONGENT
443,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,3,1,0.949364,0.714606,1.791233,160,16,enrollment; config=StadiumSPONGENT
444,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,4,1,0.950426,0.712742,1.783499,160,16,enrollment; config=StadiumSPONGENT
445,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,5,1,0.916418,0.708444,1.743118,160,16,enrollment; config=StadiumSPONGENT
446,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,6,1,0.920466,0.703984,1.744761,160,16,enrollment; config=StadiumSPONGENT
447,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,7,1,0.921238,0.702091,1.745142,160,16,enrollment; config=StadiumSPONGENT
448,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,8,1,0.919304,0.707391,1.744219,160,16,enrollment; config=StadiumSPONGENT
449,StadiumSPONGENT-9-20260809-23:47:26-406405,StadiumSPONGENT,9,9,9,spongent,10,,,,9,1,0.919705,0.70639,1.743729,160,16,enrollment; config=StadiumSPONGENT
450,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,0,1,0.950226,0.050651,1.04253,160,16,enrollment; config=Swarm20
451,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,1,1,0.943102,0.036002,1.00722,160,16,enrollment; config=Swarm20
452,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,2,1,0.954224,0.036122,1.015456,160,16,enrollment; config=Swarm20
453,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,3,1,0.930045,0.035251,0.991218,160,16,enrollment; config=Swarm20
454,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,4,1,0.95217,0.035871,1.011367,160,16,enrollment; config=Swarm20
455,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,5,1,0.957841,0.035711,1.018181,160,16,enrollment; config=Swarm20
456,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,6,1,0.949034,0.035481,1.006859,160,16,enrollment; config=Swarm20
457,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,7,1,0.948122,0.034969,1.005175,160,16,enrollment; config=Swarm20
458,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,8,1,0.916869,0.034158,0.976689,160,16,enrollment; config=Swarm20
459,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,9,1,0.940757,0.03485,0.996939,160,16,enrollment; config=Swarm20
460,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,10,1,0.930456,0.035441,0.98774,160,16,enrollment; config=Swarm20
461,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,11,1,0.951318,0.035741,1.011498,160,16,enrollment; config=Swarm20
462,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,12,1,0.951668,0.0351,1.008442,160,16,enrollment; config=Swarm20
463,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,13,1,0.922991,0.034269,0.978272,160,16,enrollment; config=Swarm20
464,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,14,1,0.945096,0.03515,1.007741,160,16,enrollment; config=Swarm20
465,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,15,1,0.936138,0.035381,0.9922,160,16,enrollment; config=Swarm20
466,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,16,1,0.929464,0.034148,0.985196,160,16,enrollment; config=Swarm20
467,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,17,1,0.915737,0.033707,0.97235,160,16,enrollment; config=Swarm20
468,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,18,1,1.023112,0.043276,1.088191,160,16,enrollment; config=Swarm20
469,Swarm20-0-20260809-23:47:27-406518,Swarm20,0,0,0,sha3,20,,,,19,1,0.956608,0.035451,1.017831,160,16,enrollment; config=Swarm20
