idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,uav_id,success,puf_eval_ms,fe_gen_ms,total_ms,helper_bytes,challenge_bytes,details
153,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,3,1,0.958242,0.03515,1.01741,160,16,enrollment; config=HighNoise
154,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,4,1,0.964585,0.035691,1.024625,160,16,enrollment; config=HighNoise
155,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,5,1,0.994925,0.035391,1.054393,160,16,enrollment; config=HighNoise
156,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,6,1,0.960437,0.034489,1.018592,160,16,enrollment; config=HighNoise
157,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,7,1,0.957691,0.034319,1.015035,160,16,enrollment; config=HighNoise
158,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,8,1,0.961428,0.033978,1.018742,160,16,enrollment; config=HighNoise
159,HighNoise-0-20260809-23:47:34-406846,HighNoise,0,0,0,sha3,10,,,,9,1,0.984344,0.039649,1.04739,160,16,enrollment; config=HighNoise
160,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,0,1,0.96736,0.050691,1.064094,160,16,enrollment; config=HighNoise
161,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,1,1,0.964745,0.034769,1.025717,160,16,enrollment; config=HighNoise
162,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,2,1,0.992631,0.036413,1.055255,160,16,enrollment; config=HighNoise
163,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,3,1,1.026879,0.034348,1.086518,160,16,enrollment; config=HighNoise
164,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,4,1,0.965617,0.033908,1.024504,160,16,enrollment; config=HighNoise
165,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,5,1,0.959434,0.033838,1.017179,160,16,enrollment; config=HighNoise
166,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,6,1,0.956258,0.034839,1.015436,160,16,enrollment; config=HighNoise
167,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,7,1,0.978313,0.03523,1.03726,160,16,enrollment; config=HighNoise
168,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,8,1,0.993783,0.03514,1.053241,160,16,enrollment; config=HighNoise
169,HighNoise-1-20260809-23:47:35-406846,HighNoise,1,1,1,sha3,10,,,,9,1,1.009935,0.03493,1.069304,160,16,enrollment; config=HighNoise
170,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,0,1,1.010225,0.052625,1.101278,160,16,enrollment; config=HighNoise
171,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,1,1,1.02218,0.038847,1.088151,160,16,enrollment; config=HighNoise
172,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,2,1,1.250175,0.051903,1.330936,160,16,enrollment; config=HighNoise
173,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,3,1,1.030456,0.046082,1.107459,160,16,enrollment; config=HighNoise
174,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,4,1,1.056899,0.037906,1.126578,160,16,enrollment; config=HighNoise
175,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,5,1,1.053291,0.038507,1.126117,160,16,enrollment; config=HighNoise
176,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,6,1,1.017681,0.036252,1.081398,160,16,enrollment; config=HighNoise
177,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,7,1,1.025927,0.041193,1.094264,160,16,enrollment; config=HighNoise
178,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,8,1,1.109213,0.039509,1.176808,160,16,enrollment; config=HighNoise
179,HighNoise-2-20260809-23:47:36-406846,HighNoise,2,2,2,sha3,10,,,,9,1,1.000727,0.035701,1.063682,160,16,enrollment; config=HighNoise
180,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,0,1,1.013503,0.053306,1.106638,160,16,enrollment; config=HighNoise
181,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,1,1,1.008362,0.036473,1.07231,160,16,enrollment; config=HighNoise
182,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,2,1,1.009244,0.035681,1.071648,160,16,enrollment; config=HighNoise
183,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,3,1,1.076267,0.035682,1.137078,160,16,enrollment; config=HighNoise
184,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,4,1,1.008142,0.0352,1.070255,160,16,enrollment; config=HighNoise
185,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,5,1,1.005877,0.035321,1.065836,160,16,enrollment; config=HighNoise
186,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,6,1,1.006469,0.03541,1.067179,160,16,enrollment; config=HighNoise
187,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,7,1,1.017309,0.040852,1.084383,160,16,enrollment; config=HighNoise
188,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,8,1,1.005537,0.035641,1.076278,160,16,enrollment; config=HighNoise
189,HighNoise-3-20260809-23:47:36-406846,HighNoise,3,3,3,sha3,10,,,,9,1,1.003572,0.035591,1.065255,160,16,enrollment; config=HighNoise
190,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,0,1,0.984585,0.052384,1.074654,160,16,enrollment; config=HighNoise
191,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,1,1,0.957831,0.034629,1.018002,160,16,enrollment; config=HighNoise
192,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,2,1,0.95739,0.034349,1.017029,160,16,enrollment; config=HighNoise
193,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,3,1,0.973122,0.033787,1.030907,160,16,enrollment; config=HighNoise
194,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,4,1,0.959074,0.033978,1.01749,160,16,enrollment; config=HighNoise
195,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,5,1,0.9973,0.033928,1.054925,160,16,enrollment; config=HighNoise
196,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,6,1,0.957711,0.033667,1.015436,160,16,enrollment; config=HighNoise
197,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,7,1,0.970066,0.035391,1.029003,160,16,enrollment; config=HighNoise
198,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,8,1,1.009434,0.040541,1.075445,160,16,enrollment; config=HighNoise
199,HighNoise-4-20260809-23:47:37-406846,HighNoise,4,4,4,sha3,10,,,,9,1,1.006598,0.035821,1.069354,160,16,enrollment; config=HighNoise
200,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,0,1,0.996499,0.055841,1.091678,160,16,enrollment; config=HighNoise
201,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,1,1,1.190745,0.063818,1.286006,160,16,enrollment; config=HighNoise
202,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,2,1,0.996007,0.035852,1.064795,160,16,enrollment; config=HighNoise
203,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,3,1,0.999434,0.03547,1.061337,160,16,enrollment; config=HighNoise
204,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,4,1,1.000487,0.03533,1.062319,160,16,enrollment; config=HighNoise
205,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,5,1,1.020656,0.036042,1.081969,160,16,enrollment; config=HighNoise
206,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,6,1,1.017239,0.036784,1.079725,160,16,enrollment; config=HighNoise
207,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,7,1,1.076227,0.036613,1.143362,160,16,enrollment; config=HighNoise
208,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,8,1,1.013522,0.037876,1.078763,160,16,enrollment; config=HighNoise
209,HighNoise-5-20260809-23:47:38-406846,HighNoise,5,5,5,sha3,10,,,,9,1,0.99705,0.035771,1.05791,160,16,enrollment; config=HighNoise
210,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,0,1,0.99754,0.052996,1.089303,160,16,enrollment; config=HighNoise
211,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,1,1,0.994996,0.036302,1.058082,160,16,enrollment; config=HighNoise
212,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,2,1,0.994684,0.03508,1.056638,160,16,enrollment; config=HighNoise
213,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,3,1,0.994765,0.035331,1.059755,160,16,enrollment; config=HighNoise
214,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,4,1,0.999484,0.03529,1.060556,160,16,enrollment; config=HighNoise
215,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,5,1,1.006187,0.037935,1.068773,160,16,enrollment; config=HighNoise
216,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,6,1,1.003052,0.037635,1.067941,160,16,enrollment; config=HighNoise
217,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,7,1,1.035646,0.06018,1.125296,160,16,enrollment; config=HighNoise
218,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,8,1,1.079194,0.040581,1.158862,160,16,enrollment; config=HighNoise
219,HighNoise-6-20260809-23:47:38-406846,HighNoise,6,6,6,sha3,10,,,,9,1,1.035696,0.039168,1.103873,160,16,enrollment; config=HighNoise
220,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,0,1,1.003112,0.053697,1.101809,160,16,enrollment; config=HighNoise
221,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,1,1,1.004624,0.036343,1.067991,160,16,enrollment; config=HighNoise
222,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,2,1,1.105666,0.059469,1.196608,160,16,enrollment; config=HighNoise
223,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,3,1,1.127039,0.044769,1.211768,160,16,enrollment; config=HighNoise
224,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,4,1,1.007831,0.035942,1.074834,160,16,enrollment; config=HighNoise
225,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,5,1,1.00719,0.03521,1.068933,160,16,enrollment; config=HighNoise
226,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,6,1,1.003001,0.035561,1.063903,160,16,enrollment; config=HighNoise
227,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,7,1,1.011007,0.035181,1.071007,160,16,enrollment; config=HighNoise
228,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,8,1,1.001388,0.04001,1.067009,160,16,enrollment; config=HighNoise
229,HighNoise-7-20260809-23:47:39-406846,HighNoise,7,7,7,sha3,10,,,,9,1,0.998032,0.03506,1.057861,160,16,enrollment; config=HighNoise
230,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,0,1,1.013712,0.052144,1.104584,160,16,enrollment; config=HighNoise
231,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,1,1,0.997701,0.04016,1.065045,160,16,enrollment; config=HighNoise
232,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,2,1,0.999785,0.03513,1.061458,160,16,enrollment; config=HighNoise
233,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,3,1,0.994184,0.03524,1.054414,160,16,enrollment; config=HighNoise
234,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,4,1,0.99728,0.035842,1.058632,160,16,enrollment; config=HighNoise
235,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,5,1,1.000717,0.035832,1.06222,160,16,enrollment; config=HighNoise
236,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,6,1,0.999193,0.036362,1.061388,160,16,enrollment; config=HighNoise
237,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,7,1,0.995446,0.035331,1.055706,160,16,enrollment; config=HighNoise
238,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,8,1,0.995997,0.03511,1.056378,160,16,enrollment; config=HighNoise
239,HighNoise-8-20260809-23:47:40-406846,HighNoise,8,8,8,sha3,10,,,,9,1,1.065766,0.03525,1.125616,160,16,enrollment; config=HighNoise
240,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,0,1,0.976127,0.058587,1.077621,160,16,enrollment; config=HighNoise
241,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,1,1,0.999444,0.035921,1.06273,160,16,enrollment; config=HighNoise
242,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,2,1,0.981459,0.034098,1.042119,160,16,enrollment; config=HighNoise
243,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,3,1,0.969545,0.034709,1.029695,160,16,enrollment; config=HighNoise
244,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,4,1,0.968733,0.034188,1.027992,160,16,enrollment; config=HighNoise
245,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,5,1,0.970407,0.033978,1.028402,160,16,enrollment; config=HighNoise
246,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,6,1,1.014163,0.038066,1.07727,160,16,enrollment; config=HighNoise
247,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,7,1,1.003472,0.035361,1.069554,160,16,enrollment; config=HighNoise
248,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,8,1,0.999535,0.03518,1.060516,160,16,enrollment; config=HighNoise
249,HighNoise-9-20260809-23:47:40-406846,HighNoise,9,9,9,sha3,10,,,,9,1,1.015506,0.035029,1.075336,160,16,enrollment; config=HighNoise
250,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,0,1,1.175155,0.062314,1.277789,160,16,enrollment; config=StadiumSHA3
251,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,1,1,1.495313,0.054539,1.589441,160,16,enrollment; config=StadiumSHA3
252,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,2,1,1.240946,0.049409,1.330625,160,16,enrollment; config=StadiumSHA3
253,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,3,1,0.985516,0.042665,1.078512,160,16,enrollment; config=StadiumSHA3
254,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,4,1,0.949074,0.036302,1.014133,160,16,enrollment; config=StadiumSHA3
255,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,5,1,0.94773,0.035811,1.01279,160,16,enrollment; config=StadiumSHA3
256,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,6,1,0.95727,0.035902,1.017179,160,16,enrollment; config=StadiumSHA3
257,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,7,1,0.954094,0.0351,1.013081,160,16,enrollment; config=StadiumSHA3
258,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,8,1,0.96721,0.051763,1.052269,160,16,enrollment; config=StadiumSHA3
259,StadiumSHA3-0-20260809-23:47:24-406373,StadiumSHA3,0,0,0,sha3,10,,,,9,1,1.104073,0.038838,1.174693,160,16,enrollment; config=StadiumSHA3
260,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,0,1,1.874259,0.066062,1.991293,160,16,enrollment; config=StadiumSHA3
261,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,1,1,1.880462,0.061483,1.982235,160,16,enrollment; config=StadiumSHA3
262,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,2,1,1.883277,0.062074,1.990602,160,16,enrollment; config=StadiumSHA3
263,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,3,1,1.897536,0.062454,2.003046,160,16,enrollment; config=StadiumSHA3
264,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,4,1,1.887666,0.061082,1.994289,160,16,enrollment; config=StadiumSHA3
265,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,5,1,1.179463,0.036142,1.254503,160,16,enrollment; config=StadiumSHA3
266,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,6,1,0.954364,0.034659,1.013442,160,16,enrollment; config=StadiumSHA3
267,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,7,1,0.965697,0.036493,1.026058,160,16,enrollment; config=StadiumSHA3
268,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,8,1,0.954324,0.034659,1.013903,160,16,enrollment; config=StadiumSHA3
269,StadiumSHA3-1-20260809-23:47:24-406373,StadiumSHA3,1,1,1,sha3,10,,,,9,1,0.969554,0.034659,1.028362,160,16,enrollment; config=StadiumSHA3
270,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,0,1,0.95247,0.04033,1.023402,160,16,enrollment; config=StadiumSHA3
271,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,1,1,0.953192,0.036152,1.015506,160,16,enrollment; config=StadiumSHA3
272,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,2,1,0.950416,0.034489,1.009925,160,16,enrollment; config=StadiumSHA3
273,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,3,1,0.950987,0.034589,1.009203,160,16,enrollment; config=StadiumSHA3
274,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,4,1,0.942139,0.034609,1.000176,160,16,enrollment; config=StadiumSHA3
275,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,5,1,0.959384,0.035781,1.01774,160,16,enrollment; config=StadiumSHA3
276,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,6,1,0.950036,0.034549,1.009724,160,16,enrollment; config=StadiumSHA3
277,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,7,1,0.952851,0.033076,1.009294,160,16,enrollment; config=StadiumSHA3
278,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,8,1,0.974945,0.034309,1.031608,160,16,enrollment; config=StadiumSHA3
279,StadiumSHA3-2-20260809-23:47:24-406373,StadiumSHA3,2,2,2,sha3,10,,,,9,1,0.928202,0.033487,0.984925,160,16,enrollment; config=StadiumSHA3
280,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,0,1,0.960326,0.043898,1.034644,160,16,enrollment; config=StadiumSHA3
281,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,1,1,0.953472,0.035891,1.015806,160,16,enrollment; config=StadiumSHA3
282,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,2,1,0.983202,0.047134,1.061838,160,16,enrollment; config=StadiumSHA3
283,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,3,1,0.954324,0.039379,1.019654,160,16,enrollment; config=StadiumSHA3
284,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,4,1,1.005656,0.042896,1.073912,160,16,enrollment; config=StadiumSHA3
285,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,5,1,1.016718,0.036603,1.082209,160,16,enrollment; config=StadiumSHA3
286,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,6,1,0.968723,0.035681,1.029404,160,16,enrollment; config=StadiumSHA3
287,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,7,1,0.954755,0.03472,1.013071,160,16,enrollment; config=StadiumSHA3
288,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,8,1,0.961418,0.03493,1.019484,160,16,enrollment; config=StadiumSHA3
289,StadiumSHA3-3-20260809-23:47:24-406373,StadiumSHA3,3,3,3,sha3,10,,,,9,1,0.977571,0.042284,1.050466,160,16,enrollment; config=StadiumSHA3
290,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,0,1,0.961579,0.041352,1.033161,160,16,enrollment; config=StadiumSHA3
291,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,1,1,0.979264,0.043908,1.050325,160,16,enrollment; config=StadiumSHA3
292,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,2,1,0.944594,0.038928,1.009925,160,16,enrollment; config=StadiumSHA3
293,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,3,1,1.105285,0.037595,1.16778,160,16,enrollment; config=StadiumSHA3
294,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,4,1,0.950617,0.035771,1.013051,160,16,enrollment; config=StadiumSHA3
295,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,5,1,0.954324,0.0351,1.014253,160,16,enrollment; config=StadiumSHA3
296,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,6,1,0.952901,0.03492,1.011167,160,16,enrollment; config=StadiumSHA3
297,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,7,1,0.97216,0.036633,1.032039,160,16,enrollment; config=StadiumSHA3
298,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,8,1,0.983863,0.035812,1.044984,160,16,enrollment; config=StadiumSHA3
299,StadiumSHA3-4-20260809-23:47:24-406373,StadiumSHA3,4,4,4,sha3,10,,,,9,1,0.952461,0.03509,1.010947,160,16,enrollment; config=StadiumSHA3
300,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,0,1,0.964193,0.043476,1.038362,160,16,enrollment; config=StadiumSHA3
301,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,1,1,0.952811,0.03545,1.014704,160,16,enrollment; config=StadiumSHA3
302,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,2,1,0.949184,0.034849,1.010296,160,16,enrollment; config=StadiumSHA3
303,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,3,1,0.947771,0.034859,1.006739,160,16,enrollment; config=StadiumSHA3
304,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,4,1,0.959865,0.035961,1.019704,160,16,enrollment; config=StadiumSHA3
305,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,5,1,0.993682,0.037354,1.05749,160,16,enrollment; config=StadiumSHA3
306,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,6,1,1.297379,0.039188,1.362208,160,16,enrollment; config=StadiumSHA3
307,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,7,1,0.958062,0.035541,1.019644,160,16,enrollment; config=StadiumSHA3
308,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,8,1,0.96737,0.03504,1.02734,160,16,enrollment; config=StadiumSHA3
309,StadiumSHA3-5-20260809-23:47:24-406373,StadiumSHA3,5,5,5,sha3,10,,,,9,1,0.953763,0.03509,1.013142,160,16,enrollment; config=StadiumSHA3
310,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,0,1,0.953943,0.042455,1.027691,160,16,enrollment; config=StadiumSHA3
311,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,1,1,0.963623,0.036182,1.026348,160,16,enrollment; config=StadiumSHA3
312,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,2,1,0.96201,0.03511,1.023953,160,16,enrollment; config=StadiumSHA3
313,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,3,1,0.974153,0.036052,1.035656,160,16,enrollment; config=StadiumSHA3
314,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,4,1,0.953672,0.034579,1.014264,160,16,enrollment; config=StadiumSHA3
315,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,5,1,0.94708,0.034499,1.005867,160,16,enrollment; config=StadiumSHA3
316,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,6,1,0.953863,0.036302,1.013712,160,16,enrollment; config=StadiumSHA3
317,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,7,1,1.036708,0.035631,1.095336,160,16,enrollment; config=StadiumSHA3
318,StadiumSHA3-6-20260809-23:47:24-406373,StadiumSHA3,6,6,6,sha3,10,,,,8,1,0.971638,0.03496,1.029974,160,16,enrollment; config=StadiumSHA3
